dataset,task,thermometer_type,thermometer_size,address_size,hash_mode,num_hashes,filter_size,accuracy,f1_macro,f1_weighted,auc_roc,train_time_s,infer_latency_us,memory_kb
Fridge,multiclass,Distributive,16,4,h3,8,64,0.3133344459279039,0.11017397287014138,0.2212412098717149,0.5059998003340953,0.01814,13.194,0.1
Fridge,multiclass,Distributive,16,4,h3,8,256,0.33694926568758343,0.10078237437214446,0.21796254812751284,0.5007330249475693,0.01851,13.4654,0.1
Fridge,multiclass,Distributive,16,4,h3,8,1024,0.3384512683578104,0.10141870846605823,0.2195741600010393,0.5008541384659588,0.01902,14.508,0.1
Fridge,multiclass,Distributive,16,8,murmur,2,16,0.25483978638184246,0.12457827023039751,0.2163961479073119,0.49489615128838044,0.01221,8.5158,0.1
Fridge,multiclass,Distributive,16,8,murmur,2,64,0.33694926568758343,0.09813507996195317,0.21602635998348352,0.49838464876197525,0.01284,8.508,0.1
Fridge,multiclass,Distributive,16,8,murmur,2,256,0.33427903871829107,0.09959023153931577,0.21622282947768964,0.49731839196071864,0.01284,8.4677,0.1
Fridge,multiclass,Distributive,16,8,murmur,2,1024,0.32459946595460615,0.11258037912152033,0.22646558062316663,0.505237783333246,0.0131,8.1913,0.1
Fridge,multiclass,Distributive,16,8,murmur,4,16,0.3606475300400534,0.08762262516535305,0.21127796690265396,0.505193593636787,0.01268,8.6232,0.1
Fridge,multiclass,Distributive,16,8,murmur,4,64,0.3405373831775701,0.10940715945501145,0.22694955463543165,0.5022427329997586,0.01276,8.3178,0.1
Fridge,multiclass,Distributive,16,8,murmur,4,256,0.32977303070761016,0.10422090255060372,0.22051284822865763,0.49741751513486776,0.01573,9.2688,0.1
Fridge,multiclass,Distributive,16,8,murmur,4,1024,0.3573097463284379,0.09327432491414356,0.215799764683306,0.49406992931635696,0.01358,8.1536,0.1
Fridge,multiclass,Distributive,16,8,murmur,8,16,0.36949265687583444,0.08496708897414139,0.21024704252231427,0.5028838975404534,0.01346,9.233,0.1
Fridge,multiclass,Distributive,16,8,murmur,8,64,0.3321929238985314,0.09948344973569535,0.21625550110105965,0.4966548137427024,0.01397,8.7055,0.1
Fridge,multiclass,Distributive,16,8,murmur,8,256,0.3566421895861148,0.09372107992856536,0.21565704748352302,0.5012834235634571,0.01511,8.0663,0.1
Fridge,multiclass,Distributive,16,8,murmur,8,1024,0.35772696929238984,0.09406306242765664,0.21647816785993365,0.49484024057879294,0.0136,8.3778,0.1
Fridge,multiclass,Distributive,16,8,simhash,2,16,0.3338618157543391,0.10359647095315014,0.22051134288977234,0.49985324551159105,0.04157,15.9951,0.1
Fridge,multiclass,Distributive,16,8,simhash,2,64,0.35605807743658213,0.09288545178581328,0.21506651440023453,0.4965632919006883,0.04015,16.1643,0.1
Fridge,multiclass,Distributive,16,8,simhash,2,256,0.34170560747663553,0.10012083024735723,0.21849833403128413,0.5044887949310388,0.03996,16.7461,0.1
Fridge,multiclass,Distributive,16,8,simhash,2,1024,0.34320761014686246,0.1024191941592967,0.22096496941490695,0.5038212749502672,0.04354,16.2732,0.1
Fridge,multiclass,Distributive,16,8,simhash,4,16,0.31224966622162886,0.10830606311301867,0.22028126159495243,0.5067634688611119,0.04079,16.1926,0.1
Fridge,multiclass,Distributive,16,8,simhash,4,64,0.3352803738317757,0.1079850472389942,0.2250335325915477,0.49668499687209217,0.04114,15.6918,0.1
Fridge,multiclass,Distributive,16,8,simhash,4,256,0.35372162883845126,0.09581617274432133,0.21540141592106773,0.503214282718588,0.04101,15.9462,0.1
Fridge,multiclass,Distributive,16,8,simhash,4,1024,0.3527202937249666,0.09296210439648436,0.2141664641773729,0.5007537453005408,0.04408,16.0064,0.1
Fridge,multiclass,Distributive,16,8,simhash,8,16,0.3431241655540721,0.09528767816898363,0.21426804944483197,0.495976740858202,0.04764,18.5693,0.1
Fridge,multiclass,Distributive,16,8,simhash,8,64,0.3394526034712951,0.10272387677337239,0.22098272702010344,0.4999448574676305,0.04817,18.4552,0.1
Fridge,multiclass,Distributive,16,8,simhash,8,256,0.33703271028037385,0.10201594338742039,0.21923350654521,0.4972566641263884,0.04489,16.8218,0.1
Fridge,multiclass,Distributive,16,8,simhash,8,1024,0.32785380507343126,0.10960912499736994,0.22448656636715908,0.49836628309027464,0.05252,18.5419,0.1
Fridge,multiclass,Distributive,16,8,h3,2,16,0.30365487316421896,0.1037877819580001,0.2136693552304956,0.4983714230241973,0.01216,8.638,0.1
Fridge,multiclass,Distributive,16,8,h3,2,64,0.3681575433911882,0.08385399961511321,0.20894496059107096,0.4975252402380727,0.01243,8.1724,0.1
Fridge,multiclass,Distributive,16,8,h3,2,256,0.36156542056074764,0.08771373071069018,0.21140599381084255,0.5052404369286633,0.01278,7.8431,0.1
Fridge,multiclass,Distributive,16,8,h3,2,1024,0.3711615487316422,0.08340840883395895,0.20932237795567507,0.504163560976009,0.0133,8.2367,0.1
Fridge,multiclass,Distributive,16,8,h3,4,16,0.32201268357810414,0.10672595959256093,0.22153216464297432,0.5036716137329268,0.01393,8.5136,0.1
Fridge,multiclass,Distributive,16,8,h3,4,64,0.37550066755674233,0.0779977120671127,0.20501735064369575,0.4964759058162405,0.01289,8.2819,0.1
Fridge,multiclass,Distributive,16,8,h3,4,256,0.32393190921228304,0.10721843698729287,0.22079815044212872,0.49517626313089774,0.01307,8.1217,0.1
Fridge,multiclass,Distributive,16,8,h3,4,1024,0.3001502002670227,0.11946404494811089,0.22627814808320784,0.503766392566501,0.01334,8.2205,0.1
Fridge,multiclass,Distributive,16,8,h3,8,16,0.3402870493991989,0.09885744229769491,0.21705812922528903,0.4994723085691207,0.0146,8.9201,0.1
Fridge,multiclass,Distributive,16,8,h3,8,64,0.371328437917223,0.08373179795191511,0.2096057212249124,0.5021907954695364,0.01477,9.1213,0.1
Fridge,multiclass,Distributive,16,8,h3,8,256,0.3437917222963952,0.10245002817672573,0.2215251994093911,0.501097234862705,0.01494,8.9613,0.1
Fridge,multiclass,Distributive,16,8,h3,8,1024,0.3341121495327103,0.10280750783764485,0.2196567450939632,0.5008494122132674,0.01613,8.8202,0.1
Fridge,multiclass,Distributive,16,16,murmur,2,16,0.3289385847797063,0.1141755970348459,0.22823207887307592,0.5016622587932401,0.01118,6.4201,0.1
Fridge,multiclass,Distributive,16,16,murmur,2,64,0.3679072096128171,0.08338663709758712,0.20853547240398618,0.4979789425171214,0.01148,6.0147,0.1
Fridge,multiclass,Distributive,16,16,murmur,2,256,0.36824098798397864,0.08400978712095523,0.20908145665343256,0.49994924004095814,0.01155,5.9936,0.1
Fridge,multiclass,Distributive,16,16,murmur,2,1024,0.3407042723631509,0.09957469741295809,0.21829502467336379,0.4986957417589157,0.01139,5.9867,0.1
Fridge,multiclass,Distributive,16,16,murmur,4,16,0.3334445927903872,0.11140214532781886,0.22710929849838685,0.5015610883237919,0.01251,6.4047,0.1
Fridge,multiclass,Distributive,16,16,murmur,4,64,0.3546395193591455,0.09382152842879518,0.21576231258911652,0.5000544269402999,0.01192,5.9552,0.1
Fridge,multiclass,Distributive,16,16,murmur,4,256,0.35964619492656874,0.08752819814502684,0.21038430821232051,0.4987260187455939,0.01165,5.8803,0.1
Fridge,multiclass,Distributive,16,16,murmur,4,1024,0.371328437917223,0.08373179795191511,0.2096057212249124,0.5011452806955724,0.01232,5.994,0.1
Fridge,multiclass,Distributive,16,16,murmur,8,16,0.3283544726301736,0.09912414105759514,0.2157538071749777,0.49618838182319436,0.01145,6.3771,0.1
Fridge,multiclass,Distributive,16,16,murmur,8,64,0.36356809078771696,0.08710877355049909,0.2113316445063494,0.49891370504476046,0.01156,5.9759,0.1
Fridge,multiclass,Distributive,16,16,murmur,8,256,0.3709946595460614,0.08308501971600277,0.20903903468643775,0.5022814005070612,0.01193,5.8331,0.1
Fridge,multiclass,Distributive,16,16,murmur,8,1024,0.37550066755674233,0.0779977120671127,0.20501735064369575,0.4958990349459373,0.01229,6.1485,0.1
Fridge,multiclass,Distributive,16,16,simhash,2,16,0.35972963951935916,0.08652413740504898,0.20999063279993677,0.497836585029631,0.04768,16.0846,0.1
Fridge,multiclass,Distributive,16,16,simhash,2,64,0.37550066755674233,0.0779977120671127,0.20501735064369575,0.4957993323292568,0.04759,15.4839,0.1
Fridge,multiclass,Distributive,16,16,simhash,2,256,0.37550066755674233,0.0779977120671127,0.20501735064369575,0.5032851338675057,0.04709,15.6291,0.1
Fridge,multiclass,Distributive,16,16,simhash,2,1024,0.3681575433911882,0.08385399961511321,0.20894496059107096,0.5026816960278611,0.05119,16.0728,0.1
Fridge,multiclass,Distributive,16,16,simhash,4,16,0.3163384512683578,0.1102641566497397,0.22305517075013323,0.5014060468653191,0.04757,16.0984,0.1
Fridge,multiclass,Distributive,16,16,simhash,4,64,0.3684913217623498,0.08309967534202187,0.20861087403622824,0.5017271259793852,0.05118,16.4407,0.1
Fridge,multiclass,Distributive,16,16,simhash,4,256,0.36231642189586116,0.08945185266173053,0.21289818113988973,0.5027961185481168,0.04969,16.3773,0.1
Fridge,multiclass,Distributive,16,16,simhash,4,1024,0.3709946595460614,0.08308501971600277,0.20903903468643775,0.5015089923268937,0.04869,15.6015,0.1
Fridge,multiclass,Distributive,16,16,simhash,8,16,0.37550066755674233,0.0779977120671127,0.20501735064369575,0.4998131725895302,0.04971,16.7081,0.1
Fridge,multiclass,Distributive,16,16,simhash,8,64,0.3655707610146863,0.09117866436309138,0.21522981816717396,0.49890102873190084,0.04938,16.3693,0.1
Fridge,multiclass,Distributive,16,16,simhash,8,256,0.3553070761014686,0.08961373770242734,0.21203020631912736,0.49793313441874393,0.04998,16.0289,0.1
Fridge,multiclass,Distributive,16,16,simhash,8,1024,0.37550066755674233,0.0779977120671127,0.20501735064369575,0.5020934973504098,0.04908,16.6103,0.1
Fridge,multiclass,Distributive,16,16,h3,2,16,0.32902202937249664,0.10855624034151308,0.22394233215116227,0.5030367106166651,0.01077,6.0381,0.1
Fridge,multiclass,Distributive,16,16,h3,2,64,0.371328437917223,0.08373179795191511,0.2096057212249124,0.498866165708038,0.011,5.9312,0.1
Fridge,multiclass,Distributive,16,16,h3,2,256,0.3709946595460614,0.08308501971600277,0.20903903468643775,0.5000153423544585,0.01118,6.1214,0.1
Fridge,multiclass,Distributive,16,16,h3,2,1024,0.37550066755674233,0.0779977120671127,0.20501735064369575,0.4980668199105235,0.01128,5.8852,0.1
Fridge,multiclass,Distributive,16,16,h3,4,16,0.3458778371161549,0.09888162257257407,0.21837230116650744,0.5024903448128806,0.01268,6.4567,0.1
Fridge,multiclass,Distributive,16,16,h3,4,64,0.3313584779706275,0.10436942380458968,0.2194684290891935,0.49928353932388825,0.01202,6.0288,0.1
Fridge,multiclass,Distributive,16,16,h3,4,256,0.37550066755674233,0.0779977120671127,0.20501735064369575,0.5034885720188883,0.01227,5.9959,0.1
Fridge,multiclass,Distributive,16,16,h3,4,1024,0.37550066755674233,0.0779977120671127,0.20501735064369575,0.4988953219584707,0.01244,6.1669,0.1
Fridge,multiclass,Distributive,16,16,h3,8,16,0.37550066755674233,0.0779977120671127,0.20501735064369575,0.5002710999788322,0.01449,7.0637,0.1
Fridge,multiclass,Distributive,16,16,h3,8,64,0.37550066755674233,0.0779977120671127,0.20501735064369575,0.49866444906424173,0.0142,6.6411,0.1
Fridge,multiclass,Distributive,16,16,h3,8,256,0.37166221628838453,0.08437857618782749,0.210172407763387,0.4986575966358018,0.01427,6.6114,0.1
Fridge,multiclass,Distributive,16,16,h3,8,1024,0.36957610146862485,0.08176617182809887,0.20640760333651223,0.5010706258409681,0.01478,6.4902,0.1
Fridge,multiclass,Gaussian,8,4,murmur,2,16,0.37550066755674233,0.0779977120671127,0.20501735064369575,0.4999813039558362,0.01088,7.6276,0.1
Fridge,multiclass,Gaussian,8,4,murmur,2,64,0.3638184245660881,0.08656313722074029,0.2108507505138359,0.49933383980056995,0.01131,7.9031,0.1
Fridge,multiclass,Gaussian,8,4,murmur,2,256,0.3281041388518024,0.10242013306570417,0.21841317939329705,0.49946285516339145,0.01097,7.9791,0.1
Fridge,multiclass,Gaussian,8,4,murmur,2,1024,0.36440253671562084,0.08752885426564613,0.2116968811022464,0.5003732793732654,0.01117,7.7133,0.1
Fridge,multiclass,Gaussian,8,4,murmur,4,16,0.36106475300400537,0.08573716293290075,0.2092950514648022,0.49737031192920833,0.01103,7.9407,0.1
Fridge,multiclass,Gaussian,8,4,murmur,4,64,0.35630841121495327,0.08926121968612129,0.2119227162128269,0.5027172920840098,0.01145,7.933,0.1
Fridge,multiclass,Gaussian,8,4,murmur,4,256,0.36440253671562084,0.08752885426564613,0.2116968811022464,0.4952120302835615,0.01122,8.0726,0.1
Fridge,multiclass,Gaussian,8,4,murmur,4,1024,0.37550066755674233,0.0779977120671127,0.20501735064369575,0.4979425297024883,0.01137,8.1254,0.1
Fridge,multiclass,Gaussian,8,4,murmur,8,16,0.28713284379172227,0.1089073805475036,0.214129882950705,0.49868446477490164,0.01245,8.3234,0.1
Fridge,multiclass,Gaussian,8,4,murmur,8,64,0.3458778371161549,0.09962137553016051,0.21911519791500647,0.5000414670541441,0.01154,7.91,0.1
Fridge,multiclass,Gaussian,8,4,murmur,8,256,0.3425400534045394,0.09626939788152557,0.21355760901827697,0.4998202389610835,0.01179,7.9823,0.1
Fridge,multiclass,Gaussian,8,4,murmur,8,1024,0.37550066755674233,0.0779977120671127,0.20501735064369575,0.49866996193785623,0.01217,7.9913,0.1
Fridge,multiclass,Gaussian,8,4,simhash,2,16,0.37550066755674233,0.0779977120671127,0.20501735064369575,0.5016953791768826,0.0291,11.9238,0.1
Fridge,multiclass,Gaussian,8,4,simhash,2,64,0.3613150867823765,0.08614767196409943,0.2096547264337263,0.49401218356846716,0.02813,12.0946,0.1
Fridge,multiclass,Gaussian,8,4,simhash,2,256,0.3411214953271028,0.10007494801923451,0.21845865029084155,0.49741862927939084,0.02972,12.0773,0.1
Fridge,multiclass,Gaussian,8,4,simhash,2,1024,0.3520527369826435,0.09028990639291212,0.21147883786028354,0.49737913129497147,0.02819,12.4116,0.1
Fridge,multiclass,Gaussian,8,4,simhash,4,16,0.36106475300400537,0.08573716293290075,0.2092950514648022,0.4991770859105002,0.02945,12.666,0.1
Fridge,multiclass,Gaussian,8,4,simhash,4,64,0.37550066755674233,0.0779977120671127,0.20501735064369575,0.5028014970722222,0.0317,12.6744,0.1
Fridge,multiclass,Gaussian,8,4,simhash,4,256,0.3566421895861148,0.08973661783206852,0.21233924496219653,0.5001265957438562,0.03045,11.9184,0.1
Fridge,multiclass,Gaussian,8,4,simhash,4,1024,0.35705941255006673,0.09033086551450255,0.21285990589890863,0.5000364905594312,0.03114,12.4783,0.1
Fridge,multiclass,Gaussian,8,4,simhash,8,16,0.3640687583444593,0.08697701595427136,0.21121337790886896,0.4991560768566938,0.03223,13.5611,0.1
Fridge,multiclass,Gaussian,8,4,simhash,8,64,0.37550066755674233,0.0779977120671127,0.20501735064369575,0.5001188202837973,0.03224,13.0606,0.1
Fridge,multiclass,Gaussian,8,4,simhash,8,256,0.3431241655540721,0.09993465044801396,0.21923081887682047,0.49608949907858346,0.03255,12.9843,0.1
Fridge,multiclass,Gaussian,8,4,simhash,8,1024,0.36440253671562084,0.08752885426564613,0.2116968811022464,0.5025679846808458,0.03262,13.405,0.1
Fridge,multiclass,Gaussian,8,4,h3,2,16,0.3305240320427236,0.11003176320214772,0.22508224785396602,0.5022217730951752,0.01142,8.1511,0.1
Fridge,multiclass,Gaussian,8,4,h3,2,64,0.34537716955941256,0.09877450802174148,0.21837319951393838,0.49808030016098054,0.01171,7.3315,0.1
Fridge,multiclass,Gaussian,8,4,h3,2,256,0.3640687583444593,0.08697701595427136,0.21121337790886896,0.4986217117946491,0.01205,7.6661,0.1
Fridge,multiclass,Gaussian,8,4,h3,2,1024,0.3520527369826435,0.09028990639291212,0.21147883786028354,0.5011002298692083,0.01233,7.8331,0.1
Fridge,multiclass,Gaussian,8,4,h3,4,16,0.35705941255006673,0.09033086551450255,0.21285990589890863,0.5010622920703791,0.01233,7.8145,0.1
Fridge,multiclass,Gaussian,8,4,h3,4,64,0.33811748998664887,0.0957057056404345,0.2142732387611134,0.502028595451973,0.01196,8.1323,0.1
Fridge,multiclass,Gaussian,8,4,h3,4,256,0.3291889185580774,0.10387272818274983,0.21968589707762443,0.49919235424862224,0.01186,7.9457,0.1
Fridge,multiclass,Gaussian,8,4,h3,4,1024,0.33744993324432576,0.09665993156125922,0.215141362909846,0.5026354435936715,0.0117,8.0303,0.1
Fridge,multiclass,Gaussian,8,4,h3,8,16,0.32268024032042725,0.09421330315710615,0.20994457149111317,0.4969037190141989,0.01247,8.0148,0.1
Fridge,multiclass,Gaussian,8,4,h3,8,64,0.31533711615487314,0.09555621796189837,0.21043089790328656,0.5014235965420635,0.01261,8.5322,0.1
Fridge,multiclass,Gaussian,8,4,h3,8,256,0.37550066755674233,0.0779977120671127,0.20501735064369575,0.50137203205118,0.01287,8.2331,0.1
Fridge,multiclass,Gaussian,8,4,h3,8,1024,0.34270694259012013,0.09814461863744997,0.21693553254789302,0.4988835699143701,0.01273,8.0696,0.1
Fridge,multiclass,Gaussian,8,8,murmur,2,16,0.34988317757009346,0.09503378249086596,0.21561169936784375,0.49529163406340665,0.00914,5.5355,0.1
Fridge,multiclass,Gaussian,8,8,murmur,2,64,0.37550066755674233,0.0779977120671127,0.20501735064369575,0.49867777372041217,0.00937,6.0031,0.1
Fridge,multiclass,Gaussian,8,8,murmur,2,256,0.3638184245660881,0.08656313722074029,0.2108507505138359,0.49994179568519065,0.00925,5.5445,0.1
Fridge,multiclass,Gaussian,8,8,murmur,2,1024,0.37550066755674233,0.0779977120671127,0.20501735064369575,0.4991735639755233,0.00931,5.3696,0.1
Fridge,multiclass,Gaussian,8,8,murmur,4,16,0.3640687583444593,0.08697701595427136,0.21121337790886896,0.49520117384473494,0.0093,5.7057,0.1
Fridge,multiclass,Gaussian,8,8,murmur,4,64,0.37550066755674233,0.0779977120671127,0.20501735064369575,0.5009021638745048,0.00963,5.6437,0.1
Fridge,multiclass,Gaussian,8,8,murmur,4,256,0.37550066755674233,0.0779977120671127,0.20501735064369575,0.5011685490320439,0.00963,5.3301,0.1
Fridge,multiclass,Gaussian,8,8,murmur,4,1024,0.37550066755674233,0.0779977120671127,0.20501735064369575,0.4981369783085271,0.00974,5.5054,0.1
Fridge,multiclass,Gaussian,8,8,murmur,8,16,0.35580774365821094,0.09276722310463746,0.21486027676370534,0.500145231415165,0.00946,5.7662,0.1
Fridge,multiclass,Gaussian,8,8,murmur,8,64,0.37550066755674233,0.0779977120671127,0.20501735064369575,0.5018992064887077,0.0095,5.584,0.1
Fridge,multiclass,Gaussian,8,8,murmur,8,256,0.3638184245660881,0.08656313722074029,0.2108507505138359,0.4987485204981918,0.00979,5.8015,0.1
Fridge,multiclass,Gaussian,8,8,murmur,8,1024,0.37550066755674233,0.0779977120671127,0.20501735064369575,0.5015784990421955,0.00988,5.3834,0.1
Fridge,multiclass,Gaussian,8,8,simhash,2,16,0.34220627503337786,0.0973236005750526,0.21621618261004488,0.4950145806481525,0.02648,10.0509,0.1
Fridge,multiclass,Gaussian,8,8,simhash,2,64,0.3640687583444593,0.08697701595427136,0.21121337790886896,0.4985183588833461,0.02661,9.7841,0.1
Fridge,multiclass,Gaussian,8,8,simhash,2,256,0.34470961281708945,0.10216256004828753,0.22118284247519104,0.49835449158867035,0.02589,9.5638,0.1
Fridge,multiclass,Gaussian,8,8,simhash,2,1024,0.37550066755674233,0.0779977120671127,0.20501735064369575,0.4995525700659749,0.02624,9.5091,0.1
Fridge,multiclass,Gaussian,8,8,simhash,4,16,0.33319425901201605,0.10027811020236384,0.21721281765240294,0.5022095031159852,0.02602,9.9394,0.1
Fridge,multiclass,Gaussian,8,8,simhash,4,64,0.37550066755674233,0.0779977120671127,0.20501735064369575,0.4993075288912129,0.02682,9.7215,0.1
Fridge,multiclass,Gaussian,8,8,simhash,4,256,0.37550066755674233,0.0779977120671127,0.20501735064369575,0.5006852390467523,0.02713,9.8701,0.1
Fridge,multiclass,Gaussian,8,8,simhash,4,1024,0.37550066755674233,0.0779977120671127,0.20501735064369575,0.4961147339767069,0.02696,9.8463,0.1
Fridge,multiclass,Gaussian,8,8,simhash,8,16,0.3431241655540721,0.09296468174928844,0.21239703644261135,0.4975280327180605,0.02734,10.5567,0.1
Fridge,multiclass,Gaussian,8,8,simhash,8,64,0.37550066755674233,0.0779977120671127,0.20501735064369575,0.5032954718598451,0.02827,9.9934,0.1
Fridge,multiclass,Gaussian,8,8,simhash,8,256,0.3638184245660881,0.08656313722074029,0.2108507505138359,0.5038753060959907,0.02734,9.8561,0.1
Fridge,multiclass,Gaussian,8,8,simhash,8,1024,0.37550066755674233,0.0779977120671127,0.20501735064369575,0.49588338952574906,0.0273,10.1577,0.1
Fridge,multiclass,Gaussian,8,8,h3,2,16,0.36440253671562084,0.08752885426564613,0.2116968811022464,0.5029674666701038,0.0092,5.7477,0.1
Fridge,multiclass,Gaussian,8,8,h3,2,64,0.3638184245660881,0.08656313722074029,0.2108507505138359,0.4984250783836767,0.00937,5.5163,0.1
Fridge,multiclass,Gaussian,8,8,h3,2,256,0.37550066755674233,0.0779977120671127,0.20501735064369575,0.4973095438703098,0.00925,5.1318,0.1
Fridge,multiclass,Gaussian,8,8,h3,2,1024,0.37550066755674233,0.0779977120671127,0.20501735064369575,0.5000878476474683,0.00948,5.3649,0.1
Fridge,multiclass,Gaussian,8,8,h3,4,16,0.3359479305740988,0.10104409327703359,0.21879946584322943,0.4986151573499722,0.01002,5.9705,0.1
Fridge,multiclass,Gaussian,8,8,h3,4,64,0.36440253671562084,0.08752885426564613,0.2116968811022464,0.49682859491492976,0.01029,5.4801,0.1
Fridge,multiclass,Gaussian,8,8,h3,4,256,0.37550066755674233,0.0779977120671127,0.20501735064369575,0.5032241724972236,0.01011,5.5235,0.1
Fridge,multiclass,Gaussian,8,8,h3,4,1024,0.37550066755674233,0.0779977120671127,0.20501735064369575,0.5005767667049764,0.01031,5.6328,0.1
Fridge,multiclass,Gaussian,8,8,h3,8,16,0.37550066755674233,0.0779977120671127,0.20501735064369575,0.5038866390877743,0.01126,6.1082,0.1
Fridge,multiclass,Gaussian,8,8,h3,8,64,0.37550066755674233,0.0779977120671127,0.20501735064369575,0.4974041932530457,0.0116,5.6902,0.1
Fridge,multiclass,Gaussian,8,8,h3,8,256,0.36440253671562084,0.08752885426564613,0.2116968811022464,0.49837256616181586,0.01168,5.7677,0.1
Fridge,multiclass,Gaussian,8,8,h3,8,1024,0.37550066755674233,0.0779977120671127,0.20501735064369575,0.4993509101963419,0.01117,5.8323,0.1
Fridge,multiclass,Gaussian,16,4,murmur,2,16,0.3553070761014686,0.09113165159779484,0.21330662566145966,0.4981718619436394,0.01568,13.6895,0.1
Fridge,multiclass,Gaussian,16,4,murmur,2,64,0.3458778371161549,0.09678981158011923,0.21634275779816514,0.4997550297404674,0.01591,13.1175,0.1
Fridge,multiclass,Gaussian,16,4,murmur,2,256,0.33786715620827773,0.09474301449030273,0.21361974661653255,0.4991642903321661,0.01588,13.2787,0.1
Fridge,multiclass,Gaussian,16,4,murmur,2,1024,0.3529706275033378,0.08964941020460031,0.21140188709632152,0.5010775435472427,0.01562,13.8919,0.1
Fridge,multiclass,Gaussian,16,4,murmur,4,16,0.3416221628838451,0.10154405374633557,0.22036014303413767,0.5056647689165367,0.01622,14.4022,0.1
Fridge,multiclass,Gaussian,16,4,murmur,4,64,0.3332777036048064,0.10871312703277249,0.22463896971576156,0.5007580885903957,0.01634,12.3494,0.1
Fridge,multiclass,Gaussian,16,4,murmur,4,256,0.3613150867823765,0.09365199821475767,0.21664501696758046,0.49878699023744805,0.0165,13.2733,0.1
Fridge,multiclass,Gaussian,16,4,murmur,4,1024,0.3377837116154873,0.10578435374491398,0.22298718156757694,0.5009107260699063,0.01599,12.9734,0.1
Fridge,multiclass,Gaussian,16,4,murmur,8,16,0.35847797062750336,0.08802489755077847,0.21085652036966795,0.4992675485760367,0.01653,13.4005,0.1
Fridge,multiclass,Gaussian,16,4,murmur,8,64,0.34279038718291055,0.0980931063528729,0.21760171903522715,0.5018555354781423,0.01651,13.5201,0.1
Fridge,multiclass,Gaussian,16,4,murmur,8,256,0.3294392523364486,0.09980785675184596,0.21559222919354512,0.5000505328000143,0.019,14.5029,0.1
Fridge,multiclass,Gaussian,16,4,murmur,8,1024,0.3430407209612817,0.09898487994201358,0.21860644926216227,0.5039493762936049,0.01936,16.7107,0.1
Fridge,multiclass,Gaussian,16,4,simhash,2,16,0.32142857142857145,0.10334615900670781,0.21578792001054084,0.4950440513249868,0.05001,22.3328,0.1
Fridge,multiclass,Gaussian,16,4,simhash,2,64,0.36181575433911883,0.09099262012926891,0.21441253958949327,0.500705795326835,0.05234,23.7847,0.1
Fridge,multiclass,Gaussian,16,4,simhash,2,256,0.3483811748998665,0.09425983997099782,0.21512292904865904,0.5011841342898705,0.0484,22.1733,0.1
Fridge,multiclass,Gaussian,16,4,simhash,2,1024,0.34854806408544725,0.09731638296553882,0.21802606281030598,0.4982616489694429,0.049,22.7477,0.1
Fridge,multiclass,Gaussian,16,4,simhash,4,16,0.3307743658210948,0.0933445667984287,0.21059790193709513,0.5021327685265309,0.05093,23.636,0.1
Fridge,multiclass,Gaussian,16,4,simhash,4,64,0.3053237650200267,0.11217192832684172,0.22111261192178744,0.5002655452858621,0.04985,23.5555,0.1
Fridge,multiclass,Gaussian,16,4,simhash,4,256,0.36014686248331107,0.0914173613432493,0.21468709914791775,0.49649568388502313,0.05782,23.3394,0.1
Fridge,multiclass,Gaussian,16,4,simhash,4,1024,0.3054072096128171,0.11527916091307412,0.22442308182642554,0.5026727157893494,0.05179,23.6117,0.1
Fridge,multiclass,Gaussian,16,4,simhash,8,16,0.281041388518024,0.12228131864780742,0.22347636380703595,0.4990848297331184,0.05346,24.3127,0.1
Fridge,multiclass,Gaussian,16,4,simhash,8,64,0.3208444592790387,0.10463058850909505,0.2172506320315885,0.4962916886224344,0.05231,23.6482,0.1
Fridge,multiclass,Gaussian,16,4,simhash,8,256,0.37550066755674233,0.0779977120671127,0.20501735064369575,0.5001453325256174,0.053,23.6269,0.1
Fridge,multiclass,Gaussian,16,4,simhash,8,1024,0.313584779706275,0.11647279107140104,0.22784451349414717,0.503603698978669,0.05374,23.9788,0.1
Fridge,multiclass,Gaussian,16,4,h3,2,16,0.3598130841121495,0.08688072291577069,0.20990105611153326,0.4998411925302726,0.0168,13.5933,0.1
Fridge,multiclass,Gaussian,16,4,h3,2,64,0.3422897196261682,0.09838794893291071,0.21536385073024086,0.5034982285195059,0.01677,14.8855,0.1
Fridge,multiclass,Gaussian,16,4,h3,2,256,0.3495493991989319,0.09534266221235059,0.2158318755242038,0.503101029928006,0.01655,13.2521,0.1
Fridge,multiclass,Gaussian,16,4,h3,2,1024,0.35897863818424564,0.08554685603568533,0.20873236433575754,0.49499191252201485,0.0166,13.2667,0.1
Fridge,multiclass,Gaussian,16,4,h3,4,16,0.3308578104138852,0.10688122539741432,0.2229154954829859,0.5042406358625543,0.01732,15.0317,0.1
Fridge,multiclass,Gaussian,16,4,h3,4,64,0.3399532710280374,0.10351053015643684,0.22088931198119907,0.49818625280679063,0.02979,15.2133,0.1
Fridge,multiclass,Gaussian,16,4,h3,4,256,0.3282710280373832,0.10370577512826194,0.2200841195589171,0.49698108556098924,0.01749,14.7145,0.1
Fridge,multiclass,Gaussian,16,4,h3,4,1024,0.3222630173564753,0.11083733801545394,0.22452282041249902,0.49480921066988925,0.01827,14.2629,0.1
Fridge,multiclass,Gaussian,16,4,h3,8,16,0.3287716955941255,0.10346006336529655,0.21899053090607148,0.5059593422744741,0.0199,15.4782,0.1
