system,dataset,mem_band,best_acc_in_band,hp_id_at_best,n_seeds
DT,Seeds,1-10KB,0.9285714285714285,"{""ccp_alpha"": 0.01, ""criterion"": ""gini"", ""max_depth"": 16, ""min_samples_leaf"": 1, ""min_samples_split"": 2}",5
DT,Segment,1-10KB,0.9662337662337663,"{""ccp_alpha"": 0.0, ""criterion"": ""entropy"", ""max_depth"": 8, ""min_samples_leaf"": 1, ""min_samples_split"": 2}",5
DT,Segment,10-100KB,0.9675324675324675,"{""ccp_alpha"": 0.0, ""criterion"": ""entropy"", ""max_depth"": 16, ""min_samples_leaf"": 1, ""min_samples_split"": 2}",5
DT,Steel Plates,1-10KB,1.0,"{""ccp_alpha"": 0.0, ""criterion"": ""entropy"", ""max_depth"": 16, ""min_samples_leaf"": 1, ""min_samples_split"": 10}",5
DT,Vehicle,1-10KB,0.7235294117647059,"{""ccp_alpha"": 0.01, ""criterion"": ""entropy"", ""max_depth"": 8, ""min_samples_leaf"": 1, ""min_samples_split"": 2}",5
DT,Vehicle,10-100KB,0.7235294117647058,"{""ccp_alpha"": 0.0, ""criterion"": ""entropy"", ""max_depth"": 8, ""min_samples_leaf"": 5, ""min_samples_split"": 10}",5
DT,Waveform,1-10KB,0.7455999999999999,"{""ccp_alpha"": 0.01, ""criterion"": ""entropy"", ""max_depth"": 16, ""min_samples_leaf"": 1, ""min_samples_split"": 10}",5
DT,Waveform,10-100KB,0.7727999999999999,"{""ccp_alpha"": 0.0, ""criterion"": ""entropy"", ""max_depth"": 16, ""min_samples_leaf"": 20, ""min_samples_split"": 50}",5
DT,Wine,1-10KB,0.9388888888888889,"{""ccp_alpha"": 0.0, ""criterion"": ""gini"", ""max_depth"": 16, ""min_samples_leaf"": 1, ""min_samples_split"": 2}",5
DT,Yeast,1-10KB,0.593939393939394,"{""ccp_alpha"": 0.0, ""criterion"": ""entropy"", ""max_depth"": 8, ""min_samples_leaf"": 20, ""min_samples_split"": 50}",5
DT,Yeast,10-100KB,0.593939393939394,"{""ccp_alpha"": 0.0, ""criterion"": ""entropy"", ""max_depth"": 16, ""min_samples_leaf"": 20, ""min_samples_split"": 10}",5
DT,Yeast,100KB-1MB,0.5225589225589226,"{""ccp_alpha"": 0.0, ""criterion"": ""entropy"", ""max_depth"": 16, ""min_samples_leaf"": 1, ""min_samples_split"": 2}",5
DWN,Balance Scale,1-10KB,0.7679999999999999,"{""batch_size"": 32, ""bits_per_input"": 2, ""epochs"": 10, ""lr"": 0.01, ""n"": 4, ""num_luts_l1"": 200, ""num_luts_l2"": 100, ""scheduler_gamma"": 0.1, ""scheduler_step"": 8, ""tau"": 3.3333333333333335}",3
DWN,Balance Scale,10-100KB,0.8213333333333334,"{""batch_size"": 32, ""bits_per_input"": 6, ""epochs"": 15, ""lr"": 0.01, ""n"": 6, ""num_luts_l1"": 1000, ""num_luts_l2"": 500, ""scheduler_gamma"": 0.1, ""scheduler_step"": 8, ""tau"": 3.3333333333333335}",3
DWN,Banknote,1-10KB,0.9466666666666667,"{""batch_size"": 32, ""bits_per_input"": 2, ""epochs"": 10, ""lr"": 0.01, ""n"": 4, ""num_luts_l1"": 200, ""num_luts_l2"": 100, ""scheduler_gamma"": 0.1, ""scheduler_step"": 8, ""tau"": 3.3333333333333335}",3
DWN,Banknote,10-100KB,0.9927272727272727,"{""batch_size"": 32, ""bits_per_input"": 6, ""epochs"": 15, ""lr"": 0.01, ""n"": 6, ""num_luts_l1"": 1000, ""num_luts_l2"": 500, ""scheduler_gamma"": 0.1, ""scheduler_step"": 8, ""tau"": 3.3333333333333335}",3
DWN,Breast Cancer,1-10KB,0.935672514619883,"{""batch_size"": 32, ""bits_per_input"": 2, ""epochs"": 10, ""lr"": 0.01, ""n"": 4, ""num_luts_l1"": 200, ""num_luts_l2"": 100, ""scheduler_gamma"": 0.1, ""scheduler_step"": 8, ""tau"": 3.3333333333333335}",6
DWN,Breast Cancer,10-100KB,0.9649122807017543,"{""batch_size"": 32, ""bits_per_input"": 3, ""epochs"": 15, ""lr"": 0.01, ""n"": 6, ""num_luts_l1"": 500, ""num_luts_l2"": 250, ""scheduler_gamma"": 0.1, ""scheduler_step"": 8, ""tau"": 3.3333333333333335}",6
DWN,EEG Eye State,1-10KB,0.7997329773030707,"{""batch_size"": 32, ""bits_per_input"": 2, ""epochs"": 10, ""lr"": 0.01, ""n"": 4, ""num_luts_l1"": 200, ""num_luts_l2"": 100, ""scheduler_gamma"": 0.1, ""scheduler_step"": 8, ""tau"": 3.3333333333333335}",3
DWN,EEG Eye State,10-100KB,0.8854027592345349,"{""batch_size"": 32, ""bits_per_input"": 6, ""epochs"": 20, ""lr"": 0.01, ""n"": 6, ""num_luts_l1"": 2000, ""num_luts_l2"": 1000, ""scheduler_gamma"": 0.1, ""scheduler_step"": 8, ""tau"": 3.3333333333333335}",3
DWN,Ecoli,1-10KB,0.8186274509803922,"{""batch_size"": 32, ""bits_per_input"": 2, ""epochs"": 10, ""lr"": 0.01, ""n"": 4, ""num_luts_l1"": 200, ""num_luts_l2"": 100, ""scheduler_gamma"": 0.1, ""scheduler_step"": 8, ""tau"": 3.3333333333333335}",6
DWN,Ecoli,10-100KB,0.8676470588235294,"{""batch_size"": 32, ""bits_per_input"": 6, ""epochs"": 15, ""lr"": 0.01, ""n"": 6, ""num_luts_l1"": 1000, ""num_luts_l2"": 500, ""scheduler_gamma"": 0.1, ""scheduler_step"": 8, ""tau"": 3.3333333333333335}",6
DWN,Glass,1-10KB,0.6201550387596899,"{""batch_size"": 32, ""bits_per_input"": 2, ""epochs"": 10, ""lr"": 0.01, ""n"": 4, ""num_luts_l1"": 200, ""num_luts_l2"": 100, ""scheduler_gamma"": 0.1, ""scheduler_step"": 8, ""tau"": 3.3333333333333335}",6
DWN,Glass,10-100KB,0.7286821705426357,"{""batch_size"": 32, ""bits_per_input"": 6, ""epochs"": 20, ""lr"": 0.01, ""n"": 6, ""num_luts_l1"": 2000, ""num_luts_l2"": 1000, ""scheduler_gamma"": 0.1, ""scheduler_step"": 8, ""tau"": 3.3333333333333335}",6
DWN,Haberman,1-10KB,0.6989247311827956,"{""batch_size"": 32, ""bits_per_input"": 2, ""epochs"": 10, ""lr"": 0.01, ""n"": 4, ""num_luts_l1"": 200, ""num_luts_l2"": 100, ""scheduler_gamma"": 0.1, ""scheduler_step"": 8, ""tau"": 3.3333333333333335}",6
DWN,Haberman,10-100KB,0.6827956989247311,"{""batch_size"": 32, ""bits_per_input"": 3, ""epochs"": 15, ""lr"": 0.01, ""n"": 6, ""num_luts_l1"": 500, ""num_luts_l2"": 250, ""scheduler_gamma"": 0.1, ""scheduler_step"": 8, ""tau"": 3.3333333333333335}",6
DWN,Ionosphere,1-10KB,0.9014084507042254,"{""batch_size"": 32, ""bits_per_input"": 2, ""epochs"": 10, ""lr"": 0.01, ""n"": 4, ""num_luts_l1"": 200, ""num_luts_l2"": 100, ""scheduler_gamma"": 0.1, ""scheduler_step"": 8, ""tau"": 3.3333333333333335}",6
DWN,Ionosphere,10-100KB,0.9107981220657276,"{""batch_size"": 32, ""bits_per_input"": 6, ""epochs"": 15, ""lr"": 0.01, ""n"": 6, ""num_luts_l1"": 1000, ""num_luts_l2"": 500, ""scheduler_gamma"": 0.1, ""scheduler_step"": 8, ""tau"": 3.3333333333333335}",6
DWN,Iris,1-10KB,0.9555555555555556,"{""batch_size"": 32, ""bits_per_input"": 2, ""epochs"": 10, ""lr"": 0.01, ""n"": 4, ""num_luts_l1"": 200, ""num_luts_l2"": 100, ""scheduler_gamma"": 0.1, ""scheduler_step"": 8, ""tau"": 3.3333333333333335}",6
DWN,Iris,10-100KB,0.9555555555555556,"{""batch_size"": 32, ""bits_per_input"": 3, ""epochs"": 15, ""lr"": 0.01, ""n"": 6, ""num_luts_l1"": 1000, ""num_luts_l2"": 500, ""scheduler_gamma"": 0.1, ""scheduler_step"": 8, ""tau"": 3.3333333333333335}",6
DWN,Letter Recognition,1-10KB,0.47625,"{""batch_size"": 32, ""bits_per_input"": 2, ""epochs"": 10, ""lr"": 0.01, ""n"": 4, ""num_luts_l1"": 200, ""num_luts_l2"": 100, ""scheduler_gamma"": 0.1, ""scheduler_step"": 8, ""tau"": 3.3333333333333335}",3
DWN,Letter Recognition,10-100KB,0.9398333333333332,"{""batch_size"": 32, ""bits_per_input"": 6, ""epochs"": 20, ""lr"": 0.01, ""n"": 6, ""num_luts_l1"": 2000, ""num_luts_l2"": 1000, ""scheduler_gamma"": 0.1, ""scheduler_step"": 8, ""tau"": 3.3333333333333335}",3
DWN,Magic Gamma,1-10KB,0.806869961444094,"{""batch_size"": 32, ""bits_per_input"": 2, ""epochs"": 10, ""lr"": 0.01, ""n"": 4, ""num_luts_l1"": 200, ""num_luts_l2"": 100, ""scheduler_gamma"": 0.1, ""scheduler_step"": 8, ""tau"": 3.3333333333333335}",3
DWN,Magic Gamma,10-100KB,0.8214160532772521,"{""batch_size"": 32, ""bits_per_input"": 6, ""epochs"": 20, ""lr"": 0.01, ""n"": 6, ""num_luts_l1"": 2000, ""num_luts_l2"": 1000, ""scheduler_gamma"": 0.1, ""scheduler_step"": 8, ""tau"": 3.3333333333333335}",3
DWN,Pendigits,1-10KB,0.9173866909201153,"{""batch_size"": 32, ""bits_per_input"": 2, ""epochs"": 10, ""lr"": 0.01, ""n"": 4, ""num_luts_l1"": 200, ""num_luts_l2"": 100, ""scheduler_gamma"": 0.1, ""scheduler_step"": 8, ""tau"": 3.3333333333333335}",3
DWN,Pendigits,10-100KB,0.9886311959981811,"{""batch_size"": 32, ""bits_per_input"": 6, ""epochs"": 20, ""lr"": 0.01, ""n"": 6, ""num_luts_l1"": 2000, ""num_luts_l2"": 1000, ""scheduler_gamma"": 0.1, ""scheduler_step"": 8, ""tau"": 3.3333333333333335}",3
DWN,Pima Diabetes,1-10KB,0.6969696969696969,"{""batch_size"": 32, ""bits_per_input"": 2, ""epochs"": 10, ""lr"": 0.01, ""n"": 4, ""num_luts_l1"": 200, ""num_luts_l2"": 100, ""scheduler_gamma"": 0.1, ""scheduler_step"": 8, ""tau"": 3.3333333333333335}",3
DWN,Pima Diabetes,10-100KB,0.7164502164502164,"{""batch_size"": 32, ""bits_per_input"": 2, ""epochs"": 10, ""lr"": 0.01, ""n"": 6, ""num_luts_l1"": 500, ""num_luts_l2"": 250, ""scheduler_gamma"": 0.1, ""scheduler_step"": 8, ""tau"": 3.3333333333333335}",3
DWN,SatImage,1-10KB,0.8639191290824261,"{""batch_size"": 32, ""bits_per_input"": 2, ""epochs"": 10, ""lr"": 0.01, ""n"": 4, ""num_luts_l1"": 200, ""num_luts_l2"": 100, ""scheduler_gamma"": 0.1, ""scheduler_step"": 8, ""tau"": 3.3333333333333335}",3
DWN,SatImage,10-100KB,0.9061689994815967,"{""batch_size"": 32, ""bits_per_input"": 6, ""epochs"": 15, ""lr"": 0.01, ""n"": 6, ""num_luts_l1"": 1000, ""num_luts_l2"": 500, ""scheduler_gamma"": 0.1, ""scheduler_step"": 8, ""tau"": 3.3333333333333335}",3
DWN,Seeds,1-10KB,0.9206349206349206,"{""batch_size"": 32, ""bits_per_input"": 2, ""epochs"": 10, ""lr"": 0.01, ""n"": 4, ""num_luts_l1"": 200, ""num_luts_l2"": 100, ""scheduler_gamma"": 0.1, ""scheduler_step"": 8, ""tau"": 3.3333333333333335}",6
DWN,Seeds,10-100KB,0.9126984126984127,"{""batch_size"": 32, ""bits_per_input"": 3, ""epochs"": 15, ""lr"": 0.01, ""n"": 6, ""num_luts_l1"": 1000, ""num_luts_l2"": 500, ""scheduler_gamma"": 0.1, ""scheduler_step"": 8, ""tau"": 3.3333333333333335}",6
DWN,Segment,1-10KB,0.9285714285714285,"{""batch_size"": 32, ""bits_per_input"": 2, ""epochs"": 10, ""lr"": 0.01, ""n"": 4, ""num_luts_l1"": 200, ""num_luts_l2"": 100, ""scheduler_gamma"": 0.1, ""scheduler_step"": 8, ""tau"": 3.3333333333333335}",3
DWN,Segment,10-100KB,0.9747474747474748,"{""batch_size"": 32, ""bits_per_input"": 6, ""epochs"": 15, ""lr"": 0.01, ""n"": 6, ""num_luts_l1"": 1000, ""num_luts_l2"": 500, ""scheduler_gamma"": 0.1, ""scheduler_step"": 8, ""tau"": 3.3333333333333335}",3
DWN,Steel Plates,1-10KB,1.0,"{""batch_size"": 32, ""bits_per_input"": 2, ""epochs"": 10, ""lr"": 0.01, ""n"": 4, ""num_luts_l1"": 200, ""num_luts_l2"": 100, ""scheduler_gamma"": 0.1, ""scheduler_step"": 8, ""tau"": 3.3333333333333335}",3
DWN,Steel Plates,10-100KB,1.0,"{""batch_size"": 32, ""bits_per_input"": 3, ""epochs"": 15, ""lr"": 0.01, ""n"": 6, ""num_luts_l1"": 500, ""num_luts_l2"": 250, ""scheduler_gamma"": 0.1, ""scheduler_step"": 8, ""tau"": 3.3333333333333335}",3
DWN,Vehicle,1-10KB,0.688235294117647,"{""batch_size"": 32, ""bits_per_input"": 2, ""epochs"": 10, ""lr"": 0.01, ""n"": 4, ""num_luts_l1"": 200, ""num_luts_l2"": 100, ""scheduler_gamma"": 0.1, ""scheduler_step"": 8, ""tau"": 3.3333333333333335}",3
DWN,Vehicle,10-100KB,0.7450980392156863,"{""batch_size"": 32, ""bits_per_input"": 6, ""epochs"": 20, ""lr"": 0.01, ""n"": 6, ""num_luts_l1"": 2000, ""num_luts_l2"": 1000, ""scheduler_gamma"": 0.1, ""scheduler_step"": 8, ""tau"": 3.3333333333333335}",3
DWN,Waveform,1-10KB,0.8163333333333332,"{""batch_size"": 32, ""bits_per_input"": 2, ""epochs"": 10, ""lr"": 0.01, ""n"": 4, ""num_luts_l1"": 200, ""num_luts_l2"": 100, ""scheduler_gamma"": 0.1, ""scheduler_step"": 8, ""tau"": 3.3333333333333335}",3
DWN,Waveform,10-100KB,0.8286666666666666,"{""batch_size"": 32, ""bits_per_input"": 6, ""epochs"": 15, ""lr"": 0.01, ""n"": 6, ""num_luts_l1"": 1000, ""num_luts_l2"": 500, ""scheduler_gamma"": 0.1, ""scheduler_step"": 8, ""tau"": 3.3333333333333335}",3
DWN,Wine,1-10KB,0.9537037037037037,"{""batch_size"": 32, ""bits_per_input"": 2, ""epochs"": 10, ""lr"": 0.01, ""n"": 4, ""num_luts_l1"": 200, ""num_luts_l2"": 100, ""scheduler_gamma"": 0.1, ""scheduler_step"": 8, ""tau"": 3.3333333333333335}",6
DWN,Wine,10-100KB,0.9722222222222222,"{""batch_size"": 32, ""bits_per_input"": 6, ""epochs"": 20, ""lr"": 0.01, ""n"": 6, ""num_luts_l1"": 2000, ""num_luts_l2"": 1000, ""scheduler_gamma"": 0.1, ""scheduler_step"": 8, ""tau"": 3.3333333333333335}",6
DWN,Yeast,1-10KB,0.494949494949495,"{""batch_size"": 32, ""bits_per_input"": 2, ""epochs"": 10, ""lr"": 0.01, ""n"": 4, ""num_luts_l1"": 200, ""num_luts_l2"": 100, ""scheduler_gamma"": 0.1, ""scheduler_step"": 8, ""tau"": 3.3333333333333335}",3
DWN,Yeast,10-100KB,0.5757575757575757,"{""batch_size"": 32, ""bits_per_input"": 6, ""epochs"": 15, ""lr"": 0.01, ""n"": 6, ""num_luts_l1"": 1000, ""num_luts_l2"": 500, ""scheduler_gamma"": 0.1, ""scheduler_step"": 8, ""tau"": 3.3333333333333335}",3
DWN,australian,1-10KB,0.8429951690821257,"{""batch_size"": 32, ""bits_per_input"": 2, ""epochs"": 10, ""lr"": 0.01, ""n"": 4, ""num_luts_l1"": 200, ""num_luts_l2"": 100, ""scheduler_gamma"": 0.1, ""scheduler_step"": 8, ""tau"": 3.3333333333333335}",3
DWN,australian,10-100KB,0.852657004830918,"{""batch_size"": 32, ""bits_per_input"": 2, ""epochs"": 10, ""lr"": 0.01, ""n"": 6, ""num_luts_l1"": 500, ""num_luts_l2"": 250, ""scheduler_gamma"": 0.1, ""scheduler_step"": 8, ""tau"": 3.3333333333333335}",3
DWN,australian,>1MB,0.8623333333333333,"{""batch_size"": 32, ""bits_per_input"": 200, ""layer_sizes"": [12000, 12000, 12000], ""lr_schedule"": [[0.01, 30], [0.001, 30], [0.0001, 15]], ""n"": 6, ""tau"": 33.333333333333336}",6
DWN,blood-transfusion,1-10KB,0.7533333333333333,"{""batch_size"": 32, ""bits_per_input"": 2, ""epochs"": 10, ""lr"": 0.01, ""n"": 4, ""num_luts_l1"": 200, ""num_luts_l2"": 100, ""scheduler_gamma"": 0.1, ""scheduler_step"": 8, ""tau"": 3.3333333333333335}",3
DWN,blood-transfusion,10-100KB,0.7711111111111112,"{""batch_size"": 32, ""bits_per_input"": 2, ""epochs"": 10, ""lr"": 0.01, ""n"": 6, ""num_luts_l1"": 500, ""num_luts_l2"": 250, ""scheduler_gamma"": 0.1, ""scheduler_step"": 8, ""tau"": 3.3333333333333335}",3
DWN,christine,1-10KB,0.6961869618696186,"{""batch_size"": 32, ""bits_per_input"": 2, ""epochs"": 10, ""lr"": 0.01, ""n"": 4, ""num_luts_l1"": 200, ""num_luts_l2"": 100, ""scheduler_gamma"": 0.1, ""scheduler_step"": 8, ""tau"": 3.3333333333333335}",3
DWN,christine,10-100KB,0.6841943419434194,"{""batch_size"": 32, ""bits_per_input"": 6, ""epochs"": 20, ""lr"": 0.01, ""n"": 6, ""num_luts_l1"": 2000, ""num_luts_l2"": 1000, ""scheduler_gamma"": 0.1, ""scheduler_step"": 8, ""tau"": 3.3333333333333335}",3
DWN,higgs-small,1-10KB,0.6386537480877102,"{""batch_size"": 64, ""bits_per_input"": 2, ""epochs"": 50, ""lr"": 0.01, ""n"": 4, ""num_luts_l1"": 200, ""num_luts_l2"": 100, ""scheduler_gamma"": 0.1, ""scheduler_step"": 8, ""tau"": 3.3333333333333335}",3
DWN,higgs-small,10-100KB,0.6379398266190719,"{""batch_size"": 32, ""bits_per_input"": 6, ""epochs"": 20, ""lr"": 0.01, ""n"": 6, ""num_luts_l1"": 2000, ""num_luts_l2"": 1000, ""scheduler_gamma"": 0.1, ""scheduler_step"": 8, ""tau"": 3.3333333333333335}",3
DWN,jasmine,1-10KB,0.7733109994416528,"{""batch_size"": 32, ""bits_per_input"": 2, ""epochs"": 10, ""lr"": 0.01, ""n"": 4, ""num_luts_l1"": 200, ""num_luts_l2"": 100, ""scheduler_gamma"": 0.1, ""scheduler_step"": 8, ""tau"": 3.3333333333333335}",3
DWN,jasmine,10-100KB,0.7733109994416528,"{""batch_size"": 32, ""bits_per_input"": 3, ""epochs"": 15, ""lr"": 0.01, ""n"": 6, ""num_luts_l1"": 1000, ""num_luts_l2"": 500, ""scheduler_gamma"": 0.1, ""scheduler_step"": 8, ""tau"": 3.3333333333333335}",3
DWN,miniboone,1-10KB,0.9177718832891246,"{""batch_size"": 32, ""bits_per_input"": 2, ""epochs"": 10, ""lr"": 0.01, ""n"": 4, ""num_luts_l1"": 200, ""num_luts_l2"": 100, ""scheduler_gamma"": 0.1, ""scheduler_step"": 8, ""tau"": 3.3333333333333335}",3
DWN,miniboone,10-100KB,0.9223337049424005,"{""batch_size"": 32, ""bits_per_input"": 6, ""epochs"": 20, ""lr"": 0.01, ""n"": 6, ""num_luts_l1"": 2000, ""num_luts_l2"": 1000, ""scheduler_gamma"": 0.1, ""scheduler_step"": 8, ""tau"": 3.3333333333333335}",3
DWN,nomao,1-10KB,0.9472895207698632,"{""batch_size"": 32, ""bits_per_input"": 2, ""epochs"": 10, ""lr"": 0.01, ""n"": 4, ""num_luts_l1"": 200, ""num_luts_l2"": 100, ""scheduler_gamma"": 0.1, ""scheduler_step"": 8, ""tau"": 3.3333333333333335}",3
DWN,nomao,10-100KB,0.9578316166158904,"{""batch_size"": 32, ""bits_per_input"": 6, ""epochs"": 20, ""lr"": 0.01, ""n"": 6, ""num_luts_l1"": 2000, ""num_luts_l2"": 1000, ""scheduler_gamma"": 0.1, ""scheduler_step"": 8, ""tau"": 3.3333333333333335}",3
DWN,phoneme,1-10KB,0.8023435090965156,"{""batch_size"": 32, ""bits_per_input"": 2, ""epochs"": 10, ""lr"": 0.01, ""n"": 4, ""num_luts_l1"": 200, ""num_luts_l2"": 100, ""scheduler_gamma"": 0.1, ""scheduler_step"": 8, ""tau"": 3.3333333333333335}",3
DWN,phoneme,10-100KB,0.8516805427073697,"{""batch_size"": 64, ""bits_per_input"": 6, ""epochs"": 50, ""lr"": 0.01, ""n"": 6, ""num_luts_l1"": 2000, ""num_luts_l2"": 1000, ""scheduler_gamma"": 0.1, ""scheduler_step"": 8, ""tau"": 3.3333333333333335}",3
DWN,phoneme,>1MB,0.9010027443724945,"{""batch_size"": 32, ""bits_per_input"": 200, ""layer_sizes"": [21000, 21000, 21000], ""lr_schedule"": [[0.01, 30], [0.001, 30], [0.0001, 15]], ""n"": 6, ""tau"": 33.333333333333336}",6
DWN,skin-segmentation,1-10KB,0.936682173073261,"{""batch_size"": 32, ""bits_per_input"": 2, ""epochs"": 10, ""lr"": 0.01, ""n"": 4, ""num_luts_l1"": 200, ""num_luts_l2"": 100, ""scheduler_gamma"": 0.1, ""scheduler_step"": 8, ""tau"": 3.3333333333333335}",3
DWN,skin-segmentation,10-100KB,0.9857517886776028,"{""batch_size"": 32, ""bits_per_input"": 6, ""epochs"": 20, ""lr"": 0.01, ""n"": 6, ""num_luts_l1"": 2000, ""num_luts_l2"": 1000, ""scheduler_gamma"": 0.1, ""scheduler_step"": 8, ""tau"": 3.3333333333333335}",3
DWN,sylvine,1-10KB,0.8878048780487805,"{""batch_size"": 32, ""bits_per_input"": 2, ""epochs"": 10, ""lr"": 0.01, ""n"": 4, ""num_luts_l1"": 200, ""num_luts_l2"": 100, ""scheduler_gamma"": 0.1, ""scheduler_step"": 8, ""tau"": 3.3333333333333335}",3
DWN,sylvine,10-100KB,0.9300813008130081,"{""batch_size"": 32, ""bits_per_input"": 6, ""epochs"": 15, ""lr"": 0.01, ""n"": 6, ""num_luts_l1"": 1000, ""num_luts_l2"": 500, ""scheduler_gamma"": 0.1, ""scheduler_step"": 8, ""tau"": 3.3333333333333335}",3
F4RM-WiSARD-cuckoo,Balance Scale,<1KB,0.8688,"{""a"": 8, ""bleach"": 4, ""t"": 16}",5
F4RM-WiSARD-cuckoo,Balance Scale,1-10KB,0.9024000000000001,"{""a"": 8, ""bleach"": 4, ""t"": 128}",5
F4RM-WiSARD-cuckoo,Balance Scale,10-100KB,0.8992000000000001,"{""a"": 12, ""bleach"": 4, ""t"": 256}",5
F4RM-WiSARD-cuckoo,Banknote,<1KB,0.9992727272727272,"{""a"": 12, ""bleach"": 1, ""t"": 32}",5
F4RM-WiSARD-cuckoo,Banknote,1-10KB,1.0,"{""a"": 16, ""bleach"": 1, ""t"": 128}",5
F4RM-WiSARD-cuckoo,Banknote,10-100KB,1.0,"{""a"": 48, ""bleach"": 1, ""t"": 256}",5
F4RM-WiSARD-cuckoo,Breast Cancer,<1KB,0.9456140350877194,"{""a"": 4, ""bleach"": 2, ""t"": 4}",5
F4RM-WiSARD-cuckoo,Breast Cancer,1-10KB,0.9614035087719298,"{""a"": 8, ""bleach"": 1, ""t"": 32}",5
F4RM-WiSARD-cuckoo,Breast Cancer,10-100KB,0.9631578947368421,"{""a"": 4, ""bleach"": 1, ""t"": 128}",5
F4RM-WiSARD-cuckoo,Breast Cancer,100KB-1MB,0.9578947368421054,"{""a"": 16, ""bleach"": 1, ""t"": 256}",5
F4RM-WiSARD-cuckoo,EEG Eye State,<1KB,0.5791722296395193,"{""a"": 4, ""bleach"": 4, ""t"": 8}",5
F4RM-WiSARD-cuckoo,EEG Eye State,1-10KB,0.7558077436582109,"{""a"": 12, ""bleach"": 4, ""t"": 8}",5
F4RM-WiSARD-cuckoo,EEG Eye State,10-100KB,0.8889853137516688,"{""a"": 28, ""bleach"": 1, ""t"": 32}",5
F4RM-WiSARD-cuckoo,EEG Eye State,100KB-1MB,0.9427236315086782,"{""a"": 32, ""bleach"": 1, ""t"": 256}",5
F4RM-WiSARD-cuckoo,Ecoli,<1KB,0.8647058823529411,"{""a"": 12, ""bleach"": 2, ""t"": 16}",5
F4RM-WiSARD-cuckoo,Ecoli,1-10KB,0.8676470588235293,"{""a"": 12, ""bleach"": 1, ""t"": 32}",5
F4RM-WiSARD-cuckoo,Ecoli,10-100KB,0.8705882352941176,"{""a"": 12, ""bleach"": 1, ""t"": 256}",5
F4RM-WiSARD-cuckoo,Glass,<1KB,0.7162790697674419,"{""a"": 4, ""bleach"": 1, ""t"": 8}",5
F4RM-WiSARD-cuckoo,Glass,1-10KB,0.7534883720930232,"{""a"": 24, ""bleach"": 1, ""t"": 128}",5
F4RM-WiSARD-cuckoo,Glass,10-100KB,0.7534883720930232,"{""a"": 20, ""bleach"": 1, ""t"": 256}",5
F4RM-WiSARD-cuckoo,Haberman,<1KB,0.7483870967741936,"{""a"": 24, ""bleach"": 4, ""t"": 16}",5
F4RM-WiSARD-cuckoo,Haberman,1-10KB,0.7483870967741936,"{""a"": 24, ""bleach"": 4, ""t"": 64}",5
F4RM-WiSARD-cuckoo,Ionosphere,<1KB,0.8929577464788732,"{""a"": 12, ""bleach"": 2, ""t"": 2}",5
F4RM-WiSARD-cuckoo,Ionosphere,1-10KB,0.9380281690140844,"{""a"": 28, ""bleach"": 2, ""t"": 16}",5
F4RM-WiSARD-cuckoo,Ionosphere,10-100KB,0.9492957746478872,"{""a"": 8, ""bleach"": 1, ""t"": 256}",5
F4RM-WiSARD-cuckoo,Iris,<1KB,0.96,"{""a"": 16, ""bleach"": 1, ""t"": 64}",5
F4RM-WiSARD-cuckoo,Iris,1-10KB,0.9666666666666668,"{""a"": 12, ""bleach"": 1, ""t"": 128}",5
F4RM-WiSARD-cuckoo,Letter Recognition,1-10KB,0.69985,"{""a"": 8, ""bleach"": 4, ""t"": 4}",5
F4RM-WiSARD-cuckoo,Letter Recognition,10-100KB,0.9253500000000001,"{""a"": 12, ""bleach"": 1, ""t"": 32}",5
F4RM-WiSARD-cuckoo,Letter Recognition,100KB-1MB,0.95335,"{""a"": 20, ""bleach"": 1, ""t"": 256}",5
F4RM-WiSARD-cuckoo,Magic Gamma,<1KB,0.6902208201892744,"{""a"": 8, ""bleach"": 4, ""t"": 2}",5
F4RM-WiSARD-cuckoo,Magic Gamma,1-10KB,0.8195057833859096,"{""a"": 12, ""bleach"": 4, ""t"": 16}",5
F4RM-WiSARD-cuckoo,Magic Gamma,10-100KB,0.8574132492113564,"{""a"": 12, ""bleach"": 4, ""t"": 128}",5
F4RM-WiSARD-cuckoo,Magic Gamma,100KB-1MB,0.8691903259726603,"{""a"": 28, ""bleach"": 1, ""t"": 256}",5
F4RM-WiSARD-cuckoo,Pendigits,<1KB,0.6746703046839473,"{""a"": 4, ""bleach"": 4, ""t"": 2}",5
F4RM-WiSARD-cuckoo,Pendigits,1-10KB,0.9778990450204639,"{""a"": 16, ""bleach"": 1, ""t"": 8}",5
F4RM-WiSARD-cuckoo,Pendigits,10-100KB,0.9889040472942247,"{""a"": 20, ""bleach"": 1, ""t"": 64}",5
F4RM-WiSARD-cuckoo,Pendigits,100KB-1MB,0.9899045020463847,"{""a"": 20, ""bleach"": 1, ""t"": 256}",5
F4RM-WiSARD-cuckoo,Pima Diabetes,<1KB,0.7142857142857142,"{""a"": 4, ""bleach"": 4, ""t"": 8}",5
F4RM-WiSARD-cuckoo,Pima Diabetes,1-10KB,0.7675324675324675,"{""a"": 8, ""bleach"": 3, ""t"": 64}",5
F4RM-WiSARD-cuckoo,Pima Diabetes,10-100KB,0.7636363636363637,"{""a"": 8, ""bleach"": 1, ""t"": 256}",5
F4RM-WiSARD-cuckoo,SatImage,<1KB,0.3097978227060653,"{""a"": 2, ""bleach"": 4, ""t"": 2}",5
