system,dataset,mem_band,best_acc_in_band,hp_id_at_best,n_seeds
F4RM-WiSARD-cuckoo,SatImage,1-10KB,0.865940902021773,"{""a"": 20, ""bleach"": 2, ""t"": 4}",5
F4RM-WiSARD-cuckoo,SatImage,10-100KB,0.906687402799378,"{""a"": 24, ""bleach"": 1, ""t"": 32}",5
F4RM-WiSARD-cuckoo,SatImage,100KB-1MB,0.9122861586314153,"{""a"": 32, ""bleach"": 1, ""t"": 256}",5
F4RM-WiSARD-cuckoo,Seeds,<1KB,0.9285714285714285,"{""a"": 24, ""bleach"": 1, ""t"": 16}",5
F4RM-WiSARD-cuckoo,Seeds,1-10KB,0.9380952380952381,"{""a"": 24, ""bleach"": 2, ""t"": 64}",5
F4RM-WiSARD-cuckoo,Segment,<1KB,0.8419913419913421,"{""a"": 4, ""bleach"": 4, ""t"": 4}",5
F4RM-WiSARD-cuckoo,Segment,1-10KB,0.9597402597402598,"{""a"": 20, ""bleach"": 1, ""t"": 16}",5
F4RM-WiSARD-cuckoo,Segment,10-100KB,0.9662337662337663,"{""a"": 12, ""bleach"": 1, ""t"": 64}",5
F4RM-WiSARD-cuckoo,Segment,100KB-1MB,0.9662337662337663,"{""a"": 28, ""bleach"": 1, ""t"": 256}",5
F4RM-WiSARD-cuckoo,Steel Plates,<1KB,0.699228791773779,"{""a"": 4, ""bleach"": 4, ""t"": 4}",5
F4RM-WiSARD-cuckoo,Steel Plates,1-10KB,0.9609254498714653,"{""a"": 20, ""bleach"": 1, ""t"": 8}",5
F4RM-WiSARD-cuckoo,Steel Plates,10-100KB,0.9897172236503856,"{""a"": 28, ""bleach"": 1, ""t"": 64}",5
F4RM-WiSARD-cuckoo,Steel Plates,100KB-1MB,0.9922879177377892,"{""a"": 32, ""bleach"": 1, ""t"": 256}",5
F4RM-WiSARD-cuckoo,Vehicle,<1KB,0.6,"{""a"": 4, ""bleach"": 4, ""t"": 4}",5
F4RM-WiSARD-cuckoo,Vehicle,1-10KB,0.7494117647058823,"{""a"": 8, ""bleach"": 1, ""t"": 32}",5
F4RM-WiSARD-cuckoo,Vehicle,10-100KB,0.7482352941176471,"{""a"": 8, ""bleach"": 1, ""t"": 256}",5
F4RM-WiSARD-cuckoo,Waveform,<1KB,0.49720000000000003,"{""a"": 4, ""bleach"": 4, ""t"": 2}",5
F4RM-WiSARD-cuckoo,Waveform,1-10KB,0.7794000000000001,"{""a"": 8, ""bleach"": 4, ""t"": 4}",5
F4RM-WiSARD-cuckoo,Waveform,10-100KB,0.8321999999999999,"{""a"": 8, ""bleach"": 4, ""t"": 32}",5
F4RM-WiSARD-cuckoo,Waveform,100KB-1MB,0.8486,"{""a"": 12, ""bleach"": 2, ""t"": 256}",5
F4RM-WiSARD-cuckoo,Waveform,>1MB,0.841,"{""a"": 16, ""bleach"": 1, ""t"": 256}",5
F4RM-WiSARD-cuckoo,Wine,<1KB,0.9888888888888889,"{""a"": 4, ""bleach"": 2, ""t"": 8}",5
F4RM-WiSARD-cuckoo,Wine,1-10KB,0.9888888888888889,"{""a"": 2, ""bleach"": 3, ""t"": 128}",5
F4RM-WiSARD-cuckoo,Wine,10-100KB,0.9833333333333334,"{""a"": 8, ""bleach"": 2, ""t"": 256}",5
F4RM-WiSARD-cuckoo,Yeast,<1KB,0.46464646464646464,"{""a"": 8, ""bleach"": 4, ""t"": 4}",5
F4RM-WiSARD-cuckoo,Yeast,1-10KB,0.5885521885521886,"{""a"": 12, ""bleach"": 3, ""t"": 32}",5
F4RM-WiSARD-cuckoo,Yeast,10-100KB,0.6107744107744107,"{""a"": 20, ""bleach"": 1, ""t"": 256}",5
F4RM-WiSARD-dense,Balance Scale,<1KB,0.7487999999999999,"{""a"": 8, ""bleach"": 2, ""t"": 2}",5
F4RM-WiSARD-dense,Balance Scale,1-10KB,0.8880000000000001,"{""a"": 4, ""bleach"": 4, ""t"": 64}",5
F4RM-WiSARD-dense,Balance Scale,10-100KB,0.9024000000000001,"{""a"": 8, ""bleach"": 4, ""t"": 128}",5
F4RM-WiSARD-dense,Banknote,<1KB,0.976,"{""a"": 16, ""bleach"": 1, ""t"": 4}",5
F4RM-WiSARD-dense,Banknote,1-10KB,1.0,"{""a"": 20, ""bleach"": 1, ""t"": 32}",5
F4RM-WiSARD-dense,Banknote,10-100KB,1.0,"{""a"": 16, ""bleach"": 1, ""t"": 128}",5
F4RM-WiSARD-dense,Breast Cancer,1-10KB,0.9578947368421054,"{""a"": 8, ""bleach"": 1, ""t"": 4}",5
F4RM-WiSARD-dense,Breast Cancer,10-100KB,0.9631578947368421,"{""a"": 4, ""bleach"": 1, ""t"": 128}",5
F4RM-WiSARD-dense,Breast Cancer,100KB-1MB,0.9614035087719298,"{""a"": 24, ""bleach"": 1, ""t"": 128}",5
F4RM-WiSARD-dense,EEG Eye State,<1KB,0.5510680907877169,"{""a"": 2, ""bleach"": 1, ""t"": 2}",5
F4RM-WiSARD-dense,EEG Eye State,1-10KB,0.6354472630173564,"{""a"": 8, ""bleach"": 4, ""t"": 4}",5
F4RM-WiSARD-dense,EEG Eye State,10-100KB,0.789652870493992,"{""a"": 12, ""bleach"": 4, ""t"": 16}",5
F4RM-WiSARD-dense,EEG Eye State,100KB-1MB,0.9225634178905207,"{""a"": 32, ""bleach"": 1, ""t"": 64}",5
F4RM-WiSARD-dense,EEG Eye State,>1MB,0.9427236315086782,"{""a"": 32, ""bleach"": 1, ""t"": 256}",5
F4RM-WiSARD-dense,Ecoli,<1KB,0.7941176470588236,"{""a"": 4, ""bleach"": 4, ""t"": 4}",5
F4RM-WiSARD-dense,Ecoli,1-10KB,0.8676470588235293,"{""a"": 12, ""bleach"": 1, ""t"": 32}",5
F4RM-WiSARD-dense,Ecoli,10-100KB,0.8705882352941176,"{""a"": 12, ""bleach"": 1, ""t"": 256}",5
F4RM-WiSARD-dense,Glass,<1KB,0.6,"{""a"": 4, ""bleach"": 2, ""t"": 2}",5
F4RM-WiSARD-dense,Glass,1-10KB,0.7395348837209302,"{""a"": 8, ""bleach"": 1, ""t"": 16}",5
F4RM-WiSARD-dense,Glass,10-100KB,0.7534883720930232,"{""a"": 20, ""bleach"": 1, ""t"": 256}",5
F4RM-WiSARD-dense,Haberman,<1KB,0.7451612903225806,"{""a"": 4, ""bleach"": 3, ""t"": 4}",5
F4RM-WiSARD-dense,Haberman,1-10KB,0.7483870967741936,"{""a"": 24, ""bleach"": 4, ""t"": 16}",5
F4RM-WiSARD-dense,Haberman,10-100KB,0.7387096774193548,"{""a"": 28, ""bleach"": 4, ""t"": 128}",5
F4RM-WiSARD-dense,Ionosphere,1-10KB,0.9211267605633802,"{""a"": 16, ""bleach"": 3, ""t"": 4}",5
F4RM-WiSARD-dense,Ionosphere,10-100KB,0.9464788732394366,"{""a"": 28, ""bleach"": 3, ""t"": 64}",5
F4RM-WiSARD-dense,Ionosphere,100KB-1MB,0.9492957746478872,"{""a"": 8, ""bleach"": 1, ""t"": 256}",5
F4RM-WiSARD-dense,Iris,<1KB,0.9466666666666667,"{""a"": 8, ""bleach"": 4, ""t"": 8}",5
F4RM-WiSARD-dense,Iris,1-10KB,0.9666666666666668,"{""a"": 12, ""bleach"": 1, ""t"": 128}",5
F4RM-WiSARD-dense,Iris,10-100KB,0.96,"{""a"": 20, ""bleach"": 4, ""t"": 256}",5
F4RM-WiSARD-dense,Letter Recognition,1-10KB,0.09419999999999999,"{""a"": 2, ""bleach"": 4, ""t"": 2}",5
F4RM-WiSARD-dense,Letter Recognition,10-100KB,0.8082,"{""a"": 16, ""bleach"": 1, ""t"": 4}",5
F4RM-WiSARD-dense,Letter Recognition,100KB-1MB,0.9402000000000001,"{""a"": 12, ""bleach"": 1, ""t"": 64}",5
F4RM-WiSARD-dense,Letter Recognition,>1MB,0.95335,"{""a"": 20, ""bleach"": 1, ""t"": 256}",5
F4RM-WiSARD-dense,Magic Gamma,<1KB,0.6502103049421661,"{""a"": 4, ""bleach"": 4, ""t"": 2}",5
F4RM-WiSARD-dense,Magic Gamma,1-10KB,0.7473711882229233,"{""a"": 8, ""bleach"": 4, ""t"": 4}",5
F4RM-WiSARD-dense,Magic Gamma,10-100KB,0.8382229232386962,"{""a"": 12, ""bleach"": 4, ""t"": 32}",5
F4RM-WiSARD-dense,Magic Gamma,100KB-1MB,0.8635120925341745,"{""a"": 24, ""bleach"": 1, ""t"": 128}",5
F4RM-WiSARD-dense,Magic Gamma,>1MB,0.8691903259726603,"{""a"": 28, ""bleach"": 1, ""t"": 256}",5
F4RM-WiSARD-dense,Pendigits,1-10KB,0.862119145065939,"{""a"": 8, ""bleach"": 4, ""t"": 2}",5
F4RM-WiSARD-dense,Pendigits,10-100KB,0.9846293769895407,"{""a"": 16, ""bleach"": 1, ""t"": 16}",5
F4RM-WiSARD-dense,Pendigits,100KB-1MB,0.9896316507503411,"{""a"": 24, ""bleach"": 1, ""t"": 128}",5
F4RM-WiSARD-dense,Pendigits,>1MB,0.9899045020463847,"{""a"": 20, ""bleach"": 1, ""t"": 256}",5
F4RM-WiSARD-dense,Pima Diabetes,<1KB,0.6545454545454545,"{""a"": 4, ""bleach"": 3, ""t"": 2}",5
F4RM-WiSARD-dense,Pima Diabetes,1-10KB,0.7402597402597403,"{""a"": 4, ""bleach"": 3, ""t"": 32}",5
F4RM-WiSARD-dense,Pima Diabetes,10-100KB,0.7675324675324675,"{""a"": 8, ""bleach"": 3, ""t"": 64}",5
F4RM-WiSARD-dense,Pima Diabetes,100KB-1MB,0.7636363636363637,"{""a"": 8, ""bleach"": 1, ""t"": 256}",5
F4RM-WiSARD-dense,SatImage,1-10KB,0.5631415241057542,"{""a"": 2, ""bleach"": 4, ""t"": 4}",5
F4RM-WiSARD-dense,SatImage,10-100KB,0.8825816485225506,"{""a"": 12, ""bleach"": 2, ""t"": 16}",5
F4RM-WiSARD-dense,SatImage,100KB-1MB,0.9077760497667186,"{""a"": 20, ""bleach"": 1, ""t"": 128}",5
F4RM-WiSARD-dense,SatImage,>1MB,0.9122861586314153,"{""a"": 32, ""bleach"": 1, ""t"": 256}",5
F4RM-WiSARD-dense,Seeds,<1KB,0.880952380952381,"{""a"": 8, ""bleach"": 2, ""t"": 4}",5
F4RM-WiSARD-dense,Seeds,1-10KB,0.9285714285714285,"{""a"": 24, ""bleach"": 1, ""t"": 16}",5
F4RM-WiSARD-dense,Seeds,10-100KB,0.9380952380952381,"{""a"": 24, ""bleach"": 2, ""t"": 64}",5
F4RM-WiSARD-dense,Segment,1-10KB,0.9021645021645022,"{""a"": 12, ""bleach"": 2, ""t"": 4}",5
F4RM-WiSARD-dense,Segment,10-100KB,0.9645021645021645,"{""a"": 12, ""bleach"": 1, ""t"": 32}",5
F4RM-WiSARD-dense,Segment,100KB-1MB,0.9662337662337663,"{""a"": 12, ""bleach"": 1, ""t"": 64}",5
F4RM-WiSARD-dense,Steel Plates,1-10KB,0.8575835475578406,"{""a"": 12, ""bleach"": 2, ""t"": 2}",5
F4RM-WiSARD-dense,Steel Plates,10-100KB,0.9758354755784062,"{""a"": 20, ""bleach"": 1, ""t"": 16}",5
F4RM-WiSARD-dense,Steel Plates,100KB-1MB,0.9912596401028277,"{""a"": 28, ""bleach"": 1, ""t"": 128}",5
F4RM-WiSARD-dense,Steel Plates,>1MB,0.9922879177377892,"{""a"": 32, ""bleach"": 1, ""t"": 256}",5
F4RM-WiSARD-dense,Vehicle,1-10KB,0.668235294117647,"{""a"": 12, ""bleach"": 2, ""t"": 4}",5
F4RM-WiSARD-dense,Vehicle,10-100KB,0.7494117647058823,"{""a"": 8, ""bleach"": 1, ""t"": 32}",5
F4RM-WiSARD-dense,Vehicle,100KB-1MB,0.7482352941176471,"{""a"": 8, ""bleach"": 1, ""t"": 256}",5
F4RM-WiSARD-dense,Waveform,1-10KB,0.5962,"{""a"": 4, ""bleach"": 4, ""t"": 4}",5
F4RM-WiSARD-dense,Waveform,10-100KB,0.7929999999999999,"{""a"": 8, ""bleach"": 4, ""t"": 8}",5
F4RM-WiSARD-dense,Waveform,100KB-1MB,0.842,"{""a"": 8, ""bleach"": 3, ""t"": 128}",5
F4RM-WiSARD-dense,Waveform,>1MB,0.8486,"{""a"": 12, ""bleach"": 2, ""t"": 256}",5
F4RM-WiSARD-dense,Wine,<1KB,0.9277777777777777,"{""a"": 4, ""bleach"": 2, ""t"": 2}",5
F4RM-WiSARD-dense,Wine,1-10KB,0.9888888888888889,"{""a"": 4, ""bleach"": 2, ""t"": 8}",5
F4RM-WiSARD-dense,Wine,10-100KB,0.9888888888888889,"{""a"": 2, ""bleach"": 3, ""t"": 128}",5
F4RM-WiSARD-dense,Wine,100KB-1MB,0.9833333333333334,"{""a"": 8, ""bleach"": 2, ""t"": 256}",5
F4RM-WiSARD-dense,Yeast,1-10KB,0.5265993265993266,"{""a"": 8, ""bleach"": 4, ""t"": 8}",5
F4RM-WiSARD-dense,Yeast,10-100KB,0.591919191919192,"{""a"": 12, ""bleach"": 2, ""t"": 64}",5
F4RM-WiSARD-dense,Yeast,100KB-1MB,0.6107744107744107,"{""a"": 20, ""bleach"": 1, ""t"": 256}",5
F4RMS,Balance Scale,1-10KB,0.8656,"{""K"": 5, ""a"": 8, ""bleach"": 2, ""t"": 8}",5
F4RMS,Balance Scale,10-100KB,0.9008,"{""K"": 5, ""a"": 8, ""bleach"": 2, ""t"": 64}",5
F4RMS,Balance Scale,100KB-1MB,0.9072000000000001,"{""K"": 50, ""a"": 4, ""bleach"": 2, ""t"": 64}",5
F4RMS,Balance Scale,>1MB,0.9008,"{""K"": 100, ""a"": 8, ""bleach"": 2, ""t"": 64}",5
F4RMS,Banknote,1-10KB,0.9992727272727272,"{""K"": 5, ""a"": 8, ""bleach"": 1, ""t"": 16}",5
F4RMS,Banknote,10-100KB,1.0,"{""K"": 10, ""a"": 32, ""bleach"": 1, ""t"": 32}",5
F4RMS,Banknote,100KB-1MB,1.0,"{""K"": 10, ""a"": 32, ""bleach"": 1, ""t"": 64}",5
F4RMS,Banknote,>1MB,0.9985454545454544,"{""K"": 100, ""a"": 16, ""bleach"": 1, ""t"": 64}",5
F4RMS,Breast Cancer,10-100KB,0.9596491228070174,"{""K"": 25, ""a"": 4, ""bleach"": 1, ""t"": 4}",5
F4RMS,Breast Cancer,100KB-1MB,0.9666666666666666,"{""K"": 50, ""a"": 4, ""bleach"": 1, ""t"": 16}",5
F4RMS,Breast Cancer,>1MB,0.9631578947368421,"{""K"": 100, ""a"": 4, ""bleach"": 1, ""t"": 16}",5
F4RMS,EEG Eye State,100KB-1MB,0.7935024477080551,"{""K"": 10, ""a"": 8, ""bleach"": 1, ""t"": 16}",3
F4RMS,EEG Eye State,>1MB,0.9491544281263907,"{""K"": 50, ""a"": 32, ""bleach"": 1, ""t"": 64}",3
F4RMS,Ecoli,1-10KB,0.8411764705882353,"{""K"": 10, ""a"": 4, ""bleach"": 2, ""t"": 4}",5
F4RMS,Ecoli,10-100KB,0.8705882352941176,"{""K"": 5, ""a"": 8, ""bleach"": 1, ""t"": 64}",5
F4RMS,Ecoli,100KB-1MB,0.8764705882352942,"{""K"": 25, ""a"": 8, ""bleach"": 1, ""t"": 64}",5
F4RMS,Ecoli,>1MB,0.8647058823529411,"{""K"": 100, ""a"": 4, ""bleach"": 1, ""t"": 64}",5
F4RMS,Glass,1-10KB,0.7116279069767442,"{""K"": 5, ""a"": 16, ""bleach"": 1, ""t"": 4}",5
F4RMS,Glass,10-100KB,0.7534883720930232,"{""K"": 5, ""a"": 16, ""bleach"": 1, ""t"": 32}",5
F4RMS,Glass,100KB-1MB,0.7674418604651162,"{""K"": 25, ""a"": 32, ""bleach"": 1, ""t"": 64}",5
F4RMS,Glass,>1MB,0.7674418604651163,"{""K"": 100, ""a"": 32, ""bleach"": 1, ""t"": 64}",5
F4RMS,Haberman,1-10KB,0.7419354838709677,"{""K"": 10, ""a"": 4, ""bleach"": 2, ""t"": 4}",5
F4RMS,Haberman,10-100KB,0.735483870967742,"{""K"": 50, ""a"": 4, ""bleach"": 2, ""t"": 4}",5
F4RMS,Haberman,100KB-1MB,0.7096774193548387,"{""K"": 50, ""a"": 4, ""bleach"": 2, ""t"": 64}",5
F4RMS,Ionosphere,10-100KB,0.9436619718309858,"{""K"": 5, ""a"": 8, ""bleach"": 1, ""t"": 8}",5
F4RMS,Ionosphere,100KB-1MB,0.952112676056338,"{""K"": 25, ""a"": 8, ""bleach"": 1, ""t"": 8}",5
F4RMS,Ionosphere,>1MB,0.9492957746478872,"{""K"": 100, ""a"": 8, ""bleach"": 1, ""t"": 16}",5
F4RMS,Iris,1-10KB,0.9733333333333334,"{""K"": 10, ""a"": 4, ""bleach"": 2, ""t"": 8}",5
F4RMS,Iris,10-100KB,0.9800000000000001,"{""K"": 100, ""a"": 4, ""bleach"": 2, ""t"": 8}",5
F4RMS,Iris,100KB-1MB,0.9666666666666668,"{""K"": 100, ""a"": 4, ""bleach"": 2, ""t"": 32}",5
F4RMS,Letter Recognition,>1MB,0.9539166666666666,"{""K"": 50, ""a"": 32, ""bleach"": 1, ""t"": 64}",3
F4RMS,Magic Gamma,100KB-1MB,0.8582194181563266,"{""K"": 10, ""a"": 8, ""bleach"": 1, ""t"": 64}",3
F4RMS,Magic Gamma,>1MB,0.8769716088328076,"{""K"": 50, ""a"": 16, ""bleach"": 1, ""t"": 64}",3
F4RMS,Pendigits,100KB-1MB,0.9883280278914658,"{""K"": 10, ""a"": 16, ""bleach"": 1, ""t"": 16}",3
F4RMS,Pendigits,>1MB,0.989389116264969,"{""K"": 10, ""a"": 32, ""bleach"": 1, ""t"": 64}",3
F4RMS,Pima Diabetes,1-10KB,0.6935064935064934,"{""K"": 5, ""a"": 4, ""bleach"": 2, ""t"": 4}",5
F4RMS,Pima Diabetes,10-100KB,0.7610389610389611,"{""K"": 10, ""a"": 4, ""bleach"": 2, ""t"": 32}",5
F4RMS,Pima Diabetes,100KB-1MB,0.764935064935065,"{""K"": 100, ""a"": 8, ""bleach"": 2, ""t"": 8}",5
F4RMS,Pima Diabetes,>1MB,0.7584415584415585,"{""K"": 100, ""a"": 8, ""bleach"": 2, ""t"": 16}",5
F4RMS,SatImage,100KB-1MB,0.8973561430793158,"{""K"": 10, ""a"": 8, ""bleach"": 1, ""t"": 16}",3
F4RMS,SatImage,>1MB,0.9180922757905651,"{""K"": 10, ""a"": 32, ""bleach"": 1, ""t"": 64}",3
F4RMS,Seeds,1-10KB,0.9238095238095237,"{""K"": 5, ""a"": 16, ""bleach"": 1, ""t"": 8}",5
F4RMS,Seeds,10-100KB,0.9333333333333333,"{""K"": 5, ""a"": 32, ""bleach"": 2, ""t"": 32}",5
F4RMS,Seeds,100KB-1MB,0.9238095238095237,"{""K"": 100, ""a"": 32, ""bleach"": 2, ""t"": 8}",5
F4RMS,Segment,10-100KB,0.9458874458874458,"{""K"": 10, ""a"": 4, ""bleach"": 2, ""t"": 8}",5
F4RMS,Segment,100KB-1MB,0.9632034632034632,"{""K"": 10, ""a"": 4, ""bleach"": 1, ""t"": 64}",5
F4RMS,Segment,>1MB,0.9636363636363636,"{""K"": 25, ""a"": 4, ""bleach"": 1, ""t"": 64}",5
F4RMS,Steel Plates,10-100KB,0.9043701799485862,"{""K"": 10, ""a"": 8, ""bleach"": 2, ""t"": 4}",5
F4RMS,Steel Plates,100KB-1MB,0.9912596401028277,"{""K"": 5, ""a"": 32, ""bleach"": 1, ""t"": 32}",5
F4RMS,Steel Plates,>1MB,0.9948586118251928,"{""K"": 100, ""a"": 32, ""bleach"": 1, ""t"": 32}",5
F4RMS,Vehicle,10-100KB,0.7270588235294118,"{""K"": 5, ""a"": 16, ""bleach"": 2, ""t"": 8}",5
F4RMS,Vehicle,100KB-1MB,0.7517647058823529,"{""K"": 5, ""a"": 4, ""bleach"": 1, ""t"": 64}",5
F4RMS,Vehicle,>1MB,0.7552941176470588,"{""K"": 25, ""a"": 4, ""bleach"": 1, ""t"": 64}",5
F4RMS,Waveform,>1MB,0.8496666666666667,"{""K"": 50, ""a"": 8, ""bleach"": 1, ""t"": 64}",3
F4RMS,Wine,1-10KB,0.9833333333333332,"{""K"": 5, ""a"": 4, ""bleach"": 2, ""t"": 4}",5
F4RMS,Wine,10-100KB,0.9833333333333334,"{""K"": 10, ""a"": 8, ""bleach"": 1, ""t"": 8}",5
F4RMS,Wine,100KB-1MB,0.9833333333333334,"{""K"": 10, ""a"": 8, ""bleach"": 1, ""t"": 64}",5
F4RMS,Wine,>1MB,0.9833333333333334,"{""K"": 100, ""a"": 8, ""bleach"": 1, ""t"": 32}",5
F4RMS,Yeast,10-100KB,0.5952861952861953,"{""K"": 5, ""a"": 16, ""bleach"": 1, ""t"": 16}",5
F4RMS,Yeast,100KB-1MB,0.6148148148148149,"{""K"": 25, ""a"": 8, ""bleach"": 1, ""t"": 32}",5
F4RMS,Yeast,>1MB,0.6161616161616161,"{""K"": 100, ""a"": 16, ""bleach"": 1, ""t"": 64}",5
FT-Transformer,Balance Scale,10-100KB,0.8506666666666667,"{""attention_dropout"": 0.0, ""batch_size"": 256, ""d_token"": 32, ""learning_rate"": 0.0001, ""n_blocks"": 2, ""n_epochs"": 30, ""n_heads"": 4}",3
FT-Transformer,Balance Scale,100KB-1MB,0.9066666666666667,"{""attention_dropout"": 0.0, ""batch_size"": 256, ""d_token"": 64, ""learning_rate"": 0.0001, ""n_blocks"": 2, ""n_epochs"": 30, ""n_heads"": 4}",3
FT-Transformer,Banknote,10-100KB,0.9672727272727273,"{""attention_dropout"": 0.0, ""batch_size"": 256, ""d_token"": 32, ""learning_rate"": 0.0001, ""n_blocks"": 2, ""n_epochs"": 30, ""n_heads"": 4}",3
FT-Transformer,Banknote,100KB-1MB,0.9987878787878787,"{""attention_dropout"": 0.0, ""batch_size"": 256, ""d_token"": 64, ""learning_rate"": 0.0001, ""n_blocks"": 3, ""n_epochs"": 30, ""n_heads"": 4}",3
FT-Transformer,Breast Cancer,10-100KB,0.8391812865497076,"{""attention_dropout"": 0.0, ""batch_size"": 256, ""d_token"": 32, ""learning_rate"": 0.0001, ""n_blocks"": 2, ""n_epochs"": 30, ""n_heads"": 4}",3
FT-Transformer,Breast Cancer,100KB-1MB,0.9415204678362573,"{""attention_dropout"": 0.0, ""batch_size"": 256, ""d_token"": 64, ""learning_rate"": 0.0001, ""n_blocks"": 2, ""n_epochs"": 30, ""n_heads"": 4}",3
FT-Transformer,EEG Eye State,10-100KB,0.5511793502447707,"{""attention_dropout"": 0.0, ""batch_size"": 256, ""d_token"": 32, ""learning_rate"": 0.0001, ""n_blocks"": 2, ""n_epochs"": 30, ""n_heads"": 4}",3
FT-Transformer,EEG Eye State,100KB-1MB,0.5512906097018245,"{""attention_dropout"": 0.0, ""batch_size"": 256, ""d_token"": 64, ""learning_rate"": 0.0001, ""n_blocks"": 3, ""n_epochs"": 30, ""n_heads"": 4}",3
FT-Transformer,Ecoli,10-100KB,0.4264705882352941,"{""attention_dropout"": 0.0, ""batch_size"": 256, ""d_token"": 32, ""learning_rate"": 0.0001, ""n_blocks"": 2, ""n_epochs"": 30, ""n_heads"": 4}",3
FT-Transformer,Ecoli,100KB-1MB,0.573529411764706,"{""attention_dropout"": 0.0, ""batch_size"": 256, ""d_token"": 64, ""learning_rate"": 0.0001, ""n_blocks"": 3, ""n_epochs"": 30, ""n_heads"": 4}",3
FT-Transformer,Glass,10-100KB,0.3488372093023256,"{""attention_dropout"": 0.0, ""batch_size"": 256, ""d_token"": 32, ""learning_rate"": 0.0001, ""n_blocks"": 2, ""n_epochs"": 30, ""n_heads"": 4}",3
FT-Transformer,Glass,100KB-1MB,0.3953488372093023,"{""attention_dropout"": 0.0, ""batch_size"": 256, ""d_token"": 64, ""learning_rate"": 0.0001, ""n_blocks"": 3, ""n_epochs"": 30, ""n_heads"": 4}",3
FT-Transformer,Haberman,10-100KB,0.7419354838709676,"{""attention_dropout"": 0.0, ""batch_size"": 256, ""d_token"": 32, ""learning_rate"": 0.0001, ""n_blocks"": 2, ""n_epochs"": 10, ""n_heads"": 4}",3
FT-Transformer,Haberman,100KB-1MB,0.7473118279569894,"{""attention_dropout"": 0.0, ""batch_size"": 256, ""d_token"": 64, ""learning_rate"": 0.0001, ""n_blocks"": 3, ""n_epochs"": 30, ""n_heads"": 4}",3
FT-Transformer,Ionosphere,10-100KB,0.647887323943662,"{""attention_dropout"": 0.0, ""batch_size"": 256, ""d_token"": 32, ""learning_rate"": 0.0001, ""n_blocks"": 2, ""n_epochs"": 10, ""n_heads"": 4}",3
FT-Transformer,Ionosphere,100KB-1MB,0.7887323943661971,"{""attention_dropout"": 0.0, ""batch_size"": 256, ""d_token"": 64, ""learning_rate"": 0.0001, ""n_blocks"": 3, ""n_epochs"": 30, ""n_heads"": 4}",3
FT-Transformer,Iris,10-100KB,0.7888888888888889,"{""attention_dropout"": 0.0, ""batch_size"": 256, ""d_token"": 32, ""learning_rate"": 0.0001, ""n_blocks"": 2, ""n_epochs"": 30, ""n_heads"": 4}",3
FT-Transformer,Iris,100KB-1MB,0.9,"{""attention_dropout"": 0.0, ""batch_size"": 256, ""d_token"": 64, ""learning_rate"": 0.0001, ""n_blocks"": 2, ""n_epochs"": 30, ""n_heads"": 4}",3
FT-Transformer,Letter Recognition,10-100KB,0.7179166666666666,"{""attention_dropout"": 0.0, ""batch_size"": 256, ""d_token"": 32, ""learning_rate"": 0.0001, ""n_blocks"": 2, ""n_epochs"": 30, ""n_heads"": 4}",3
FT-Transformer,Letter Recognition,100KB-1MB,0.8930833333333332,"{""attention_dropout"": 0.0, ""batch_size"": 256, ""d_token"": 64, ""learning_rate"": 0.0001, ""n_blocks"": 3, ""n_epochs"": 30, ""n_heads"": 4}",3
FT-Transformer,Magic Gamma,10-100KB,0.853925692253768,"{""attention_dropout"": 0.0, ""batch_size"": 256, ""d_token"": 32, ""learning_rate"": 0.0001, ""n_blocks"": 2, ""n_epochs"": 30, ""n_heads"": 4}",3
FT-Transformer,Magic Gamma,100KB-1MB,0.8643533123028391,"{""attention_dropout"": 0.0, ""batch_size"": 256, ""d_token"": 64, ""learning_rate"": 0.0001, ""n_blocks"": 2, ""n_epochs"": 30, ""n_heads"": 4}",3
FT-Transformer,Pendigits,10-100KB,0.9410338032438986,"{""attention_dropout"": 0.0, ""batch_size"": 256, ""d_token"": 32, ""learning_rate"": 0.0001, ""n_blocks"": 2, ""n_epochs"": 30, ""n_heads"": 4}",3
FT-Transformer,Pendigits,100KB-1MB,0.9869637714112476,"{""attention_dropout"": 0.0, ""batch_size"": 256, ""d_token"": 64, ""learning_rate"": 0.0001, ""n_blocks"": 3, ""n_epochs"": 30, ""n_heads"": 4}",3
FT-Transformer,Pima Diabetes,10-100KB,0.6666666666666666,"{""attention_dropout"": 0.0, ""batch_size"": 256, ""d_token"": 32, ""learning_rate"": 0.0001, ""n_blocks"": 2, ""n_epochs"": 30, ""n_heads"": 4}",3
FT-Transformer,Pima Diabetes,100KB-1MB,0.7575757575757577,"{""attention_dropout"": 0.0, ""batch_size"": 256, ""d_token"": 64, ""learning_rate"": 0.0001, ""n_blocks"": 3, ""n_epochs"": 30, ""n_heads"": 4}",3
FT-Transformer,SatImage,10-100KB,0.8499222395023328,"{""attention_dropout"": 0.0, ""batch_size"": 256, ""d_token"": 32, ""learning_rate"": 0.0001, ""n_blocks"": 2, ""n_epochs"": 30, ""n_heads"": 4}",3
FT-Transformer,SatImage,100KB-1MB,0.8709175738724729,"{""attention_dropout"": 0.0, ""batch_size"": 256, ""d_token"": 64, ""learning_rate"": 0.0001, ""n_blocks"": 2, ""n_epochs"": 30, ""n_heads"": 4}",3
