f4rm_system,baseline_system,dataset,classification,f4rm_n_frontier_points,baseline_n_frontier_points,f4rm_acc_min,f4rm_acc_max,f4rm_mem_min,f4rm_mem_max,baseline_acc_min,baseline_acc_max,baseline_mem_min,baseline_mem_max,n_joint_envelope_points,n_joint_envelope_from_f4rm,n_joint_envelope_from_baseline
F4RM-WiSARD-cuckoo,DT,Balance Scale,f4rm_strict_dominates,12,25,0.2304,0.9024000000000001,49.4,4556.2,0.45600000000000007,0.7792,1250.0,3791.4,12,12,0
F4RM-WiSARD-cuckoo,DT,Banknote,f4rm_strict_dominates,17,39,0.5941818181818183,1.0,31.6,1417.4,0.8378181818181819,0.9854545454545454,1398.0,4415.0,17,17,0
F4RM-WiSARD-cuckoo,DT,Breast Cancer,f4rm_strict_dominates,8,26,0.8649122807017544,0.9631578947368421,243.4,18625.8,0.9017543859649123,0.9438596491228071,1559.0,2653.4,8,8,0
F4RM-WiSARD-cuckoo,DT,EEG Eye State,mixed,37,96,0.5510680907877169,0.9427236315086782,117.0,756942.6,0.5510680907877169,0.8411882510013351,1238.0,167339.0,100,33,67
F4RM-WiSARD-cuckoo,DT,Ecoli,f4rm_strict_dominates,10,26,0.7588235294117647,0.8705882352941176,111.6,12086.8,0.7529411764705882,0.8352941176470589,1892.0,3377.8,10,10,0
F4RM-WiSARD-cuckoo,DT,Glass,f4rm_strict_dominates,11,34,0.5813953488372092,0.7534883720930232,175.2,7000.8,0.48372093023255813,0.7162790697674419,1970.0,6684.0,11,11,0
F4RM-WiSARD-cuckoo,DT,Haberman,mixed,6,12,0.7419354838709677,0.7483870967741936,25.0,337.8,0.7419354838709677,0.7612903225806452,1238.0,2717.0,9,6,3
F4RM-WiSARD-cuckoo,DT,Ionosphere,mixed,12,19,0.352112676056338,0.9492957746478872,268.2,73764.6,0.8676056338028169,0.9014084507042254,1528.4,1817.0,21,12,9
F4RM-WiSARD-cuckoo,DT,Iris,f4rm_strict_dominates,7,26,0.8666666666666668,0.9666666666666668,24.6,1631.2,0.9466666666666667,0.9666666666666668,1846.0,2308.4,7,7,0
F4RM-WiSARD-cuckoo,DT,Letter Recognition,f4rm_strict_dominates,24,29,0.09419999999999999,0.95335,1670.8,986055.8,0.4225833333333333,0.8851666666666667,11505.333333333334,996713.3333333334,24,24,0
F4RM-WiSARD-cuckoo,DT,Magic Gamma,mixed,29,15,0.64863301787592,0.8691903259726603,84.0,468652.0,0.6482649842271293,0.8442691903259727,1238.0,63936.8,31,22,9
F4RM-WiSARD-cuckoo,DT,Pendigits,f4rm_strict_dominates,18,118,0.3292405638926785,0.9899045020463847,581.6,316209.8,0.10413824465666213,0.9628922237380628,1334.0,76695.8,18,18,0
F4RM-WiSARD-cuckoo,DT,Pima Diabetes,mixed,13,31,0.6493506493506493,0.7675324675324675,67.0,9384.2,0.6493506493506493,0.7701298701298701,1351.0,2734.8,23,10,13
F4RM-WiSARD-cuckoo,DT,SatImage,mixed,28,77,0.3097978227060653,0.9122861586314153,858.2,571973.2,0.6979782270606532,0.8682737169517886,1942.6,15384.2,70,25,45
F4RM-WiSARD-cuckoo,DT,Seeds,f4rm_strict_dominates,8,25,0.8571428571428571,0.9380952380952381,64.2,2171.8,0.8761904761904763,0.9285714285714285,1605.0,2347.2,8,8,0
F4RM-WiSARD-cuckoo,DT,Segment,mixed,20,59,0.5290043290043289,0.9662337662337663,409.0,23016.6,0.6645021645021645,0.9675324675324675,2440.0,14779.0,26,18,8
F4RM-WiSARD-cuckoo,DT,Steel Plates,mixed,23,63,0.6544987146529563,0.9922879177377892,233.2,283059.2,0.6529562982005142,1.0,1238.0,2201.0,61,7,54
F4RM-WiSARD-cuckoo,DT,Vehicle,f4rm_strict_dominates,14,36,0.4105882352941176,0.7494117647058823,277.4,7898.6,0.25882352941176473,0.7235294117647059,1310.0,7156.8,14,14,0
F4RM-WiSARD-cuckoo,DT,Waveform,mixed,18,71,0.338,0.8486,504.8,964405.2,0.5734,0.7727999999999999,1426.0,17873.4,78,15,63
F4RM-WiSARD-cuckoo,DT,Wine,f4rm_strict_dominates,4,27,0.9166666666666666,0.9888888888888889,135.6,588.2,0.8388888888888889,0.9388888888888889,1846.0,2764.2,4,4,0
F4RM-WiSARD-cuckoo,DT,Yeast,mixed,15,28,0.31851851851851853,0.6107744107744107,244.2,63424.4,0.31313131313131315,0.593939393939394,1414.0,10064.0,20,10,10
F4RM-WiSARD-cuckoo,RF,Balance Scale,f4rm_strict_dominates,12,5,0.2304,0.9024000000000001,49.4,4556.2,0.8272,0.8656,58700.6,303832.4,12,12,0
F4RM-WiSARD-cuckoo,RF,Banknote,f4rm_strict_dominates,17,5,0.5941818181818183,1.0,31.6,1417.4,0.9883636363636363,0.997090909090909,33119.0,41986.0,17,17,0
F4RM-WiSARD-cuckoo,RF,Breast Cancer,f4rm_strict_dominates,8,5,0.8649122807017544,0.9631578947368421,243.4,18625.8,0.9491228070175438,0.9631578947368421,18519.0,309058.8,8,8,0
F4RM-WiSARD-cuckoo,RF,EEG Eye State,f4rm_strict_dominates,37,14,0.5510680907877169,0.9427236315086782,117.0,756942.6,0.8123052959501558,0.933355585224744,191108.66666666666,39077740.333333336,37,37,0
F4RM-WiSARD-cuckoo,RF,Ecoli,mixed,10,13,0.7588235294117647,0.8705882352941176,111.6,12086.8,0.8352941176470589,0.8823529411764707,44010.2,1023460.2,14,10,4
F4RM-WiSARD-cuckoo,RF,Glass,mixed,11,7,0.5813953488372092,0.7534883720930232,175.2,7000.8,0.7488372093023256,0.813953488372093,36196.0,1616555.8,16,11,5
F4RM-WiSARD-cuckoo,RF,Haberman,f4rm_strict_dominates,6,5,0.7419354838709677,0.7483870967741936,25.0,337.8,0.6806451612903226,0.7258064516129032,35016.0,675030.2,6,6,0
F4RM-WiSARD-cuckoo,RF,Ionosphere,f4rm_strict_dominates,12,10,0.352112676056338,0.9492957746478872,268.2,73764.6,0.904225352112676,0.9380281690140844,19548.0,158972.0,12,12,0
F4RM-WiSARD-cuckoo,RF,Iris,f4rm_strict_dominates,7,5,0.8666666666666668,0.9666666666666668,24.6,1631.2,0.9533333333333334,0.9666666666666668,11918.8,17187.2,7,7,0
F4RM-WiSARD-cuckoo,RF,Letter Recognition,mixed,24,13,0.09419999999999999,0.95335,1670.8,986055.8,0.6835,0.9659166666666668,647948.0,229085524.33333334,27,24,3
F4RM-WiSARD-cuckoo,RF,Magic Gamma,mixed,29,11,0.64863301787592,0.8691903259726603,84.0,468652.0,0.8558534875569576,0.8780231335436383,187751.66666666666,43885953.666666664,35,29,6
F4RM-WiSARD-cuckoo,RF,Pendigits,mixed,18,11,0.3292405638926785,0.9899045020463847,581.6,316209.8,0.9520994391390025,0.9912081249052599,289934.0,10343847.0,20,18,2
F4RM-WiSARD-cuckoo,RF,Pima Diabetes,mixed,13,5,0.6493506493506493,0.7675324675324675,67.0,9384.2,0.7571428571428571,0.7909090909090909,62235.0,1488814.0,17,13,4
F4RM-WiSARD-cuckoo,RF,SatImage,mixed,28,14,0.3097978227060653,0.9122861586314153,858.2,571973.2,0.8884914463452566,0.9161741835147744,207186.6,4558346.2,29,28,1
F4RM-WiSARD-cuckoo,RF,Seeds,f4rm_strict_dominates,8,3,0.8571428571428571,0.9380952380952381,64.2,2171.8,0.8952380952380953,0.9285714285714285,14976.6,95260.4,8,8,0
F4RM-WiSARD-cuckoo,RF,Segment,mixed,20,18,0.5290043290043289,0.9662337662337663,409.0,23016.6,0.9424242424242424,0.9770562770562771,56062.0,2002349.8,31,20,11
F4RM-WiSARD-cuckoo,RF,Steel Plates,mixed,23,2,0.6544987146529563,0.9922879177377892,233.2,283059.2,1.0,1.0,14849.0,14849.0,17,15,2
F4RM-WiSARD-cuckoo,RF,Vehicle,mixed,14,8,0.4105882352941176,0.7494117647058823,277.4,7898.6,0.7211764705882353,0.7505882352941177,77713.4,1064387.6,16,14,2
F4RM-WiSARD-cuckoo,RF,Waveform,mixed,18,6,0.338,0.8486,504.8,964405.2,0.8192,0.8577999999999999,216224.0,8791481.6,21,18,3
F4RM-WiSARD-cuckoo,RF,Wine,f4rm_strict_dominates,4,6,0.9166666666666666,0.9888888888888889,135.6,588.2,0.9333333333333332,0.9777777777777779,13445.6,21625.4,4,4,0
F4RM-WiSARD-cuckoo,RF,Yeast,mixed,15,5,0.31851851851851853,0.6107744107744107,244.2,63424.4,0.6161616161616161,0.6316498316498317,150800.8,1417648.0,20,15,5
F4RM-WiSARD-cuckoo,XGBoost,Balance Scale,mixed,12,3,0.2304,0.9024000000000001,49.4,4556.2,0.8848,0.9040000000000001,490686.6,1713265.8,13,12,1
F4RM-WiSARD-cuckoo,XGBoost,Banknote,f4rm_strict_dominates,17,1,0.5941818181818183,1.0,31.6,1417.4,0.9978181818181818,0.9978181818181818,77586.6,77586.6,17,17,0
F4RM-WiSARD-cuckoo,XGBoost,Breast Cancer,mixed,8,3,0.8649122807017544,0.9631578947368421,243.4,18625.8,0.9631578947368421,0.9701754385964912,66483.0,249884.0,10,8,2
F4RM-WiSARD-cuckoo,XGBoost,EEG Eye State,mixed,37,14,0.5510680907877169,0.9427236315086782,117.0,756942.6,0.8462394303515799,0.9564975522919448,200759.33333333334,6358373.666666667,43,37,6
F4RM-WiSARD-cuckoo,XGBoost,Ecoli,f4rm_strict_dominates,10,4,0.7588235294117647,0.8705882352941176,111.6,12086.8,0.8470588235294118,0.8617647058823529,525955.8,5986579.8,10,10,0
F4RM-WiSARD-cuckoo,XGBoost,Glass,mixed,11,4,0.5813953488372092,0.7534883720930232,175.2,7000.8,0.7581395348837209,0.7906976744186046,404410.6,4641429.8,15,11,4
F4RM-WiSARD-cuckoo,XGBoost,Haberman,f4rm_strict_dominates,6,6,0.7419354838709677,0.7483870967741936,25.0,337.8,0.6741935483870968,0.732258064516129,131495.8,218611.0,6,6,0
F4RM-WiSARD-cuckoo,XGBoost,Ionosphere,f4rm_strict_dominates,12,2,0.352112676056338,0.9492957746478872,268.2,73764.6,0.943661971830986,0.9464788732394366,70085.4,703319.4,12,12,0
F4RM-WiSARD-cuckoo,XGBoost,Iris,f4rm_strict_dominates,7,3,0.8666666666666668,0.9666666666666668,24.6,1631.2,0.9333333333333333,0.9533333333333334,165102.4,228362.8,7,7,0
F4RM-WiSARD-cuckoo,XGBoost,Letter Recognition,mixed,24,12,0.09419999999999999,0.95335,1670.8,986055.8,0.9188333333333333,0.9660833333333333,4588684.666666667,40324397.333333336,32,24,8
F4RM-WiSARD-cuckoo,XGBoost,Magic Gamma,mixed,29,7,0.64863301787592,0.8691903259726603,84.0,468652.0,0.8731160182264284,0.885471433578689,208698.0,2300855.0,32,25,7
F4RM-WiSARD-cuckoo,XGBoost,Pendigits,mixed,18,3,0.3292405638926785,0.9899045020463847,581.6,316209.8,0.9871153554646052,0.9915112930119752,1638448.3333333333,4466160.333333333,19,18,1
F4RM-WiSARD-cuckoo,XGBoost,Pima Diabetes,mixed,13,5,0.6493506493506493,0.7675324675324675,67.0,9384.2,0.7480519480519481,0.7844155844155845,147251.0,184317.8,15,13,2
F4RM-WiSARD-cuckoo,XGBoost,SatImage,mixed,28,9,0.3097978227060653,0.9122861586314153,858.2,571973.2,0.9116122343182996,0.9240539139450492,1069487.0,6008074.0,35,28,7
F4RM-WiSARD-cuckoo,XGBoost,Seeds,mixed,8,2,0.8571428571428571,0.9380952380952381,64.2,2171.8,0.9333333333333332,0.9428571428571428,169751.8,170834.8,9,8,1
F4RM-WiSARD-cuckoo,XGBoost,Segment,mixed,20,3,0.5290043290043289,0.9662337662337663,409.0,23016.6,0.9848484848484848,0.9857142857142858,520191.6,2470151.6,23,20,3
F4RM-WiSARD-cuckoo,XGBoost,Steel Plates,mixed,23,1,0.6544987146529563,0.9922879177377892,233.2,283059.2,1.0,1.0,87123.0,87123.0,21,20,1
F4RM-WiSARD-cuckoo,XGBoost,Vehicle,mixed,14,3,0.4105882352941176,0.7494117647058823,277.4,7898.6,0.7588235294117647,0.7694117647058822,484372.2,1536395.6,17,14,3
F4RM-WiSARD-cuckoo,XGBoost,Waveform,mixed,18,3,0.338,0.8486,504.8,964405.2,0.8513999999999999,0.8577999999999999,577110.6,2074121.8,20,17,3
F4RM-WiSARD-cuckoo,XGBoost,Wine,f4rm_strict_dominates,4,8,0.9166666666666666,0.9888888888888889,135.6,588.2,0.9666666666666666,0.9777777777777779,148644.6,191448.4,4,4,0
F4RM-WiSARD-cuckoo,XGBoost,Yeast,mixed,15,5,0.31851851851851853,0.6107744107744107,244.2,63424.4,0.5885521885521886,0.6195286195286196,1203103.8,6972888.0,18,15,3
F4RM-WiSARD-cuckoo,LightGBM,Balance Scale,mixed,12,4,0.2304,0.9024000000000001,49.4,4556.2,0.9008,0.9040000000000001,304656.2,306372.2,15,12,3
F4RM-WiSARD-cuckoo,LightGBM,Banknote,f4rm_strict_dominates,17,9,0.5941818181818183,1.0,31.6,1417.4,0.9767272727272728,0.9978181818181818,115313.0,131711.8,17,17,0
F4RM-WiSARD-cuckoo,LightGBM,Breast Cancer,mixed,8,15,0.8649122807017544,0.9631578947368421,243.4,18625.8,0.9578947368421054,0.9719298245614034,75446.6,549346.4,17,8,9
F4RM-WiSARD-cuckoo,LightGBM,EEG Eye State,mixed,37,8,0.5510680907877169,0.9427236315086782,117.0,756942.6,0.8681575433911882,0.9601691143747219,178689.66666666666,14623904.666666666,42,37,5
F4RM-WiSARD-cuckoo,LightGBM,Ecoli,f4rm_strict_dominates,10,12,0.7588235294117647,0.8705882352941176,111.6,12086.8,0.8235294117647058,0.8529411764705882,448657.2,3109753.2,10,10,0
F4RM-WiSARD-cuckoo,LightGBM,Glass,mixed,11,18,0.5813953488372092,0.7534883720930232,175.2,7000.8,0.7023255813953488,0.7767441860465116,335489.0,2111415.8,20,11,9
F4RM-WiSARD-cuckoo,LightGBM,Haberman,f4rm_strict_dominates,6,3,0.7419354838709677,0.7483870967741936,25.0,337.8,0.7387096774193548,0.7387096774193548,90323.8,90323.8,6,6,0
F4RM-WiSARD-cuckoo,LightGBM,Ionosphere,f4rm_strict_dominates,12,15,0.352112676056338,0.9492957746478872,268.2,73764.6,0.9295774647887324,0.9492957746478872,79871.0,113756.0,12,12,0
F4RM-WiSARD-cuckoo,LightGBM,Iris,f4rm_strict_dominates,7,3,0.8666666666666668,0.9666666666666668,24.6,1631.2,0.9533333333333334,0.9533333333333334,128407.6,128407.6,7,7,0
F4RM-WiSARD-cuckoo,LightGBM,Letter Recognition,mixed,24,6,0.09419999999999999,0.95335,1670.8,986055.8,0.927,0.9703333333333334,4538424.0,48265498.0,28,24,4
F4RM-WiSARD-cuckoo,LightGBM,Magic Gamma,mixed,29,6,0.64863301787592,0.8691903259726603,84.0,468652.0,0.8760953382404487,0.8845075359270943,176887.66666666666,3462928.3333333335,30,24,6
F4RM-WiSARD-cuckoo,LightGBM,Pendigits,mixed,18,5,0.3292405638926785,0.9899045020463847,581.6,316209.8,0.9804456571168713,0.9915112930119752,1692481.0,14978396.0,21,18,3
F4RM-WiSARD-cuckoo,LightGBM,Pima Diabetes,mixed,13,3,0.6493506493506493,0.7675324675324675,67.0,9384.2,0.7844155844155845,0.7883116883116883,158042.0,162131.6,16,13,3
F4RM-WiSARD-cuckoo,LightGBM,SatImage,mixed,28,7,0.3097978227060653,0.9122861586314153,858.2,571973.2,0.9020217729393468,0.9297563504406429,1012520.0,10667336.333333334,34,28,6
F4RM-WiSARD-cuckoo,LightGBM,Seeds,mixed,8,12,0.8571428571428571,0.9380952380952381,64.2,2171.8,0.9285714285714285,0.9476190476190476,157467.2,216321.6,14,8,6
F4RM-WiSARD-cuckoo,LightGBM,Segment,mixed,20,7,0.5290043290043289,0.9662337662337663,409.0,23016.6,0.9675324675324676,0.987012987012987,693810.6666666666,3841719.0,27,20,7
F4RM-WiSARD-cuckoo,LightGBM,Steel Plates,mixed,23,1,0.6544987146529563,0.9922879177377892,233.2,283059.2,1.0,1.0,94387.2,94387.2,21,20,1
F4RM-WiSARD-cuckoo,LightGBM,Vehicle,mixed,14,6,0.4105882352941176,0.7494117647058823,277.4,7898.6,0.7341176470588235,0.7647058823529411,544402.2,762073.8,19,14,5
F4RM-WiSARD-cuckoo,LightGBM,Waveform,mixed,18,5,0.338,0.8486,504.8,964405.2,0.8493333333333334,0.858,524875.6666666666,2163033.3333333335,22,17,5
F4RM-WiSARD-cuckoo,LightGBM,Wine,f4rm_strict_dominates,4,6,0.9166666666666666,0.9888888888888889,135.6,588.2,0.9555555555555555,0.9666666666666666,140998.6,151505.6,4,4,0
F4RM-WiSARD-cuckoo,LightGBM,Yeast,mixed,15,1,0.31851851851851853,0.6107744107744107,244.2,63424.4,0.6215488215488215,0.6215488215488215,1283755.4,1283755.4,16,15,1
F4RM-WiSARD-cuckoo,CatBoost,Balance Scale,mixed,12,1,0.2304,0.9024000000000001,49.4,4556.2,0.9173333333333334,0.9173333333333334,64560.0,64560.0,13,12,1
F4RM-WiSARD-cuckoo,CatBoost,Banknote,f4rm_strict_dominates,17,2,0.5941818181818183,1.0,31.6,1417.4,0.9963636363636365,0.9975757575757576,40288.0,172645.33333333334,17,17,0
F4RM-WiSARD-cuckoo,CatBoost,Breast Cancer,mixed,8,1,0.8649122807017544,0.9631578947368421,243.4,18625.8,0.9754385964912281,0.9754385964912281,40836.8,40836.8,9,8,1
F4RM-WiSARD-cuckoo,CatBoost,EEG Eye State,mixed,37,3,0.5510680907877169,0.9427236315086782,117.0,756942.6,0.8093012906097018,0.9561637739207832,40874.666666666664,2112482.6666666665,38,37,1
F4RM-WiSARD-cuckoo,CatBoost,Ecoli,mixed,10,4,0.7588235294117647,0.8705882352941176,111.6,12086.8,0.8705882352941178,0.9117647058823529,128564.8,1741648.0,14,10,4
F4RM-WiSARD-cuckoo,CatBoost,Glass,mixed,11,2,0.5813953488372092,0.7534883720930232,175.2,7000.8,0.7751937984496123,0.8093023255813954,104328.0,104486.4,13,11,2
F4RM-WiSARD-cuckoo,CatBoost,Haberman,mixed,6,1,0.7419354838709677,0.7483870967741936,25.0,337.8,0.7548387096774193,0.7548387096774193,39131.2,39131.2,7,6,1
F4RM-WiSARD-cuckoo,CatBoost,Ionosphere,mixed,12,1,0.352112676056338,0.9492957746478872,268.2,73764.6,0.9530516431924884,0.9530516431924884,41229.333333333336,41229.333333333336,12,11,1
F4RM-WiSARD-cuckoo,CatBoost,Iris,f4rm_strict_dominates,7,2,0.8666666666666668,0.9666666666666668,24.6,1631.2,0.9533333333333334,0.9555555555555556,64795.2,65120.0,7,7,0
F4RM-WiSARD-cuckoo,CatBoost,Letter Recognition,mixed,24,3,0.09419999999999999,0.95335,1670.8,986055.8,0.8528333333333333,0.9645833333333332,360672.0,27700168.0,25,24,1
F4RM-WiSARD-cuckoo,CatBoost,Magic Gamma,mixed,29,3,0.64863301787592,0.8691903259726603,84.0,468652.0,0.8675955134945671,0.8864353312302838,40770.666666666664,2113229.3333333335,21,18,3
F4RM-WiSARD-cuckoo,CatBoost,Pendigits,mixed,18,3,0.3292405638926785,0.9899045020463847,581.6,316209.8,0.9777171441564348,0.9910565408519023,156533.33333333334,11329128.0,19,18,1
F4RM-WiSARD-cuckoo,CatBoost,Pima Diabetes,f4rm_strict_dominates,13,1,0.6493506493506493,0.7675324675324675,67.0,9384.2,0.7662337662337663,0.7662337662337663,40357.333333333336,40357.333333333336,13,13,0
F4RM-WiSARD-cuckoo,CatBoost,SatImage,mixed,28,3,0.3097978227060653,0.9122861586314153,858.2,571973.2,0.8939865215137376,0.9212026956972524,105736.0,7233554.666666667,29,27,2
F4RM-WiSARD-cuckoo,CatBoost,Seeds,mixed,8,4,0.8571428571428571,0.9380952380952381,64.2,2171.8,0.9238095238095237,0.9523809523809524,66094.4,4085610.6666666665,10,8,2
F4RM-WiSARD-cuckoo,CatBoost,Segment,mixed,20,3,0.5290043290043289,0.9662337662337663,409.0,23016.6,0.9704184704184704,0.9812409812409811,118170.66666666667,8257994.666666667,23,20,3
F4RM-WiSARD-cuckoo,CatBoost,Steel Plates,mixed,23,1,0.6544987146529563,0.9922879177377892,233.2,283059.2,1.0,1.0,40440.0,40440.0,19,18,1
F4RM-WiSARD-cuckoo,CatBoost,Vehicle,mixed,14,2,0.4105882352941176,0.7494117647058823,277.4,7898.6,0.7411764705882353,0.7647058823529411,79354.66666666667,366501.3333333333,15,14,1
F4RM-WiSARD-cuckoo,CatBoost,Waveform,mixed,18,2,0.338,0.8486,504.8,964405.2,0.8556666666666667,0.8613333333333334,67594.66666666667,306344.0,14,12,2
F4RM-WiSARD-cuckoo,CatBoost,Wine,mixed,4,2,0.9166666666666666,0.9888888888888889,135.6,588.2,0.9722222222222221,0.9907407407407408,66233.6,66426.66666666667,5,4,1
F4RM-WiSARD-cuckoo,CatBoost,Yeast,mixed,15,1,0.31851851851851853,0.6107744107744107,244.2,63424.4,0.6464646464646465,0.6464646464646465,155178.66666666666,155178.66666666666,16,15,1
F4RM-WiSARD-cuckoo,MLP,Balance Scale,mixed,12,22,0.2304,0.9024000000000001,49.4,4556.2,0.7712,0.9103999999999999,1036.0,700940.0,14,12,2
F4RM-WiSARD-cuckoo,MLP,Banknote,f4rm_strict_dominates,17,14,0.5941818181818183,1.0,31.6,1417.4,0.7258181818181818,0.9905454545454546,772.0,169988.0,17,17,0
F4RM-WiSARD-cuckoo,MLP,Breast Cancer,f4rm_strict_dominates,8,8,0.8649122807017544,0.9631578947368421,243.4,18625.8,0.9175438596491228,0.9491228070175438,4100.0,753668.0,8,8,0
F4RM-WiSARD-cuckoo,MLP,EEG Eye State,f4rm_strict_dominates,37,2,0.5510680907877169,0.9427236315086782,117.0,756942.6,0.5511793502447707,0.5511793502447707,4100.0,4100.0,37,37,0
F4RM-WiSARD-cuckoo,MLP,Ecoli,f4rm_strict_dominates,10,12,0.7588235294117647,0.8705882352941176,111.6,12086.8,0.3176470588235294,0.8029411764705883,2080.0,708384.0,10,10,0
F4RM-WiSARD-cuckoo,MLP,Glass,f4rm_strict_dominates,11,20,0.5813953488372092,0.7534883720930232,175.2,7000.8,0.25116279069767444,0.46976744186046515,2072.0,711960.0,11,11,0
F4RM-WiSARD-cuckoo,MLP,Haberman,f4rm_strict_dominates,6,16,0.7419354838709677,0.7483870967741936,25.0,337.8,0.632258064516129,0.7419354838709677,644.0,9476.0,6,6,0
F4RM-WiSARD-cuckoo,MLP,Ionosphere,f4rm_strict_dominates,12,18,0.352112676056338,0.9492957746478872,268.2,73764.6,0.6676056338028169,0.9408450704225352,4612.0,761860.0,12,12,0
F4RM-WiSARD-cuckoo,MLP,Iris,f4rm_strict_dominates,7,22,0.8666666666666668,0.9666666666666668,24.6,1631.2,0.3466666666666667,0.8800000000000001,1036.0,700940.0,7,7,0
F4RM-WiSARD-cuckoo,MLP,Letter Recognition,mixed,24,4,0.09419999999999999,0.95335,1670.8,986055.8,0.81,0.9501666666666667,11112.0,705128.0,21,19,2
F4RM-WiSARD-cuckoo,MLP,Magic Gamma,mixed,29,4,0.64863301787592,0.8691903259726603,84.0,468652.0,0.8533999298983526,0.8740799158780231,3076.0,679940.0,15,11,4
F4RM-WiSARD-cuckoo,MLP,Pendigits,mixed,18,12,0.3292405638926785,0.9899045020463847,581.6,316209.8,0.9738972260118235,0.9919054115507049,3496.0,727336.0,20,8,12
F4RM-WiSARD-cuckoo,MLP,Pima Diabetes,mixed,13,14,0.6493506493506493,0.7675324675324675,67.0,9384.2,0.6428571428571429,0.774025974025974,1284.0,708612.0,15,13,2
F4RM-WiSARD-cuckoo,MLP,SatImage,f4rm_strict_dominates,28,12,0.3097978227060653,0.9122861586314153,858.2,571973.2,0.8300155520995334,0.8953343701399689,5528.0,767256.0,28,28,0
F4RM-WiSARD-cuckoo,MLP,Seeds,f4rm_strict_dominates,8,20,0.8571428571428571,0.9380952380952381,64.2,2171.8,0.5142857142857142,0.9238095238095237,1420.0,707084.0,8,8,0
F4RM-WiSARD-cuckoo,MLP,Segment,f4rm_strict_dominates,20,12,0.5290043290043289,0.9662337662337663,409.0,23016.6,0.8523809523809524,0.9584415584415584,3484.0,186908.0,20,20,0
F4RM-WiSARD-cuckoo,MLP,Steel Plates,mixed,23,8,0.6544987146529563,0.9922879177377892,233.2,283059.2,0.9367609254498716,0.9994858611825193,4484.0,50692.0,19,11,8
F4RM-WiSARD-cuckoo,MLP,Vehicle,f4rm_strict_dominates,14,12,0.4105882352941176,0.7494117647058823,277.4,7898.6,0.40705882352941175,0.7047058823529412,2960.0,729872.0,14,14,0
F4RM-WiSARD-cuckoo,MLP,Waveform,mixed,18,4,0.338,0.8486,504.8,964405.2,0.8635999999999999,0.865,5644.0,774668.0,12,8,4
F4RM-WiSARD-cuckoo,MLP,Wine,f4rm_strict_dominates,4,10,0.9166666666666666,0.9888888888888889,135.6,588.2,0.5555555555555556,0.9333333333333333,2188.0,179724.0,4,4,0
F4RM-WiSARD-cuckoo,MLP,Yeast,f4rm_strict_dominates,15,10,0.31851851851851853,0.6107744107744107,244.2,63424.4,0.30505050505050507,0.6,2472.0,710952.0,15,15,0
F4RM-WiSARD-cuckoo,FT-Transformer,Balance Scale,mixed,12,2,0.2304,0.9024000000000001,49.4,4556.2,0.8506666666666667,0.9066666666666667,69548.0,270684.0,13,12,1
F4RM-WiSARD-cuckoo,FT-Transformer,Banknote,f4rm_strict_dominates,17,3,0.5941818181818183,1.0,31.6,1417.4,0.9672727272727273,0.9987878787878787,69416.0,404224.0,17,17,0
F4RM-WiSARD-cuckoo,FT-Transformer,Breast Cancer,f4rm_strict_dominates,8,2,0.8649122807017544,0.9631578947368421,243.4,18625.8,0.8391812865497076,0.9415204678362573,76072.0,283736.0,8,8,0
F4RM-WiSARD-cuckoo,FT-Transformer,EEG Eye State,f4rm_strict_dominates,37,2,0.5510680907877169,0.9427236315086782,117.0,756942.6,0.5511793502447707,0.5512906097018245,71976.0,409344.0,37,37,0
F4RM-WiSARD-cuckoo,FT-Transformer,Ecoli,f4rm_strict_dominates,10,3,0.7588235294117647,0.8705882352941176,111.6,12086.8,0.4264705882352941,0.573529411764706,70976.0,407320.0,10,10,0
