system,dataset,hp_id,test_acc,mem_bytes,train_s,infer_us_per_sample
F4RMS,Vehicle,"{""K"": 25, ""a"": 4, ""bleach"": 1, ""t"": 64}",0.7552941176470588,1178228.0,0.285929633397609,1283.8225495344136
F4RMS,Banknote,"{""K"": 5, ""a"": 4, ""bleach"": 2, ""t"": 4}",0.9418181818181818,1911.0,0.0016719417879357934,1.7189083790237252
F4RMS,Banknote,"{""K"": 5, ""a"": 8, ""bleach"": 2, ""t"": 4}",0.9803636363636363,2797.0,0.001434316602535546,1.1497272855856202
F4RMS,Banknote,"{""K"": 5, ""a"": 4, ""bleach"": 2, ""t"": 8}",0.9905454545454546,3593.0,0.0023404669715091585,3.3329693939198153
F4RMS,Banknote,"{""K"": 5, ""a"": 8, ""bleach"": 2, ""t"": 8}",0.994909090909091,5094.0,0.0018671584548428655,2.1215752613815395
F4RMS,Banknote,"{""K"": 5, ""a"": 4, ""bleach"": 1, ""t"": 16}",0.9956363636363637,6856.0,0.0035335166146978738,6.292546167969704
F4RMS,Banknote,"{""K"": 5, ""a"": 4, ""bleach"": 2, ""t"": 16}",0.9956363636363637,6856.0,0.0035463001811876895,6.211213174868713
F4RMS,Banknote,"{""K"": 5, ""a"": 16, ""bleach"": 2, ""t"": 8}",0.9978181818181817,8275.0,0.0016360501991584896,1.567515629259023
F4RMS,Banknote,"{""K"": 5, ""a"": 8, ""bleach"": 1, ""t"": 16}",0.9992727272727272,9537.0,0.002707216632552445,4.158151251348582
F4RMS,Banknote,"{""K"": 5, ""a"": 8, ""bleach"": 2, ""t"": 16}",0.9992727272727272,9537.0,0.0026750750141218303,4.044545391066508
F4RMS,Banknote,"{""K"": 5, ""a"": 16, ""bleach"": 1, ""t"": 16}",1.0,14816.0,0.0022693415870890022,2.975817600434477
F4RMS,Yeast,"{""K"": 5, ""a"": 4, ""bleach"": 2, ""t"": 4}",0.4040404040404041,13005.0,0.0047618335811421275,10.849746815885357
F4RMS,Yeast,"{""K"": 5, ""a"": 8, ""bleach"": 2, ""t"": 4}",0.521885521885522,22076.0,0.00329588339664042,6.593267358086928
F4RMS,Yeast,"{""K"": 5, ""a"": 8, ""bleach"": 2, ""t"": 8}",0.5609427609427609,40346.0,0.005246991803869605,13.069837018596605
F4RMS,Yeast,"{""K"": 5, ""a"": 16, ""bleach"": 2, ""t"": 8}",0.5784511784511784,55418.0,0.0036776250461116435,7.814814976294234
F4RMS,Yeast,"{""K"": 5, ""a"": 8, ""bleach"": 1, ""t"": 16}",0.5898989898989899,75915.0,0.009139341791160405,25.473176407618354
F4RMS,Yeast,"{""K"": 5, ""a"": 16, ""bleach"": 1, ""t"": 16}",0.5952861952861953,100891.0,0.006134408409707248,15.373457213769658
F4RMS,Yeast,"{""K"": 5, ""a"": 8, ""bleach"": 2, ""t"": 32}",0.595959595959596,146116.0,0.017363783391192555,51.09118915442063
F4RMS,Yeast,"{""K"": 10, ""a"": 8, ""bleach"": 2, ""t"": 16}",0.6114478114478115,151707.0,0.01826707480940968,50.83117306370426
F4RMS,Yeast,"{""K"": 5, ""a"": 8, ""bleach"": 2, ""t"": 64}",0.6127946127946128,287955.0,0.03250106661580503,100.10951178255004
F4RMS,Yeast,"{""K"": 10, ""a"": 8, ""bleach"": 1, ""t"": 64}",0.6141414141414141,575164.0,0.06493757518474012,202.58484928796588
F4RMS,Yeast,"{""K"": 25, ""a"": 8, ""bleach"": 1, ""t"": 32}",0.6148148148148149,729938.0,0.08579545838292688,254.03041554056736
F4RMS,Yeast,"{""K"": 25, ""a"": 16, ""bleach"": 1, ""t"": 64}",0.6154882154882155,1872773.0,0.10252544141840189,303.9139447583243
F4RMS,Yeast,"{""K"": 100, ""a"": 16, ""bleach"": 1, ""t"": 64}",0.6161616161616161,7483777.0,0.4083697084337473,1225.9466324302584
F4RMS,Steel Plates,"{""K"": 5, ""a"": 4, ""bleach"": 2, ""t"": 4}",0.7048843187660669,16305.0,0.007508991961367428,10.450750081811893
F4RMS,Steel Plates,"{""K"": 5, ""a"": 4, ""bleach"": 2, ""t"": 8}",0.7583547557840616,31943.0,0.01421065020840615,21.572965065587148
