system,dataset,criterion,hp_id,mean_acc,mean_mem_bytes,mean_train_s,mean_infer_us_per_sample,n_seeds_aggregated
DWN,EEG Eye State,best_acc_at_medium_budget,"{""batch_size"": 32, ""bits_per_input"": 6, ""epochs"": 20, ""lr"": 0.01, ""n"": 6, ""num_luts_l1"": 2000, ""num_luts_l2"": 1000, ""scheduler_gamma"": 0.1, ""scheduler_step"": 8, ""tau"": 3.3333333333333335}",0.8854027592345349,96000.0,38.162583902672246,38.03545471770307,3
DWN,Ecoli,best_acc,"{""batch_size"": 32, ""bits_per_input"": 6, ""epochs"": 15, ""lr"": 0.01, ""n"": 6, ""num_luts_l1"": 1000, ""num_luts_l2"": 500, ""scheduler_gamma"": 0.1, ""scheduler_step"": 8, ""tau"": 3.3333333333333335}",0.8676470588235294,47872.0,0.44313411104182404,30.961598717041458,6
DWN,Ecoli,best_mem_at_iso_acc,"{""batch_size"": 32, ""bits_per_input"": 6, ""epochs"": 15, ""lr"": 0.01, ""n"": 6, ""num_luts_l1"": 1000, ""num_luts_l2"": 500, ""scheduler_gamma"": 0.1, ""scheduler_step"": 8, ""tau"": 3.3333333333333335}",0.8676470588235294,47872.0,0.44313411104182404,30.961598717041458,6
DWN,Ecoli,best_acc_per_log_mem,"{""batch_size"": 32, ""bits_per_input"": 2, ""epochs"": 10, ""lr"": 0.01, ""n"": 4, ""num_luts_l1"": 200, ""num_luts_l2"": 100, ""scheduler_gamma"": 0.1, ""scheduler_step"": 8, ""tau"": 3.3333333333333335}",0.8186274509803922,5328.0,0.08491805564456929,9.00163671330494,6
DWN,Ecoli,best_acc_at_small_budget,"{""batch_size"": 32, ""bits_per_input"": 2, ""epochs"": 10, ""lr"": 0.01, ""n"": 4, ""num_luts_l1"": 200, ""num_luts_l2"": 100, ""scheduler_gamma"": 0.1, ""scheduler_step"": 8, ""tau"": 3.3333333333333335}",0.8186274509803922,5328.0,0.08491805564456929,9.00163671330494,6
DWN,Ecoli,best_acc_at_medium_budget,"{""batch_size"": 32, ""bits_per_input"": 6, ""epochs"": 15, ""lr"": 0.01, ""n"": 6, ""num_luts_l1"": 1000, ""num_luts_l2"": 500, ""scheduler_gamma"": 0.1, ""scheduler_step"": 8, ""tau"": 3.3333333333333335}",0.8676470588235294,47872.0,0.44313411104182404,30.961598717041458,6
DWN,Glass,best_acc,"{""batch_size"": 32, ""bits_per_input"": 6, ""epochs"": 20, ""lr"": 0.01, ""n"": 6, ""num_luts_l1"": 2000, ""num_luts_l2"": 1000, ""scheduler_gamma"": 0.1, ""scheduler_step"": 8, ""tau"": 3.3333333333333335}",0.7286821705426357,95872.0,0.6564549586813276,71.00710771660242,6
DWN,Glass,best_mem_at_iso_acc,"{""batch_size"": 32, ""bits_per_input"": 6, ""epochs"": 20, ""lr"": 0.01, ""n"": 6, ""num_luts_l1"": 2000, ""num_luts_l2"": 1000, ""scheduler_gamma"": 0.1, ""scheduler_step"": 8, ""tau"": 3.3333333333333335}",0.7286821705426357,95872.0,0.6564549586813276,71.00710771660242,6
DWN,Glass,best_acc_per_log_mem,"{""batch_size"": 32, ""bits_per_input"": 2, ""epochs"": 10, ""lr"": 0.01, ""n"": 4, ""num_luts_l1"": 200, ""num_luts_l2"": 100, ""scheduler_gamma"": 0.1, ""scheduler_step"": 8, ""tau"": 3.3333333333333335}",0.6201550387596899,5328.0,0.05724868034788718,13.594317986348338,6
DWN,Glass,best_acc_at_small_budget,"{""batch_size"": 32, ""bits_per_input"": 2, ""epochs"": 10, ""lr"": 0.01, ""n"": 4, ""num_luts_l1"": 200, ""num_luts_l2"": 100, ""scheduler_gamma"": 0.1, ""scheduler_step"": 8, ""tau"": 3.3333333333333335}",0.6201550387596899,5328.0,0.05724868034788718,13.594317986348338,6
DWN,Glass,best_acc_at_medium_budget,"{""batch_size"": 32, ""bits_per_input"": 6, ""epochs"": 20, ""lr"": 0.01, ""n"": 6, ""num_luts_l1"": 2000, ""num_luts_l2"": 1000, ""scheduler_gamma"": 0.1, ""scheduler_step"": 8, ""tau"": 3.3333333333333335}",0.7286821705426357,95872.0,0.6564549586813276,71.00710771660242,6
DWN,Haberman,best_acc,"{""batch_size"": 32, ""bits_per_input"": 2, ""epochs"": 10, ""lr"": 0.01, ""n"": 4, ""num_luts_l1"": 200, ""num_luts_l2"": 100, ""scheduler_gamma"": 0.1, ""scheduler_step"": 8, ""tau"": 3.3333333333333335}",0.6989247311827956,5400.0,0.07483425030174355,8.797042712729464,6
DWN,Haberman,best_mem_at_iso_acc,"{""batch_size"": 32, ""bits_per_input"": 2, ""epochs"": 10, ""lr"": 0.01, ""n"": 4, ""num_luts_l1"": 200, ""num_luts_l2"": 100, ""scheduler_gamma"": 0.1, ""scheduler_step"": 8, ""tau"": 3.3333333333333335}",0.6989247311827956,5400.0,0.07483425030174355,8.797042712729464,6
DWN,Haberman,best_acc_per_log_mem,"{""batch_size"": 32, ""bits_per_input"": 2, ""epochs"": 10, ""lr"": 0.01, ""n"": 4, ""num_luts_l1"": 200, ""num_luts_l2"": 100, ""scheduler_gamma"": 0.1, ""scheduler_step"": 8, ""tau"": 3.3333333333333335}",0.6989247311827956,5400.0,0.07483425030174355,8.797042712729464,6
DWN,Haberman,best_acc_at_small_budget,"{""batch_size"": 32, ""bits_per_input"": 2, ""epochs"": 10, ""lr"": 0.01, ""n"": 4, ""num_luts_l1"": 200, ""num_luts_l2"": 100, ""scheduler_gamma"": 0.1, ""scheduler_step"": 8, ""tau"": 3.3333333333333335}",0.6989247311827956,5400.0,0.07483425030174355,8.797042712729464,6
DWN,Haberman,best_acc_at_medium_budget,"{""batch_size"": 32, ""bits_per_input"": 2, ""epochs"": 10, ""lr"": 0.01, ""n"": 4, ""num_luts_l1"": 200, ""num_luts_l2"": 100, ""scheduler_gamma"": 0.1, ""scheduler_step"": 8, ""tau"": 3.3333333333333335}",0.6989247311827956,5400.0,0.07483425030174355,8.797042712729464,6
DWN,Ionosphere,best_acc,"{""batch_size"": 32, ""bits_per_input"": 6, ""epochs"": 15, ""lr"": 0.01, ""n"": 6, ""num_luts_l1"": 1000, ""num_luts_l2"": 500, ""scheduler_gamma"": 0.1, ""scheduler_step"": 8, ""tau"": 3.3333333333333335}",0.9107981220657276,48000.0,0.5856522363222515,31.457948301669575,6
DWN,Ionosphere,best_mem_at_iso_acc,"{""batch_size"": 32, ""bits_per_input"": 6, ""epochs"": 15, ""lr"": 0.01, ""n"": 6, ""num_luts_l1"": 1000, ""num_luts_l2"": 500, ""scheduler_gamma"": 0.1, ""scheduler_step"": 8, ""tau"": 3.3333333333333335}",0.9107981220657276,48000.0,0.5856522363222515,31.457948301669575,6
DWN,Ionosphere,best_acc_per_log_mem,"{""batch_size"": 32, ""bits_per_input"": 2, ""epochs"": 10, ""lr"": 0.01, ""n"": 4, ""num_luts_l1"": 200, ""num_luts_l2"": 100, ""scheduler_gamma"": 0.1, ""scheduler_step"": 8, ""tau"": 3.3333333333333335}",0.9014084507042254,5400.0,0.11156408333530028,9.22104667330012,6
DWN,Ionosphere,best_acc_at_small_budget,"{""batch_size"": 32, ""bits_per_input"": 2, ""epochs"": 10, ""lr"": 0.01, ""n"": 4, ""num_luts_l1"": 200, ""num_luts_l2"": 100, ""scheduler_gamma"": 0.1, ""scheduler_step"": 8, ""tau"": 3.3333333333333335}",0.9014084507042254,5400.0,0.11156408333530028,9.22104667330012,6
DWN,Ionosphere,best_acc_at_medium_budget,"{""batch_size"": 32, ""bits_per_input"": 6, ""epochs"": 15, ""lr"": 0.01, ""n"": 6, ""num_luts_l1"": 1000, ""num_luts_l2"": 500, ""scheduler_gamma"": 0.1, ""scheduler_step"": 8, ""tau"": 3.3333333333333335}",0.9107981220657276,48000.0,0.5856522363222515,31.457948301669575,6
DWN,Iris,best_acc,"{""batch_size"": 32, ""bits_per_input"": 2, ""epochs"": 10, ""lr"": 0.01, ""n"": 4, ""num_luts_l1"": 200, ""num_luts_l2"": 100, ""scheduler_gamma"": 0.1, ""scheduler_step"": 8, ""tau"": 3.3333333333333335}",0.9555555555555556,5382.0,0.3524283056613058,13.387035061087873,6
DWN,Iris,best_mem_at_iso_acc,"{""batch_size"": 32, ""bits_per_input"": 2, ""epochs"": 10, ""lr"": 0.01, ""n"": 4, ""num_luts_l1"": 200, ""num_luts_l2"": 100, ""scheduler_gamma"": 0.1, ""scheduler_step"": 8, ""tau"": 3.3333333333333335}",0.9555555555555556,5382.0,0.3524283056613058,13.387035061087873,6
DWN,Iris,best_acc_per_log_mem,"{""batch_size"": 32, ""bits_per_input"": 2, ""epochs"": 10, ""lr"": 0.01, ""n"": 4, ""num_luts_l1"": 200, ""num_luts_l2"": 100, ""scheduler_gamma"": 0.1, ""scheduler_step"": 8, ""tau"": 3.3333333333333335}",0.9555555555555556,5382.0,0.3524283056613058,13.387035061087873,6
DWN,Iris,best_acc_at_small_budget,"{""batch_size"": 32, ""bits_per_input"": 2, ""epochs"": 10, ""lr"": 0.01, ""n"": 4, ""num_luts_l1"": 200, ""num_luts_l2"": 100, ""scheduler_gamma"": 0.1, ""scheduler_step"": 8, ""tau"": 3.3333333333333335}",0.9555555555555556,5382.0,0.3524283056613058,13.387035061087873,6
DWN,Iris,best_acc_at_medium_budget,"{""batch_size"": 32, ""bits_per_input"": 2, ""epochs"": 10, ""lr"": 0.01, ""n"": 4, ""num_luts_l1"": 200, ""num_luts_l2"": 100, ""scheduler_gamma"": 0.1, ""scheduler_step"": 8, ""tau"": 3.3333333333333335}",0.9555555555555556,5382.0,0.3524283056613058,13.387035061087873,6
DWN,Letter Recognition,best_acc,"{""batch_size"": 32, ""bits_per_input"": 6, ""epochs"": 20, ""lr"": 0.01, ""n"": 6, ""num_luts_l1"": 2000, ""num_luts_l2"": 1000, ""scheduler_gamma"": 0.1, ""scheduler_step"": 8, ""tau"": 3.3333333333333335}",0.9398333333333332,95616.0,52.08610034668042,36.85146875795908,3
DWN,Letter Recognition,best_mem_at_iso_acc,"{""batch_size"": 32, ""bits_per_input"": 6, ""epochs"": 20, ""lr"": 0.01, ""n"": 6, ""num_luts_l1"": 2000, ""num_luts_l2"": 1000, ""scheduler_gamma"": 0.1, ""scheduler_step"": 8, ""tau"": 3.3333333333333335}",0.9398333333333332,95616.0,52.08610034668042,36.85146875795908,3
DWN,Letter Recognition,best_acc_per_log_mem,"{""batch_size"": 32, ""bits_per_input"": 6, ""epochs"": 20, ""lr"": 0.01, ""n"": 6, ""num_luts_l1"": 2000, ""num_luts_l2"": 1000, ""scheduler_gamma"": 0.1, ""scheduler_step"": 8, ""tau"": 3.3333333333333335}",0.9398333333333332,95616.0,52.08610034668042,36.85146875795908,3
DWN,Letter Recognition,best_acc_at_small_budget,"{""batch_size"": 32, ""bits_per_input"": 2, ""epochs"": 10, ""lr"": 0.01, ""n"": 4, ""num_luts_l1"": 200, ""num_luts_l2"": 100, ""scheduler_gamma"": 0.1, ""scheduler_step"": 8, ""tau"": 3.3333333333333335}",0.47625,5004.0,4.9302458056481555,1.354475748181964,3
DWN,Letter Recognition,best_acc_at_medium_budget,"{""batch_size"": 32, ""bits_per_input"": 6, ""epochs"": 20, ""lr"": 0.01, ""n"": 6, ""num_luts_l1"": 2000, ""num_luts_l2"": 1000, ""scheduler_gamma"": 0.1, ""scheduler_step"": 8, ""tau"": 3.3333333333333335}",0.9398333333333332,95616.0,52.08610034668042,36.85146875795908,3
DWN,Magic Gamma,best_acc,"{""batch_size"": 32, ""bits_per_input"": 6, ""epochs"": 20, ""lr"": 0.01, ""n"": 6, ""num_luts_l1"": 2000, ""num_luts_l2"": 1000, ""scheduler_gamma"": 0.1, ""scheduler_step"": 8, ""tau"": 3.3333333333333335}",0.8214160532772521,96000.0,46.597127652649455,34.09128550391434,3
DWN,Magic Gamma,best_mem_at_iso_acc,"{""batch_size"": 32, ""bits_per_input"": 6, ""epochs"": 15, ""lr"": 0.01, ""n"": 6, ""num_luts_l1"": 1000, ""num_luts_l2"": 500, ""scheduler_gamma"": 0.1, ""scheduler_step"": 8, ""tau"": 3.3333333333333335}",0.816508937960042,48000.0,22.009618138312362,12.170011216423338,3
DWN,Magic Gamma,best_acc_per_log_mem,"{""batch_size"": 32, ""bits_per_input"": 2, ""epochs"": 10, ""lr"": 0.01, ""n"": 4, ""num_luts_l1"": 200, ""num_luts_l2"": 100, ""scheduler_gamma"": 0.1, ""scheduler_step"": 8, ""tau"": 3.3333333333333335}",0.806869961444094,5400.0,4.706303472359044,1.067290212903557,3
DWN,Magic Gamma,best_acc_at_small_budget,"{""batch_size"": 32, ""bits_per_input"": 2, ""epochs"": 10, ""lr"": 0.01, ""n"": 4, ""num_luts_l1"": 200, ""num_luts_l2"": 100, ""scheduler_gamma"": 0.1, ""scheduler_step"": 8, ""tau"": 3.3333333333333335}",0.806869961444094,5400.0,4.706303472359044,1.067290212903557,3
DWN,Magic Gamma,best_acc_at_medium_budget,"{""batch_size"": 32, ""bits_per_input"": 6, ""epochs"": 20, ""lr"": 0.01, ""n"": 6, ""num_luts_l1"": 2000, ""num_luts_l2"": 1000, ""scheduler_gamma"": 0.1, ""scheduler_step"": 8, ""tau"": 3.3333333333333335}",0.8214160532772521,96000.0,46.597127652649455,34.09128550391434,3
DWN,Pendigits,best_acc,"{""batch_size"": 32, ""bits_per_input"": 6, ""epochs"": 20, ""lr"": 0.01, ""n"": 6, ""num_luts_l1"": 2000, ""num_luts_l2"": 1000, ""scheduler_gamma"": 0.1, ""scheduler_step"": 8, ""tau"": 3.3333333333333335}",0.9886311959981811,96000.0,28.64765411064339,27.65757783770796,3
DWN,Pendigits,best_mem_at_iso_acc,"{""batch_size"": 32, ""bits_per_input"": 6, ""epochs"": 15, ""lr"": 0.01, ""n"": 6, ""num_luts_l1"": 1000, ""num_luts_l2"": 500, ""scheduler_gamma"": 0.1, ""scheduler_step"": 8, ""tau"": 3.3333333333333335}",0.9884796119448235,48000.0,13.312868236020828,9.11058042900335,3
DWN,Pendigits,best_acc_per_log_mem,"{""batch_size"": 32, ""bits_per_input"": 2, ""epochs"": 10, ""lr"": 0.01, ""n"": 4, ""num_luts_l1"": 200, ""num_luts_l2"": 100, ""scheduler_gamma"": 0.1, ""scheduler_step"": 8, ""tau"": 3.3333333333333335}",0.9173866909201153,5400.0,2.832128041967129,1.3332889400218153,3
DWN,Pendigits,best_acc_at_small_budget,"{""batch_size"": 32, ""bits_per_input"": 2, ""epochs"": 10, ""lr"": 0.01, ""n"": 4, ""num_luts_l1"": 200, ""num_luts_l2"": 100, ""scheduler_gamma"": 0.1, ""scheduler_step"": 8, ""tau"": 3.3333333333333335}",0.9173866909201153,5400.0,2.832128041967129,1.3332889400218153,3
DWN,Pendigits,best_acc_at_medium_budget,"{""batch_size"": 32, ""bits_per_input"": 6, ""epochs"": 20, ""lr"": 0.01, ""n"": 6, ""num_luts_l1"": 2000, ""num_luts_l2"": 1000, ""scheduler_gamma"": 0.1, ""scheduler_step"": 8, ""tau"": 3.3333333333333335}",0.9886311959981811,96000.0,28.64765411064339,27.65757783770796,3
DWN,Pima Diabetes,best_acc,"{""batch_size"": 32, ""bits_per_input"": 2, ""epochs"": 10, ""lr"": 0.01, ""n"": 6, ""num_luts_l1"": 500, ""num_luts_l2"": 250, ""scheduler_gamma"": 0.1, ""scheduler_step"": 8, ""tau"": 3.3333333333333335}",0.7164502164502164,24000.0,0.45912550036640215,11.715188308002112,3
DWN,Pima Diabetes,best_mem_at_iso_acc,"{""batch_size"": 32, ""bits_per_input"": 2, ""epochs"": 10, ""lr"": 0.01, ""n"": 6, ""num_luts_l1"": 500, ""num_luts_l2"": 250, ""scheduler_gamma"": 0.1, ""scheduler_step"": 8, ""tau"": 3.3333333333333335}",0.7164502164502164,24000.0,0.45912550036640215,11.715188308002112,3
DWN,Pima Diabetes,best_acc_per_log_mem,"{""batch_size"": 32, ""bits_per_input"": 2, ""epochs"": 10, ""lr"": 0.01, ""n"": 4, ""num_luts_l1"": 200, ""num_luts_l2"": 100, ""scheduler_gamma"": 0.1, ""scheduler_step"": 8, ""tau"": 3.3333333333333335}",0.6969696969696969,5400.0,0.20017055534602454,5.3739154538002625,3
DWN,Pima Diabetes,best_acc_at_small_budget,"{""batch_size"": 32, ""bits_per_input"": 2, ""epochs"": 10, ""lr"": 0.01, ""n"": 4, ""num_luts_l1"": 200, ""num_luts_l2"": 100, ""scheduler_gamma"": 0.1, ""scheduler_step"": 8, ""tau"": 3.3333333333333335}",0.6969696969696969,5400.0,0.20017055534602454,5.3739154538002625,3
DWN,Pima Diabetes,best_acc_at_medium_budget,"{""batch_size"": 32, ""bits_per_input"": 2, ""epochs"": 10, ""lr"": 0.01, ""n"": 6, ""num_luts_l1"": 500, ""num_luts_l2"": 250, ""scheduler_gamma"": 0.1, ""scheduler_step"": 8, ""tau"": 3.3333333333333335}",0.7164502164502164,24000.0,0.45912550036640215,11.715188308002112,3
DWN,SatImage,best_acc,"{""batch_size"": 32, ""bits_per_input"": 6, ""epochs"": 15, ""lr"": 0.01, ""n"": 6, ""num_luts_l1"": 1000, ""num_luts_l2"": 500, ""scheduler_gamma"": 0.1, ""scheduler_step"": 8, ""tau"": 3.3333333333333335}",0.9061689994815967,47936.0,9.10739687535291,8.221239737727949,3
DWN,SatImage,best_mem_at_iso_acc,"{""batch_size"": 32, ""bits_per_input"": 6, ""epochs"": 15, ""lr"": 0.01, ""n"": 6, ""num_luts_l1"": 1000, ""num_luts_l2"": 500, ""scheduler_gamma"": 0.1, ""scheduler_step"": 8, ""tau"": 3.3333333333333335}",0.9061689994815967,47936.0,9.10739687535291,8.221239737727949,3
DWN,SatImage,best_acc_per_log_mem,"{""batch_size"": 32, ""bits_per_input"": 2, ""epochs"": 10, ""lr"": 0.01, ""n"": 4, ""num_luts_l1"": 200, ""num_luts_l2"": 100, ""scheduler_gamma"": 0.1, ""scheduler_step"": 8, ""tau"": 3.3333333333333335}",0.8639191290824261,5328.0,1.9693458057008684,1.6623896128073634,3
DWN,SatImage,best_acc_at_small_budget,"{""batch_size"": 32, ""bits_per_input"": 2, ""epochs"": 10, ""lr"": 0.01, ""n"": 4, ""num_luts_l1"": 200, ""num_luts_l2"": 100, ""scheduler_gamma"": 0.1, ""scheduler_step"": 8, ""tau"": 3.3333333333333335}",0.8639191290824261,5328.0,1.9693458057008684,1.6623896128073634,3
DWN,SatImage,best_acc_at_medium_budget,"{""batch_size"": 32, ""bits_per_input"": 6, ""epochs"": 15, ""lr"": 0.01, ""n"": 6, ""num_luts_l1"": 1000, ""num_luts_l2"": 500, ""scheduler_gamma"": 0.1, ""scheduler_step"": 8, ""tau"": 3.3333333333333335}",0.9061689994815967,47936.0,9.10739687535291,8.221239737727949,3
DWN,Seeds,best_acc,"{""batch_size"": 32, ""bits_per_input"": 2, ""epochs"": 10, ""lr"": 0.01, ""n"": 4, ""num_luts_l1"": 200, ""num_luts_l2"": 100, ""scheduler_gamma"": 0.1, ""scheduler_step"": 8, ""tau"": 3.3333333333333335}",0.9206349206349206,5382.0,0.055966985683577754,13.260911810137921,6
DWN,Seeds,best_mem_at_iso_acc,"{""batch_size"": 32, ""bits_per_input"": 2, ""epochs"": 10, ""lr"": 0.01, ""n"": 4, ""num_luts_l1"": 200, ""num_luts_l2"": 100, ""scheduler_gamma"": 0.1, ""scheduler_step"": 8, ""tau"": 3.3333333333333335}",0.9206349206349206,5382.0,0.055966985683577754,13.260911810137921,6
DWN,Seeds,best_acc_per_log_mem,"{""batch_size"": 32, ""bits_per_input"": 2, ""epochs"": 10, ""lr"": 0.01, ""n"": 4, ""num_luts_l1"": 200, ""num_luts_l2"": 100, ""scheduler_gamma"": 0.1, ""scheduler_step"": 8, ""tau"": 3.3333333333333335}",0.9206349206349206,5382.0,0.055966985683577754,13.260911810137921,6
DWN,Seeds,best_acc_at_small_budget,"{""batch_size"": 32, ""bits_per_input"": 2, ""epochs"": 10, ""lr"": 0.01, ""n"": 4, ""num_luts_l1"": 200, ""num_luts_l2"": 100, ""scheduler_gamma"": 0.1, ""scheduler_step"": 8, ""tau"": 3.3333333333333335}",0.9206349206349206,5382.0,0.055966985683577754,13.260911810137921,6
DWN,Seeds,best_acc_at_medium_budget,"{""batch_size"": 32, ""bits_per_input"": 2, ""epochs"": 10, ""lr"": 0.01, ""n"": 4, ""num_luts_l1"": 200, ""num_luts_l2"": 100, ""scheduler_gamma"": 0.1, ""scheduler_step"": 8, ""tau"": 3.3333333333333335}",0.9206349206349206,5382.0,0.055966985683577754,13.260911810137921,6
DWN,Segment,best_acc,"{""batch_size"": 32, ""bits_per_input"": 6, ""epochs"": 15, ""lr"": 0.01, ""n"": 6, ""num_luts_l1"": 1000, ""num_luts_l2"": 500, ""scheduler_gamma"": 0.1, ""scheduler_step"": 8, ""tau"": 3.3333333333333335}",0.9747474747474748,47904.0,2.942737555325342,7.698562787106586,3
DWN,Segment,best_mem_at_iso_acc,"{""batch_size"": 32, ""bits_per_input"": 6, ""epochs"": 15, ""lr"": 0.01, ""n"": 6, ""num_luts_l1"": 1000, ""num_luts_l2"": 500, ""scheduler_gamma"": 0.1, ""scheduler_step"": 8, ""tau"": 3.3333333333333335}",0.9747474747474748,47904.0,2.942737555325342,7.698562787106586,3
DWN,Segment,best_acc_per_log_mem,"{""batch_size"": 32, ""bits_per_input"": 2, ""epochs"": 10, ""lr"": 0.01, ""n"": 4, ""num_luts_l1"": 200, ""num_luts_l2"": 100, ""scheduler_gamma"": 0.1, ""scheduler_step"": 8, ""tau"": 3.3333333333333335}",0.9285714285714285,5364.0,0.7863773610442877,3.1298997578134524,3
DWN,Segment,best_acc_at_small_budget,"{""batch_size"": 32, ""bits_per_input"": 2, ""epochs"": 10, ""lr"": 0.01, ""n"": 4, ""num_luts_l1"": 200, ""num_luts_l2"": 100, ""scheduler_gamma"": 0.1, ""scheduler_step"": 8, ""tau"": 3.3333333333333335}",0.9285714285714285,5364.0,0.7863773610442877,3.1298997578134524,3
DWN,Segment,best_acc_at_medium_budget,"{""batch_size"": 32, ""bits_per_input"": 6, ""epochs"": 15, ""lr"": 0.01, ""n"": 6, ""num_luts_l1"": 1000, ""num_luts_l2"": 500, ""scheduler_gamma"": 0.1, ""scheduler_step"": 8, ""tau"": 3.3333333333333335}",0.9747474747474748,47904.0,2.942737555325342,7.698562787106586,3
DWN,Steel Plates,best_acc,"{""batch_size"": 32, ""bits_per_input"": 2, ""epochs"": 10, ""lr"": 0.01, ""n"": 4, ""num_luts_l1"": 200, ""num_luts_l2"": 100, ""scheduler_gamma"": 0.1, ""scheduler_step"": 8, ""tau"": 3.3333333333333335}",1.0,5400.0,0.6492651666825017,3.4592974485690617,3
DWN,Steel Plates,best_mem_at_iso_acc,"{""batch_size"": 32, ""bits_per_input"": 2, ""epochs"": 10, ""lr"": 0.01, ""n"": 4, ""num_luts_l1"": 200, ""num_luts_l2"": 100, ""scheduler_gamma"": 0.1, ""scheduler_step"": 8, ""tau"": 3.3333333333333335}",1.0,5400.0,0.6492651666825017,3.4592974485690617,3
DWN,Steel Plates,best_acc_per_log_mem,"{""batch_size"": 32, ""bits_per_input"": 2, ""epochs"": 10, ""lr"": 0.01, ""n"": 4, ""num_luts_l1"": 200, ""num_luts_l2"": 100, ""scheduler_gamma"": 0.1, ""scheduler_step"": 8, ""tau"": 3.3333333333333335}",1.0,5400.0,0.6492651666825017,3.4592974485690617,3
DWN,Steel Plates,best_acc_at_small_budget,"{""batch_size"": 32, ""bits_per_input"": 2, ""epochs"": 10, ""lr"": 0.01, ""n"": 4, ""num_luts_l1"": 200, ""num_luts_l2"": 100, ""scheduler_gamma"": 0.1, ""scheduler_step"": 8, ""tau"": 3.3333333333333335}",1.0,5400.0,0.6492651666825017,3.4592974485690617,3
DWN,Steel Plates,best_acc_at_medium_budget,"{""batch_size"": 32, ""bits_per_input"": 2, ""epochs"": 10, ""lr"": 0.01, ""n"": 4, ""num_luts_l1"": 200, ""num_luts_l2"": 100, ""scheduler_gamma"": 0.1, ""scheduler_step"": 8, ""tau"": 3.3333333333333335}",1.0,5400.0,0.6492651666825017,3.4592974485690617,3
DWN,Vehicle,best_acc,"{""batch_size"": 32, ""bits_per_input"": 6, ""epochs"": 20, ""lr"": 0.01, ""n"": 6, ""num_luts_l1"": 2000, ""num_luts_l2"": 1000, ""scheduler_gamma"": 0.1, ""scheduler_step"": 8, ""tau"": 3.3333333333333335}",0.7450980392156863,96000.0,2.8283844579709694,34.91527830049688,3
DWN,Vehicle,best_mem_at_iso_acc,"{""batch_size"": 32, ""bits_per_input"": 6, ""epochs"": 20, ""lr"": 0.01, ""n"": 6, ""num_luts_l1"": 2000, ""num_luts_l2"": 1000, ""scheduler_gamma"": 0.1, ""scheduler_step"": 8, ""tau"": 3.3333333333333335}",0.7450980392156863,96000.0,2.8283844579709694,34.91527830049688,3
DWN,Vehicle,best_acc_per_log_mem,"{""batch_size"": 32, ""bits_per_input"": 2, ""epochs"": 10, ""lr"": 0.01, ""n"": 4, ""num_luts_l1"": 200, ""num_luts_l2"": 100, ""scheduler_gamma"": 0.1, ""scheduler_step"": 8, ""tau"": 3.3333333333333335}",0.688235294117647,5400.0,0.23033055531171462,5.4730394599484455,3
DWN,Vehicle,best_acc_at_small_budget,"{""batch_size"": 32, ""bits_per_input"": 2, ""epochs"": 10, ""lr"": 0.01, ""n"": 4, ""num_luts_l1"": 200, ""num_luts_l2"": 100, ""scheduler_gamma"": 0.1, ""scheduler_step"": 8, ""tau"": 3.3333333333333335}",0.688235294117647,5400.0,0.23033055531171462,5.4730394599484455,3
DWN,Vehicle,best_acc_at_medium_budget,"{""batch_size"": 32, ""bits_per_input"": 6, ""epochs"": 20, ""lr"": 0.01, ""n"": 6, ""num_luts_l1"": 2000, ""num_luts_l2"": 1000, ""scheduler_gamma"": 0.1, ""scheduler_step"": 8, ""tau"": 3.3333333333333335}",0.7450980392156863,96000.0,2.8283844579709694,34.91527830049688,3
DWN,Waveform,best_acc,"{""batch_size"": 32, ""bits_per_input"": 6, ""epochs"": 15, ""lr"": 0.01, ""n"": 6, ""num_luts_l1"": 1000, ""num_luts_l2"": 500, ""scheduler_gamma"": 0.1, ""scheduler_step"": 8, ""tau"": 3.3333333333333335}",0.8286666666666666,47936.0,7.224697888673593,10.373069633108875,3
DWN,Waveform,best_mem_at_iso_acc,"{""batch_size"": 32, ""bits_per_input"": 6, ""epochs"": 15, ""lr"": 0.01, ""n"": 6, ""num_luts_l1"": 1000, ""num_luts_l2"": 500, ""scheduler_gamma"": 0.1, ""scheduler_step"": 8, ""tau"": 3.3333333333333335}",0.8286666666666666,47936.0,7.224697888673593,10.373069633108875,3
DWN,Waveform,best_acc_per_log_mem,"{""batch_size"": 32, ""bits_per_input"": 2, ""epochs"": 10, ""lr"": 0.01, ""n"": 4, ""num_luts_l1"": 200, ""num_luts_l2"": 100, ""scheduler_gamma"": 0.1, ""scheduler_step"": 8, ""tau"": 3.3333333333333335}",0.8163333333333332,5382.0,1.5392735000156488,1.9799166669448216,3
DWN,Waveform,best_acc_at_small_budget,"{""batch_size"": 32, ""bits_per_input"": 2, ""epochs"": 10, ""lr"": 0.01, ""n"": 4, ""num_luts_l1"": 200, ""num_luts_l2"": 100, ""scheduler_gamma"": 0.1, ""scheduler_step"": 8, ""tau"": 3.3333333333333335}",0.8163333333333332,5382.0,1.5392735000156488,1.9799166669448216,3
DWN,Waveform,best_acc_at_medium_budget,"{""batch_size"": 32, ""bits_per_input"": 6, ""epochs"": 15, ""lr"": 0.01, ""n"": 6, ""num_luts_l1"": 1000, ""num_luts_l2"": 500, ""scheduler_gamma"": 0.1, ""scheduler_step"": 8, ""tau"": 3.3333333333333335}",0.8286666666666666,47936.0,7.224697888673593,10.373069633108875,3
