method,dataset,a,t,bleach,acc_mean,mem_mean,train_mean,infer_mean,n_seeds
Random,Breast Cancer,16,16,1,0.9555555555555553,35968.166666666664,0.0013890152292636534,7.698307738350759,30
F4RM,Breast Cancer,16,16,2,0.9529239766081868,37892.166666666664,0.0014208457316271961,7.751754148759775,30
Random,Breast Cancer,16,16,2,0.9505847953216373,35968.166666666664,0.0013954861283612748,7.712609564874604,30
F4RM,Breast Cancer,16,16,3,0.9523391812865497,37892.166666666664,0.001432076523390909,7.740972217782373,30
Random,Breast Cancer,16,16,3,0.942690058479532,35968.166666666664,0.0013782402267679573,7.5999133721843615,30
F4RM,Breast Cancer,16,16,4,0.9432748538011695,37892.166666666664,0.0014134737624165912,7.6595882405880955,30
Random,Breast Cancer,16,16,4,0.9374269005847954,35968.166666666664,0.001396759762428701,7.643835069012572,30
F4RM,Breast Cancer,20,16,1,0.9611111111111109,39248.0,0.0012704611794712643,6.894432437165004,30
Random,Breast Cancer,20,16,1,0.9485380116959065,37650.5,0.001256852794904262,6.93577070099612,30
F4RM,Breast Cancer,20,16,2,0.9365497076023394,39248.0,0.0012766305784073968,6.8552379853130265,30
Random,Breast Cancer,20,16,2,0.9385964912280703,37650.5,0.0012503223532500365,6.92530387429771,30
F4RM,Breast Cancer,20,16,3,0.9029239766081872,39248.0,0.0012734526419080794,6.936269108347639,30
Random,Breast Cancer,20,16,3,0.9198830409356726,37650.5,0.0012491540284827352,6.859295944307458,30
F4RM,Breast Cancer,20,16,4,0.8555555555555555,39248.0,0.0012946013632851342,6.959221852747233,30
Random,Breast Cancer,20,16,4,0.8728070175438596,37650.5,0.0012601889359454314,6.885977451041428,30
F4RM,Breast Cancer,24,16,1,0.9286549707602337,37881.0,0.0012003902501116195,6.471613281793153,30
Random,Breast Cancer,24,16,1,0.934795321637427,36523.333333333336,0.0011619069535906115,6.391898094409566,30
F4RM,Breast Cancer,24,16,2,0.845906432748538,37881.0,0.0011803805246017873,6.369944139007937,30
Random,Breast Cancer,24,16,2,0.881578947368421,36523.333333333336,0.001160174891507874,6.423171368639982,30
F4RM,Breast Cancer,24,16,3,0.7347953216374269,37881.0,0.0011817070694329838,6.308113102261958,30
Random,Breast Cancer,24,16,3,0.8040935672514619,36523.333333333336,0.0011493444714384775,6.377546263760643,30
F4RM,Breast Cancer,24,16,4,0.6409356725146199,37881.0,0.0011799653409980237,6.42260018469254,30
Random,Breast Cancer,24,16,4,0.7198830409356725,36523.333333333336,0.0011502570356242358,6.406871964120203,30
F4RM,Breast Cancer,28,16,1,0.8757309941520467,36942.0,0.0011642417133164902,6.304495002562453,30
Random,Breast Cancer,28,16,1,0.9116959064327488,36054.166666666664,0.0011599194607697428,6.261561099951815,30
F4RM,Breast Cancer,28,16,2,0.6956140350877192,36942.0,0.0011737290808620552,6.266923387104656,30
Random,Breast Cancer,28,16,2,0.7494152046783624,36054.166666666664,0.001142663830736031,6.388780206158669,30
F4RM,Breast Cancer,28,16,3,0.5634502923976609,36942.0,0.0011617042240686716,6.268396211123607,30
Random,Breast Cancer,28,16,3,0.6020467836257309,36054.166666666664,0.001134351477958262,6.228423410514642,30
F4RM,Breast Cancer,28,16,4,0.48216374269005846,36942.0,0.0011677234899252654,6.323560632558332,30
Random,Breast Cancer,28,16,4,0.5114035087719299,36054.166666666664,0.0011594126117415726,6.381493662238905,30
F4RM,Breast Cancer,32,16,1,0.7616959064327486,32203.166666666668,0.001053812459576875,5.676938024790664,30
Random,Breast Cancer,32,16,1,0.8122807017543859,31692.0,0.00102909153016905,5.644104478891657,30
F4RM,Breast Cancer,32,16,2,0.5301169590643275,32203.166666666668,0.0010556624930662414,5.674584256757421,30
Random,Breast Cancer,32,16,2,0.581578947368421,31692.0,0.0010271042313737173,5.690838116335502,30
F4RM,Breast Cancer,32,16,3,0.4391812865497077,32203.166666666668,0.0010587389503295224,5.66366933318868,30
Random,Breast Cancer,32,16,3,0.4719298245614034,31692.0,0.001030534692108631,5.744822896548616,30
F4RM,Breast Cancer,32,16,4,0.40116959064327495,32203.166666666668,0.0010601208661682904,5.6305674874163865,30
Random,Breast Cancer,32,16,4,0.4219298245614035,31692.0,0.0010307390126399695,5.724719808605765,30
F4RM,Breast Cancer,48,16,1,0.4257309941520468,22586.333333333332,0.0009412347339093685,5.081944488947503,30
Random,Breast Cancer,48,16,1,0.4456140350877193,22549.333333333332,0.0009131583423974614,4.976816143165207,30
F4RM,Breast Cancer,48,16,2,0.3722222222222221,22586.333333333332,0.0009353554885213574,5.02275876913285,30
Random,Breast Cancer,48,16,2,0.37631578947368427,22549.333333333332,0.0009104027024780711,5.032151443230217,30
F4RM,Breast Cancer,48,16,3,0.36929824561403507,22586.333333333332,0.0009379777397649984,5.0027904438388635,30
Random,Breast Cancer,48,16,3,0.36959064327485375,22549.333333333332,0.0009120791607225934,5.035355791983288,30
F4RM,Breast Cancer,48,16,4,0.36842105263157887,22586.333333333332,0.0009375751367770135,5.013243654710157,30
Random,Breast Cancer,48,16,4,0.3687134502923976,22549.333333333332,0.0009110513725318015,5.021443344075341,30
F4RM,Breast Cancer,64,16,1,0.37339181286549705,18181.166666666668,0.0009317458335620662,4.863743030340873,30
Random,Breast Cancer,64,16,1,0.3742690058479532,18180.0,0.0009128888991350929,4.931823187099214,30
F4RM,Breast Cancer,64,16,2,0.36842105263157887,18181.166666666668,0.0009321333530048529,4.972148501472167,30
Random,Breast Cancer,64,16,2,0.36900584795321634,18180.0,0.0009059860099417468,4.935683750640057,30
F4RM,Breast Cancer,64,16,3,0.36842105263157887,18181.166666666668,0.0009471888382298251,5.253898633415238,30
Random,Breast Cancer,64,16,3,0.36842105263157887,18180.0,0.0008985221618786454,4.893007663715827,30
F4RM,Breast Cancer,64,16,4,0.36842105263157887,18181.166666666668,0.0009314443722056846,4.867701525718235,30
Random,Breast Cancer,64,16,4,0.36842105263157887,18180.0,0.0008990944246761501,4.908223044159903,30
F4RM,Breast Cancer,2,32,1,0.9140350877192984,16759.666666666668,0.008747901286308963,57.000963205242876,30
Random,Breast Cancer,2,32,1,0.9192982456140351,16659.166666666668,0.008711002802010625,57.17295346569206,30
F4RM,Breast Cancer,2,32,2,0.9441520467836255,16759.666666666668,0.00876570416148752,56.953594797938976,30
Random,Breast Cancer,2,32,2,0.9435672514619884,16659.166666666668,0.008727777694972853,57.323477149271135,30
F4RM,Breast Cancer,2,32,3,0.9502923976608186,16759.666666666668,0.008828612525636952,56.85779785503204,30
Random,Breast Cancer,2,32,3,0.9488304093567251,16659.166666666668,0.008861320873256773,57.48821960282866,30
F4RM,Breast Cancer,2,32,4,0.9526315789473684,16759.666666666668,0.008773133306143184,56.723550360987495,30
Random,Breast Cancer,2,32,4,0.9494152046783625,16659.166666666668,0.00879087079083547,57.273733154571026,30
F4RM,Breast Cancer,4,32,1,0.9576023391812866,22602.166666666668,0.005530749901663512,34.03508702118756,30
Random,Breast Cancer,4,32,1,0.9584795321637425,22081.5,0.0054927874395313365,34.03021425705904,30
F4RM,Breast Cancer,4,32,2,0.9573099415204676,22602.166666666668,0.00557458745703722,34.005725987756634,30
Random,Breast Cancer,4,32,2,0.9552631578947366,22081.5,0.005505626342104127,34.01705667060631,30
F4RM,Breast Cancer,4,32,3,0.9526315789473682,22602.166666666668,0.00555443757524093,33.93076282615463,30
Random,Breast Cancer,4,32,3,0.9505847953216372,22081.5,0.005542658300449451,34.05756515189351,30
F4RM,Breast Cancer,4,32,4,0.9508771929824559,22602.166666666668,0.0055736222343208885,34.01134224412473,30
Random,Breast Cancer,4,32,4,0.9497076023391812,22081.5,0.005549673635202149,34.22787532139547,30
F4RM,Breast Cancer,8,32,1,0.9622807017543858,42856.833333333336,0.0037745208945125343,22.231884694206176,30
Random,Breast Cancer,8,32,1,0.9616959064327483,40596.0,0.0037483568652532996,22.185489410066115,30
F4RM,Breast Cancer,8,32,2,0.9552631578947366,42856.833333333336,0.0037766527966596186,22.148891530484395,30
Random,Breast Cancer,8,32,2,0.9567251461988301,40596.0,0.0036960320780053736,22.080737746140937,30
F4RM,Breast Cancer,8,32,3,0.9523391812865497,42856.833333333336,0.003762284693463395,22.00086556827072,30
Random,Breast Cancer,8,32,3,0.9511695906432749,40596.0,0.003687526355497539,22.0224052621324,30
F4RM,Breast Cancer,8,32,4,0.9514619883040935,42856.833333333336,0.0037558292620815336,22.032334195580663,30
Random,Breast Cancer,8,32,4,0.9485380116959062,40596.0,0.003719894494861364,22.056163799246413,30
F4RM,Breast Cancer,12,32,1,0.966081871345029,61806.0,0.0031444235200372836,17.840862995808763,30
Random,Breast Cancer,12,32,1,0.9619883040935672,58207.5,0.003138879135561486,17.875244218736277,30
F4RM,Breast Cancer,12,32,2,0.9584795321637426,61806.0,0.0031432457307043176,17.768737338537797,30
Random,Breast Cancer,12,32,2,0.954970760233918,58207.5,0.003071793052367866,17.608357361948105,30
F4RM,Breast Cancer,12,32,3,0.9546783625730992,61806.0,0.0031349111426000795,17.96631306567779,30
Random,Breast Cancer,12,32,3,0.9520467836257307,58207.5,0.0030719791306182743,17.702387957643086,30
F4RM,Breast Cancer,12,32,4,0.9532163742690055,61806.0,0.0031514416836823027,17.853472715417983,30
Random,Breast Cancer,12,32,4,0.9517543859649121,58207.5,0.0030874403271203238,17.75375203153238,30
F4RM,Breast Cancer,16,32,1,0.9625730994152045,73251.16666666667,0.002691284699055056,15.17448833686087,30
Random,Breast Cancer,16,32,1,0.9616959064327484,68917.33333333333,0.002653407002799213,15.176815451912539,30
F4RM,Breast Cancer,16,32,2,0.9508771929824559,73251.16666666667,0.002702554132944594,15.503239521092318,30
Random,Breast Cancer,16,32,2,0.9535087719298244,68917.33333333333,0.00265159304253757,15.332407627134906,30
F4RM,Breast Cancer,16,32,3,0.947953216374269,73251.16666666667,0.0027017499747065206,15.25640789261469,30
Random,Breast Cancer,16,32,3,0.9494152046783625,68917.33333333333,0.002650241747808953,15.287341315800335,30
F4RM,Breast Cancer,16,32,4,0.9476608187134502,73251.16666666667,0.002673821003797154,15.186465294944526,30
Random,Breast Cancer,16,32,4,0.9485380116959061,68917.33333333333,0.0026521027747852107,15.096223949895878,30
F4RM,Breast Cancer,20,32,1,0.9643274853801169,76543.66666666667,0.0024260736691455046,13.844078380821479,30
Random,Breast Cancer,20,32,1,0.9634502923976606,72480.0,0.0023542195364522436,13.65244763015568,30
F4RM,Breast Cancer,20,32,2,0.9520467836257308,76543.66666666667,0.0024549345253035426,13.919396098561542,30
Random,Breast Cancer,20,32,2,0.9538011695906431,72480.0,0.0023737305503649018,13.712950306808391,30
F4RM,Breast Cancer,20,32,3,0.9365497076023391,76543.66666666667,0.002400394509701679,13.75921089637872,30
Random,Breast Cancer,20,32,3,0.9461988304093565,72480.0,0.002350963861681521,13.766996596520496,30
F4RM,Breast Cancer,20,32,4,0.9108187134502926,76543.66666666667,0.002417061074326436,13.826887718298371,30
Random,Breast Cancer,20,32,4,0.9391812865497075,72480.0,0.002403152792248875,13.85290007520881,30
F4RM,Breast Cancer,24,32,1,0.9523391812865495,74373.33333333333,0.002218741624771307,12.74978041469136,30
Random,Breast Cancer,24,32,1,0.9605263157894736,71249.0,0.002151688727705429,12.591947380682093,30
F4RM,Breast Cancer,24,32,2,0.9157894736842104,74373.33333333333,0.002227794386756917,12.723282415267319,30
Random,Breast Cancer,24,32,2,0.9362573099415203,71249.0,0.0021718222182244063,12.749085122479771,30
F4RM,Breast Cancer,24,32,3,0.849122807017544,74373.33333333333,0.0022196374911194047,12.610052618312471,30
Random,Breast Cancer,24,32,3,0.8967836257309943,71249.0,0.0021840028697624803,12.706382450653098,30
F4RM,Breast Cancer,24,32,4,0.7736842105263159,74373.33333333333,0.002231930592097342,12.74435859233446,30
Random,Breast Cancer,24,32,4,0.8394736842105263,71249.0,0.0021755721691685418,12.724392377493674,30
F4RM,Breast Cancer,28,32,1,0.9289473684210527,71048.83333333333,0.0021586293005384505,12.184941714999882,30
Random,Breast Cancer,28,32,1,0.9511695906432747,68900.66666666667,0.0020775055590396127,12.03402681466824,30
F4RM,Breast Cancer,28,32,2,0.8078947368421054,71048.83333333333,0.0021125403271677595,12.091654645584049,30
Random,Breast Cancer,28,32,2,0.8695906432748538,68900.66666666667,0.002092148545974245,12.153325594242727,30
F4RM,Breast Cancer,28,32,3,0.6728070175438599,71048.83333333333,0.002159261175741752,12.302620143068639,30
Random,Breast Cancer,28,32,3,0.7546783625730994,68900.66666666667,0.002050925026802967,11.997233956442242,30
F4RM,Breast Cancer,28,32,4,0.5850877192982457,71048.83333333333,0.0021330763391839962,12.236707830224296,30
Random,Breast Cancer,28,32,4,0.6616959064327486,68900.66666666667,0.0020940722276767093,12.120553489763576,30
F4RM,Breast Cancer,32,32,1,0.8611111111111109,63883.666666666664,0.0019471208797767758,11.153629816229842,30
Random,Breast Cancer,32,32,1,0.9099415204678365,62564.166666666664,0.0019035456779723367,11.121589085904132,30
F4RM,Breast Cancer,32,32,2,0.6429824561403508,63883.666666666664,0.0019479374634101987,11.124609757149427,30
Random,Breast Cancer,32,32,2,0.7280701754385964,62564.166666666664,0.0019062554968210558,11.183187155848184,30
F4RM,Breast Cancer,32,32,3,0.5178362573099415,63883.666666666664,0.00194944996231546,11.206214276703388,30
Random,Breast Cancer,32,32,3,0.5938596491228071,62564.166666666664,0.0018955763118962447,11.12909338093902,30
F4RM,Breast Cancer,32,32,4,0.4532163742690059,63883.666666666664,0.0019469374984813234,11.06874915847435,30
Random,Breast Cancer,32,32,4,0.5105263157894737,62564.166666666664,0.0018985236335235338,11.069688003793448,30
F4RM,Breast Cancer,48,32,1,0.4912280701754385,45086.666666666664,0.0017197458694378535,9.808345556215587,30
Random,Breast Cancer,48,32,1,0.5260233918128655,44960.333333333336,0.0016758179641328751,9.843835175549339,30
F4RM,Breast Cancer,48,32,2,0.38040935672514625,45086.666666666664,0.0017225971833492318,9.78469707709002,30
Random,Breast Cancer,48,32,2,0.3883040935672515,44960.333333333336,0.00166961820408081,9.790521417335983,30
F4RM,Breast Cancer,48,32,3,0.37076023391812857,45086.666666666664,0.0017204194019238154,9.72268352018157,30
Random,Breast Cancer,48,32,3,0.37163742690058477,44960.333333333336,0.0016680332366377116,9.782565961869663,30
F4RM,Breast Cancer,48,32,4,0.36842105263157887,45086.666666666664,0.001724631991237402,9.815705149047817,30
Random,Breast Cancer,48,32,4,0.36959064327485375,44960.333333333336,0.0016892277984879912,9.959904349011461,30
F4RM,Breast Cancer,64,32,1,0.38450292397660824,34078.333333333336,0.0016108264331705867,9.034417790213697,30
Random,Breast Cancer,64,32,1,0.3871345029239766,34061.333333333336,0.001571469393093139,9.18485600043807,30
F4RM,Breast Cancer,64,32,2,0.3687134502923976,34078.333333333336,0.0016143999295309187,8.989522221351141,30
Random,Breast Cancer,64,32,2,0.3687134502923976,34061.333333333336,0.0015721222036518157,9.082359219601715,30
F4RM,Breast Cancer,64,32,3,0.36842105263157887,34078.333333333336,0.0016156584722921252,9.110708801315456,30
Random,Breast Cancer,64,32,3,0.36842105263157887,34061.333333333336,0.0015861443437946339,9.191995016871054,30
F4RM,Breast Cancer,64,32,4,0.36842105263157887,34078.333333333336,0.0016498305990050237,9.297709013417101,30
Random,Breast Cancer,64,32,4,0.36842105263157887,34061.333333333336,0.0015689208637923002,9.029507276204505,30
F4RM,Breast Cancer,2,64,1,0.9248538011695906,33316.833333333336,0.017306085994156697,111.87443939958051,30
Random,Breast Cancer,2,64,1,0.9388888888888889,33094.666666666664,0.017232574984276047,111.95042681177718,30
F4RM,Breast Cancer,2,64,2,0.9423976608187132,33316.833333333336,0.01725597366845856,112.07757075861838,30
Random,Breast Cancer,2,64,2,0.9491228070175437,33094.666666666664,0.01718586104689166,111.35482570368862,30
F4RM,Breast Cancer,2,64,3,0.9456140350877192,33316.833333333336,0.017264856999584785,112.0416298426949,30
Random,Breast Cancer,2,64,3,0.9514619883040935,33094.666666666664,0.017182394427557788,112.15151109928756,30
F4RM,Breast Cancer,2,64,4,0.9444444444444444,33316.833333333336,0.01728913471257935,112.6552268873617,30
Random,Breast Cancer,2,64,4,0.9517543859649122,33094.666666666664,0.01718693329409386,112.25004812528253,30
F4RM,Breast Cancer,4,64,1,0.9570175438596489,44485.333333333336,0.01076963753439486,67.88396610121369,30
Random,Breast Cancer,4,64,1,0.9573099415204678,43401.166666666664,0.010718741621046017,68.11648395527916,30
F4RM,Breast Cancer,4,64,2,0.9561403508771927,44485.333333333336,0.010871968053591748,68.8417271740887,30
Random,Breast Cancer,4,64,2,0.9558479532163741,43401.166666666664,0.010698611219413578,67.66291365860717,30
F4RM,Breast Cancer,4,64,3,0.9532163742690057,44485.333333333336,0.010802391765173525,67.91351094831064,30
Random,Breast Cancer,4,64,3,0.9517543859649122,43401.166666666664,0.010741302693107475,67.91641016637809,30
F4RM,Breast Cancer,4,64,4,0.9514619883040933,44485.333333333336,0.010841004061512649,68.35640841082,30
Random,Breast Cancer,4,64,4,0.9497076023391812,43401.166666666664,0.010742212517652661,67.9588333052741,30
F4RM,Breast Cancer,8,64,1,0.9625730994152045,83524.83333333333,0.007261075001830856,43.99494442963503,30
Random,Breast Cancer,8,64,1,0.965204678362573,78854.0,0.00718135132919997,43.77348916278335,30
F4RM,Breast Cancer,8,64,2,0.9561403508771928,83524.83333333333,0.007255827751941979,44.000000020282144,30
Random,Breast Cancer,8,64,2,0.9552631578947366,78854.0,0.007170420838519931,43.690070776780786,30
F4RM,Breast Cancer,8,64,3,0.9532163742690057,83524.83333333333,0.007345922236951689,44.232431550003724,30
