dataset,system_a,system_b,iso_acc_levels_compared,iso_acc_wins_a,iso_acc_wins_b,iso_mem_levels_compared,iso_mem_wins_a,iso_mem_wins_b,feasible_acc_overlap_lo,feasible_acc_overlap_hi,feasible_mem_overlap_lo,feasible_mem_overlap_hi
Ionosphere,F4RM-WiSARD-dense,CatBoost,0,0,0,0,0,0,0.9530516431924884,0.9492957746478872,41229.333333333336,41229.333333333336
Ionosphere,F4RM-WiSARD-dense,XGBoost,101,100,1,49,43,6,0.943661971830986,0.9464788732394366,70085.4,350384.0
Ionosphere,F4RM-WiSARD-dense,LightGBM,101,86,15,50,40,1,0.9295774647887324,0.9492957746478872,79871.0,113756.0
Ionosphere,F4RM-WiSARD-dense,MLP,101,101,0,50,50,0,0.6676056338028169,0.9408450704225352,4612.0,350384.0
Ionosphere,F4RM-WiSARD-dense,FT-Transformer,101,101,0,50,50,0,0.647887323943662,0.7887323943661971,77096.0,350384.0
Ionosphere,F4RM-WiSARD-dense,TabPFN,0,0,0,0,0,0,0.352112676056338,0.9492957746478872,1276.0,0.0
Ionosphere,F4RM-WiSARD-cuckoo,Random-WiSARD-dense,101,101,0,50,50,0,0.38591549295774646,0.9492957746478872,1264.0,73764.6
Ionosphere,F4RM-WiSARD-cuckoo,Random-WiSARD-cuckoo,101,13,88,50,31,19,0.38591549295774646,0.9492957746478872,268.2,34837.2
Ionosphere,F4RM-WiSARD-cuckoo,DT,101,92,9,49,25,24,0.8676056338028169,0.9014084507042254,1528.4,1817.0
Ionosphere,F4RM-WiSARD-cuckoo,RF,101,101,0,49,49,0,0.904225352112676,0.9380281690140844,19548.0,73764.6
Ionosphere,F4RM-WiSARD-cuckoo,CatBoost,0,0,0,0,0,0,0.9530516431924884,0.9492957746478872,41229.333333333336,41229.333333333336
Ionosphere,F4RM-WiSARD-cuckoo,XGBoost,101,101,0,49,49,0,0.943661971830986,0.9464788732394366,70085.4,73764.6
Ionosphere,F4RM-WiSARD-cuckoo,LightGBM,101,101,0,0,0,0,0.9295774647887324,0.9492957746478872,79871.0,73764.6
Ionosphere,F4RM-WiSARD-cuckoo,MLP,101,101,0,50,50,0,0.6676056338028169,0.9408450704225352,4612.0,73764.6
Ionosphere,F4RM-WiSARD-cuckoo,FT-Transformer,101,101,0,0,0,0,0.647887323943662,0.7887323943661971,77096.0,73764.6
Ionosphere,F4RM-WiSARD-cuckoo,TabPFN,0,0,0,0,0,0,0.352112676056338,0.9492957746478872,268.2,0.0
Ionosphere,F4RMS,Random-WiSARD-dense,101,5,96,49,6,33,0.7887323943661971,0.9492957746478874,19092.0,165478.0
Ionosphere,F4RMS,Random-WiSARD-cuckoo,101,0,101,49,0,49,0.7887323943661971,0.9492957746478874,19092.0,34837.2
Ionosphere,F4RMS,DT,101,0,101,0,0,0,0.8676056338028169,0.9014084507042254,19092.0,1817.0
Ionosphere,F4RMS,RF,101,50,51,49,35,14,0.904225352112676,0.9380281690140844,19548.0,158972.0
Ionosphere,F4RMS,CatBoost,0,0,0,0,0,0,0.9530516431924884,0.952112676056338,41229.333333333336,41229.333333333336
Ionosphere,F4RMS,XGBoost,101,100,1,49,33,16,0.943661971830986,0.9464788732394366,70085.4,317202.0
Ionosphere,F4RMS,LightGBM,101,72,29,50,40,10,0.9295774647887324,0.9492957746478874,79871.0,113756.0
Ionosphere,F4RMS,MLP,101,101,0,49,49,0,0.7887323943661971,0.9408450704225352,19092.0,317202.0
Ionosphere,F4RMS,FT-Transformer,101,101,0,50,50,0,0.7887323943661971,0.7887323943661971,77096.0,317202.0
Ionosphere,F4RMS,TabPFN,0,0,0,0,0,0,0.7887323943661971,0.952112676056338,19092.0,0.0
Iris,F4RM-WiSARD-dense,Random-WiSARD-dense,101,0,100,0,0,0,0.8666666666666668,0.9666666666666668,118.0,121.0
Iris,F4RM-WiSARD-dense,Random-WiSARD-cuckoo,101,0,101,0,0,0,0.8666666666666668,0.9666666666666668,118.0,25.2
Iris,F4RM-WiSARD-dense,DT,101,1,100,49,0,41,0.9466666666666667,0.9666666666666668,1846.0,2308.4
Iris,F4RM-WiSARD-dense,RF,101,101,0,0,0,0,0.9533333333333334,0.9666666666666668,11918.8,7751.0
Iris,F4RM-WiSARD-dense,CatBoost,101,101,0,0,0,0,0.9533333333333334,0.9555555555555556,64795.2,7751.0
Iris,F4RM-WiSARD-dense,XGBoost,101,101,0,0,0,0,0.9333333333333333,0.9533333333333335,165102.4,7751.0
Iris,F4RM-WiSARD-dense,LightGBM,101,101,0,0,0,0,0.9533333333333334,0.9533333333333334,128407.6,7751.0
Iris,F4RM-WiSARD-dense,MLP,101,101,0,50,50,0,0.8666666666666668,0.8799999999999999,1036.0,7751.0
Iris,F4RM-WiSARD-dense,FT-Transformer,101,101,0,0,0,0,0.8666666666666668,0.9,69548.0,7751.0
Iris,F4RM-WiSARD-dense,TabPFN,0,0,0,0,0,0,0.8666666666666668,0.9666666666666668,118.0,0.0
Iris,F4RM-WiSARD-cuckoo,Random-WiSARD-dense,101,80,21,0,0,0,0.8666666666666668,0.9666666666666668,118.0,121.0
Iris,F4RM-WiSARD-cuckoo,Random-WiSARD-cuckoo,101,0,100,0,0,0,0.8666666666666668,0.9666666666666668,24.6,25.2
Iris,F4RM-WiSARD-cuckoo,DT,101,101,0,0,0,0,0.9466666666666667,0.9666666666666668,1846.0,1631.2
Iris,F4RM-WiSARD-cuckoo,RF,101,101,0,0,0,0,0.9533333333333334,0.9666666666666668,11918.8,1631.2
Iris,F4RM-WiSARD-cuckoo,CatBoost,101,101,0,0,0,0,0.9533333333333334,0.9555555555555556,64795.2,1631.2
Iris,F4RM-WiSARD-cuckoo,XGBoost,101,101,0,0,0,0,0.9333333333333333,0.9533333333333335,165102.4,1631.2
Iris,F4RM-WiSARD-cuckoo,LightGBM,101,101,0,0,0,0,0.9533333333333334,0.9533333333333334,128407.6,1631.2
Iris,F4RM-WiSARD-cuckoo,MLP,101,101,0,50,50,0,0.8666666666666668,0.8799999999999999,1036.0,1631.2
Iris,F4RM-WiSARD-cuckoo,FT-Transformer,101,101,0,0,0,0,0.8666666666666668,0.9,69548.0,1631.2
Iris,F4RM-WiSARD-cuckoo,TabPFN,0,0,0,0,0,0,0.8666666666666668,0.9666666666666668,24.6,0.0
Iris,F4RMS,Random-WiSARD-dense,101,0,101,0,0,0,0.9199999999999999,0.9666666666666668,1359.0,121.0
Iris,F4RMS,Random-WiSARD-cuckoo,101,0,101,0,0,0,0.9199999999999999,0.9666666666666668,1359.0,25.2
Iris,F4RMS,DT,101,1,100,49,0,41,0.9466666666666667,0.9666666666666668,1846.0,2308.4
Iris,F4RMS,RF,101,101,0,49,49,0,0.9533333333333334,0.9666666666666668,11918.8,12961.0
Iris,F4RMS,CatBoost,101,101,0,0,0,0,0.9533333333333334,0.9555555555555556,64795.2,12961.0
Iris,F4RMS,XGBoost,101,101,0,0,0,0,0.9333333333333333,0.9533333333333335,165102.4,12961.0
Iris,F4RMS,LightGBM,101,101,0,0,0,0,0.9533333333333334,0.9533333333333334,128407.6,12961.0
Iris,F4RMS,MLP,0,0,0,50,50,0,0.9199999999999999,0.8799999999999999,1359.0,12961.0
Iris,F4RMS,FT-Transformer,0,0,0,0,0,0,0.9199999999999999,0.9,69548.0,12961.0
Iris,F4RMS,TabPFN,0,0,0,0,0,0,0.9199999999999999,0.9800000000000001,1359.0,0.0
Letter Recognition,F4RM-WiSARD-dense,Random-WiSARD-dense,101,24,77,49,39,10,0.09419999999999999,0.95335,7939.0,4384841.0
Letter Recognition,F4RM-WiSARD-dense,Random-WiSARD-cuckoo,101,0,101,49,0,49,0.09419999999999999,0.95335,7939.0,923124.0
Letter Recognition,F4RM-WiSARD-dense,CatBoost,101,101,0,50,50,0,0.8528333333333333,0.95335,360672.0,4683767.0
Letter Recognition,F4RM-WiSARD-dense,FT-Transformer,101,100,1,49,49,0,0.7179166666666666,0.8930833333333333,75656.0,416608.0
Letter Recognition,F4RM-WiSARD-dense,TabPFN,0,0,0,0,0,0,0.09419999999999999,0.95335,7939.0,0.0
Letter Recognition,F4RM-WiSARD-cuckoo,Random-WiSARD-dense,101,101,0,50,50,0,0.09419999999999999,0.95335,7898.0,986055.8
Letter Recognition,F4RM-WiSARD-cuckoo,Random-WiSARD-cuckoo,101,24,77,50,40,10,0.09419999999999999,0.95335,1670.8,923124.0
Letter Recognition,F4RM-WiSARD-cuckoo,CatBoost,101,101,0,50,50,0,0.8528333333333333,0.95335,360672.0,986055.8
Letter Recognition,F4RM-WiSARD-cuckoo,FT-Transformer,101,101,0,49,49,0,0.7179166666666666,0.8930833333333333,75656.0,416608.0
Letter Recognition,F4RM-WiSARD-cuckoo,TabPFN,0,0,0,0,0,0,0.09419999999999999,0.95335,1670.8,0.0
Letter Recognition,F4RMS,Random-WiSARD-dense,101,0,101,49,0,49,0.9327500000000001,0.9536,1551405.0,4384841.0
Letter Recognition,F4RMS,Random-WiSARD-cuckoo,101,0,101,0,0,0,0.9327500000000001,0.9536,1551405.0,923124.0
Letter Recognition,F4RMS,CatBoost,101,72,29,49,39,10,0.9327500000000001,0.9539166666666666,1551405.0,27700168.0
Letter Recognition,F4RMS,FT-Transformer,0,0,0,0,0,0,0.9327500000000001,0.8930833333333333,1551405.0,416608.0
Letter Recognition,F4RMS,TabPFN,0,0,0,0,0,0,0.9327500000000001,0.9539166666666666,1551405.0,0.0
Magic Gamma,F4RM-WiSARD-dense,Random-WiSARD-dense,101,49,52,50,28,22,0.64863301787592,0.8684016824395373,400.0,1582318.0
Magic Gamma,F4RM-WiSARD-dense,Random-WiSARD-cuckoo,101,0,101,50,0,50,0.64863301787592,0.8684016824395373,400.0,333119.0
Magic Gamma,F4RM-WiSARD-dense,DT,101,5,96,50,5,45,0.64863301787592,0.8442691903259727,1238.0,63936.8
Magic Gamma,F4RM-WiSARD-dense,CatBoost,101,0,101,49,0,49,0.8675955134945671,0.8691903259726604,40770.666666666664,2113229.3333333335
Magic Gamma,F4RM-WiSARD-dense,FT-Transformer,101,0,101,50,0,50,0.853925692253768,0.8643533123028391,70952.0,273496.0
Magic Gamma,F4RM-WiSARD-dense,TabPFN,0,0,0,0,0,0,0.64863301787592,0.8691903259726604,400.0,0.0
Magic Gamma,F4RM-WiSARD-cuckoo,Random-WiSARD-dense,101,101,0,50,50,0,0.64863301787592,0.8684016824395373,390.0,468652.0
Magic Gamma,F4RM-WiSARD-cuckoo,Random-WiSARD-cuckoo,101,49,52,50,25,25,0.64863301787592,0.8684016824395373,84.0,333119.0
Magic Gamma,F4RM-WiSARD-cuckoo,DT,101,53,48,50,15,35,0.64863301787592,0.8442691903259727,1238.0,63936.8
Magic Gamma,F4RM-WiSARD-cuckoo,CatBoost,101,0,101,49,0,49,0.8675955134945671,0.8691903259726604,40770.666666666664,468652.0
Magic Gamma,F4RM-WiSARD-cuckoo,FT-Transformer,101,101,0,50,50,0,0.853925692253768,0.8643533123028391,70952.0,273496.0
Magic Gamma,F4RM-WiSARD-cuckoo,TabPFN,0,0,0,0,0,0,0.64863301787592,0.8691903259726604,84.0,0.0
Magic Gamma,F4RMS,Random-WiSARD-dense,101,0,101,49,0,49,0.8394672274798457,0.8684016824395373,204711.66666666666,1582318.0
Magic Gamma,F4RMS,Random-WiSARD-cuckoo,101,0,101,49,0,49,0.8394672274798457,0.8684016824395373,204711.66666666666,333119.0
Magic Gamma,F4RMS,DT,101,0,101,0,0,0,0.8394672274798457,0.8442691903259727,204711.66666666666,63936.8
Magic Gamma,F4RMS,CatBoost,101,0,101,49,0,49,0.8675955134945671,0.8769716088328076,204711.66666666666,2113229.3333333335
Magic Gamma,F4RMS,FT-Transformer,101,0,101,49,0,49,0.853925692253768,0.8643533123028391,204711.66666666666,273496.0
Magic Gamma,F4RMS,TabPFN,0,0,0,0,0,0,0.8394672274798457,0.8769716088328076,204711.66666666666,0.0
Pendigits,F4RM-WiSARD-dense,Random-WiSARD-dense,101,15,86,50,45,5,0.344974988631196,0.9895407003183265,2775.0,1501999.0
Pendigits,F4RM-WiSARD-dense,Random-WiSARD-cuckoo,101,0,101,50,0,50,0.344974988631196,0.9895407003183265,2765.0,324562.6
Pendigits,F4RM-WiSARD-dense,DT,101,18,83,50,40,10,0.3292405638926785,0.9628922237380628,2765.0,76695.8
Pendigits,F4RM-WiSARD-dense,CatBoost,101,100,1,50,48,2,0.9777171441564346,0.9899045020463847,156533.33333333334,1501999.0
Pendigits,F4RM-WiSARD-dense,MLP,101,0,101,49,0,49,0.9738972260118237,0.9899045020463847,3496.0,727336.0
Pendigits,F4RM-WiSARD-dense,FT-Transformer,101,101,0,50,50,0,0.9410338032438986,0.9869637714112476,73544.0,412448.0
Pendigits,F4RM-WiSARD-dense,TabPFN,0,0,0,0,0,0,0.3292405638926785,0.9899045020463847,2765.0,0.0
Pendigits,F4RM-WiSARD-cuckoo,Random-WiSARD-dense,101,101,0,50,50,0,0.344974988631196,0.9895407003183265,2775.0,316209.8
Pendigits,F4RM-WiSARD-cuckoo,Random-WiSARD-cuckoo,101,15,86,50,46,4,0.344974988631196,0.9895407003183265,583.8,316209.8
Pendigits,F4RM-WiSARD-cuckoo,DT,101,101,0,49,49,0,0.3292405638926785,0.9628922237380628,1334.0,76695.8
Pendigits,F4RM-WiSARD-cuckoo,CatBoost,101,101,0,50,50,0,0.9777171441564346,0.9899045020463847,156533.33333333334,316209.8
Pendigits,F4RM-WiSARD-cuckoo,MLP,101,25,76,49,13,36,0.9738972260118237,0.9899045020463847,3496.0,316209.8
Pendigits,F4RM-WiSARD-cuckoo,FT-Transformer,101,101,0,50,50,0,0.9410338032438986,0.9869637714112476,73544.0,316209.8
Pendigits,F4RM-WiSARD-cuckoo,TabPFN,0,0,0,0,0,0,0.3292405638926785,0.9899045020463847,581.6,0.0
Pendigits,F4RMS,Random-WiSARD-dense,101,0,101,50,0,50,0.9865090192511747,0.989389116264969,434211.6666666667,1541674.0
Pendigits,F4RMS,Random-WiSARD-cuckoo,101,0,101,0,0,0,0.9865090192511747,0.989389116264969,434211.6666666667,324562.6
Pendigits,F4RMS,DT,0,0,0,0,0,0,0.9865090192511747,0.9628922237380628,434211.6666666667,76695.8
Pendigits,F4RMS,CatBoost,101,16,85,50,24,26,0.9865090192511747,0.989389116264969,434211.6666666667,11329128.0
Pendigits,F4RMS,MLP,101,0,101,50,0,50,0.9865090192511747,0.989389116264969,434211.6666666667,727336.0
Pendigits,F4RMS,FT-Transformer,101,0,101,0,0,0,0.9865090192511747,0.9869637714112476,434211.6666666667,412448.0
Pendigits,F4RMS,TabPFN,0,0,0,0,0,0,0.9865090192511747,0.989389116264969,434211.6666666667,0.0
Pima Diabetes,F4RM-WiSARD-dense,Random-WiSARD-dense,101,34,67,50,18,32,0.6493506493506493,0.7675324675324674,320.0,24753.0
Pima Diabetes,F4RM-WiSARD-dense,Random-WiSARD-cuckoo,101,0,101,50,0,50,0.6493506493506493,0.7675324675324674,320.0,5210.8
Pima Diabetes,F4RM-WiSARD-dense,DT,101,22,79,50,8,42,0.6493506493506493,0.7675324675324675,1351.0,2734.8
Pima Diabetes,F4RM-WiSARD-dense,RF,101,101,0,0,0,0,0.7571428571428571,0.7675324675324675,62235.0,44577.0
Pima Diabetes,F4RM-WiSARD-dense,CatBoost,101,0,101,0,0,0,0.7662337662337663,0.7662337662337663,40357.333333333336,40357.333333333336
Pima Diabetes,F4RM-WiSARD-dense,XGBoost,101,101,0,0,0,0,0.7480519480519481,0.7675324675324675,147251.0,44577.0
Pima Diabetes,F4RM-WiSARD-dense,LightGBM,0,0,0,0,0,0,0.7844155844155845,0.7675324675324675,158042.0,44577.0
Pima Diabetes,F4RM-WiSARD-dense,MLP,101,101,0,49,49,0,0.6493506493506493,0.7675324675324675,1284.0,44577.0
Pima Diabetes,F4RM-WiSARD-dense,FT-Transformer,101,101,0,0,0,0,0.6666666666666666,0.7575757575757577,70440.0,44577.0
Pima Diabetes,F4RM-WiSARD-dense,TabPFN,0,0,0,0,0,0,0.6493506493506493,0.7675324675324675,320.0,0.0
Pima Diabetes,F4RM-WiSARD-cuckoo,Random-WiSARD-dense,101,101,0,50,50,0,0.6493506493506493,0.7675324675324674,310.0,9384.2
Pima Diabetes,F4RM-WiSARD-cuckoo,Random-WiSARD-cuckoo,101,34,67,50,3,47,0.6493506493506493,0.7675324675324674,67.0,5210.8
Pima Diabetes,F4RM-WiSARD-cuckoo,DT,101,77,24,50,31,19,0.6493506493506493,0.7675324675324675,1351.0,2734.8
Pima Diabetes,F4RM-WiSARD-cuckoo,RF,101,101,0,0,0,0,0.7571428571428571,0.7675324675324675,62235.0,9384.2
Pima Diabetes,F4RM-WiSARD-cuckoo,CatBoost,101,101,0,0,0,0,0.7662337662337663,0.7662337662337663,40357.333333333336,9384.2
Pima Diabetes,F4RM-WiSARD-cuckoo,XGBoost,101,101,0,0,0,0,0.7480519480519481,0.7675324675324675,147251.0,9384.2
Pima Diabetes,F4RM-WiSARD-cuckoo,LightGBM,0,0,0,0,0,0,0.7844155844155845,0.7675324675324675,158042.0,9384.2
Pima Diabetes,F4RM-WiSARD-cuckoo,MLP,101,101,0,49,49,0,0.6493506493506493,0.7675324675324675,1284.0,9384.2
Pima Diabetes,F4RM-WiSARD-cuckoo,FT-Transformer,101,101,0,0,0,0,0.6666666666666666,0.7575757575757577,70440.0,9384.2
Pima Diabetes,F4RM-WiSARD-cuckoo,TabPFN,0,0,0,0,0,0,0.6493506493506493,0.7675324675324675,67.0,0.0
Pima Diabetes,F4RMS,Random-WiSARD-dense,101,0,101,50,0,50,0.6935064935064934,0.764935064935065,5830.0,24753.0
Pima Diabetes,F4RMS,Random-WiSARD-cuckoo,101,0,101,0,0,0,0.6935064935064934,0.764935064935065,5830.0,5210.8
Pima Diabetes,F4RMS,DT,101,0,101,0,0,0,0.6935064935064934,0.764935064935065,5830.0,2734.8
Pima Diabetes,F4RMS,RF,101,50,51,50,2,48,0.7571428571428571,0.764935064935065,62235.0,320999.0
Pima Diabetes,F4RMS,CatBoost,0,0,0,0,0,0,0.7662337662337663,0.764935064935065,40357.333333333336,40357.333333333336
Pima Diabetes,F4RMS,XGBoost,101,93,8,49,27,16,0.7480519480519481,0.764935064935065,147251.0,184317.8
Pima Diabetes,F4RMS,LightGBM,0,0,0,49,0,49,0.7844155844155845,0.764935064935065,158042.0,162131.6
Pima Diabetes,F4RMS,MLP,101,101,0,50,50,0,0.6935064935064934,0.764935064935065,5830.0,320999.0
Pima Diabetes,F4RMS,FT-Transformer,101,101,0,49,49,0,0.6935064935064934,0.7575757575757577,70440.0,320999.0
Pima Diabetes,F4RMS,TabPFN,0,0,0,0,0,0,0.6935064935064934,0.764935064935065,5830.0,0.0
SatImage,F4RM-WiSARD-dense,Random-WiSARD-dense,101,41,60,50,31,18,0.35769828926905134,0.9087091757387247,4114.0,2399496.0
SatImage,F4RM-WiSARD-dense,Random-WiSARD-cuckoo,101,0,101,49,0,49,0.35769828926905134,0.9087091757387247,4079.0,505156.6
SatImage,F4RM-WiSARD-dense,DT,101,0,101,49,0,49,0.6979782270606532,0.8682737169517883,4079.0,15384.2
SatImage,F4RM-WiSARD-dense,RF,101,101,0,49,49,0,0.8884914463452566,0.9122861586314152,207186.6,2716875.0
SatImage,F4RM-WiSARD-dense,CatBoost,101,69,32,49,17,32,0.8939865215137378,0.9122861586314152,105736.0,2716875.0
SatImage,F4RM-WiSARD-dense,MLP,101,50,51,49,33,16,0.8300155520995336,0.8953343701399689,5528.0,767256.0
SatImage,F4RM-WiSARD-dense,FT-Transformer,101,101,0,49,49,0,0.8499222395023329,0.8709175738724729,78136.0,287848.0
SatImage,F4RM-WiSARD-dense,TabPFN,0,0,0,0,0,0,0.3097978227060653,0.9122861586314152,4079.0,0.0
SatImage,F4RM-WiSARD-cuckoo,Random-WiSARD-dense,101,101,0,50,50,0,0.35769828926905134,0.9087091757387247,4114.0,571973.2
SatImage,F4RM-WiSARD-cuckoo,Random-WiSARD-cuckoo,101,41,60,50,30,19,0.35769828926905134,0.9087091757387247,865.6,505156.6
SatImage,F4RM-WiSARD-cuckoo,DT,101,35,66,49,32,17,0.6979782270606532,0.8682737169517883,1942.6,15384.2
SatImage,F4RM-WiSARD-cuckoo,RF,101,101,0,49,49,0,0.8884914463452566,0.9122861586314152,207186.6,571973.2
SatImage,F4RM-WiSARD-cuckoo,CatBoost,101,89,12,49,44,5,0.8939865215137378,0.9122861586314152,105736.0,571973.2
SatImage,F4RM-WiSARD-cuckoo,MLP,101,101,0,49,49,0,0.8300155520995336,0.8953343701399689,5528.0,571973.2
SatImage,F4RM-WiSARD-cuckoo,FT-Transformer,101,101,0,49,49,0,0.8499222395023329,0.8709175738724729,78136.0,287848.0
SatImage,F4RM-WiSARD-cuckoo,TabPFN,0,0,0,0,0,0,0.3097978227060653,0.9122861586314152,858.2,0.0
SatImage,F4RMS,Random-WiSARD-dense,101,18,83,49,26,23,0.8973561430793157,0.9087091757387247,618306.6666666666,2399496.0
SatImage,F4RMS,Random-WiSARD-cuckoo,101,0,101,0,0,0,0.8973561430793157,0.9087091757387247,618306.6666666666,505156.6
SatImage,F4RMS,DT,0,0,0,0,0,0,0.8973561430793157,0.8682737169517883,618306.6666666666,15384.2
SatImage,F4RMS,RF,101,43,58,49,33,16,0.8973561430793157,0.9161741835147744,618306.6666666666,4558346.2
SatImage,F4RMS,CatBoost,101,8,93,49,1,48,0.8973561430793157,0.9180922757905651,618306.6666666666,6909791.666666667
SatImage,F4RMS,MLP,0,0,0,49,49,0,0.8973561430793157,0.8953343701399689,618306.6666666666,767256.0
SatImage,F4RMS,FT-Transformer,0,0,0,0,0,0,0.8973561430793157,0.8709175738724729,618306.6666666666,287848.0
SatImage,F4RMS,TabPFN,0,0,0,0,0,0,0.8973561430793157,0.9180922757905651,618306.6666666666,0.0
Seeds,F4RM-WiSARD-dense,Random-WiSARD-dense,101,42,59,50,7,27,0.8571428571428571,0.9380952380952381,306.0,1620.0
Seeds,F4RM-WiSARD-dense,Random-WiSARD-cuckoo,101,0,101,0,0,0,0.8571428571428571,0.9380952380952381,306.0,340.8
Seeds,F4RM-WiSARD-dense,DT,101,82,19,50,39,11,0.8761904761904761,0.9285714285714285,1605.0,2347.2
Seeds,F4RM-WiSARD-dense,RF,101,101,0,0,0,0,0.8952380952380953,0.9285714285714285,14976.6,10320.0
Seeds,F4RM-WiSARD-dense,CatBoost,101,101,0,0,0,0,0.9238095238095237,0.9380952380952381,66094.4,10320.0
Seeds,F4RM-WiSARD-dense,XGBoost,101,101,0,0,0,0,0.9333333333333332,0.9380952380952381,169751.8,10320.0
Seeds,F4RM-WiSARD-dense,LightGBM,101,101,0,0,0,0,0.9285714285714285,0.9380952380952381,157467.2,10320.0
Seeds,F4RM-WiSARD-dense,MLP,101,101,0,49,49,0,0.8571428571428571,0.9238095238095237,1420.0,10320.0
Seeds,F4RM-WiSARD-dense,FT-Transformer,101,101,0,0,0,0,0.8571428571428571,0.9047619047619048,70316.0,10320.0
Seeds,F4RM-WiSARD-dense,TabPFN,0,0,0,0,0,0,0.8571428571428571,0.9380952380952381,306.0,0.0
Seeds,F4RM-WiSARD-cuckoo,Random-WiSARD-dense,101,89,12,50,50,0,0.8571428571428571,0.9380952380952381,294.0,1620.0
Seeds,F4RM-WiSARD-cuckoo,Random-WiSARD-cuckoo,101,42,59,0,0,0,0.8571428571428571,0.9380952380952381,64.2,340.8
Seeds,F4RM-WiSARD-cuckoo,DT,101,101,0,50,50,0,0.8761904761904761,0.9285714285714285,1605.0,2171.8
Seeds,F4RM-WiSARD-cuckoo,RF,101,101,0,0,0,0,0.8952380952380953,0.9285714285714285,14976.6,2171.8
Seeds,F4RM-WiSARD-cuckoo,CatBoost,101,101,0,0,0,0,0.9238095238095237,0.9380952380952381,66094.4,2171.8
Seeds,F4RM-WiSARD-cuckoo,XGBoost,101,101,0,0,0,0,0.9333333333333332,0.9380952380952381,169751.8,2171.8
Seeds,F4RM-WiSARD-cuckoo,LightGBM,101,101,0,0,0,0,0.9285714285714285,0.9380952380952381,157467.2,2171.8
Seeds,F4RM-WiSARD-cuckoo,MLP,101,101,0,49,49,0,0.8571428571428571,0.9238095238095237,1420.0,2171.8
Seeds,F4RM-WiSARD-cuckoo,FT-Transformer,101,101,0,0,0,0,0.8571428571428571,0.9047619047619048,70316.0,2171.8
Seeds,F4RM-WiSARD-cuckoo,TabPFN,0,0,0,0,0,0,0.8571428571428571,0.9380952380952381,64.2,0.0
Seeds,F4RMS,Random-WiSARD-dense,101,0,101,0,0,0,0.8761904761904763,0.9333333333333333,2850.0,1620.0
Seeds,F4RMS,Random-WiSARD-cuckoo,101,0,101,0,0,0,0.8761904761904763,0.9333333333333333,2850.0,340.8
Seeds,F4RMS,DT,101,0,101,0,0,0,0.8761904761904763,0.9285714285714285,2850.0,2347.2
Seeds,F4RMS,RF,101,101,0,49,49,0,0.8952380952380953,0.9285714285714285,14976.6,23040.0
Seeds,F4RMS,CatBoost,101,101,0,0,0,0,0.9238095238095237,0.9333333333333333,66094.4,23040.0
Seeds,F4RMS,XGBoost,101,101,0,0,0,0,0.9333333333333332,0.9333333333333333,169751.8,23040.0
Seeds,F4RMS,LightGBM,101,101,0,0,0,0,0.9285714285714285,0.9333333333333333,157467.2,23040.0
Seeds,F4RMS,MLP,101,101,0,50,50,0,0.8761904761904763,0.9238095238095237,2850.0,23040.0
Seeds,F4RMS,FT-Transformer,101,101,0,0,0,0,0.8761904761904763,0.9047619047619048,70316.0,23040.0
Seeds,F4RMS,TabPFN,0,0,0,0,0,0,0.8761904761904763,0.9333333333333333,2850.0,0.0
Segment,F4RM-WiSARD-dense,Random-WiSARD-dense,101,27,74,50,19,31,0.529004329004329,0.9662337662337663,1946.0,109331.0
Segment,F4RM-WiSARD-dense,Random-WiSARD-cuckoo,101,0,101,50,0,50,0.529004329004329,0.9662337662337663,1946.0,109331.0
Segment,F4RM-WiSARD-dense,DT,101,3,98,49,0,49,0.6645021645021645,0.9662337662337663,2440.0,14779.0
Segment,F4RM-WiSARD-dense,RF,101,101,0,50,50,0,0.9424242424242426,0.9662337662337663,56062.0,109331.0
Segment,F4RM-WiSARD-dense,CatBoost,0,0,0,0,0,0,0.9704184704184704,0.9662337662337663,118170.66666666667,109331.0
Segment,F4RM-WiSARD-dense,XGBoost,0,0,0,0,0,0,0.984848484848485,0.9662337662337663,520191.6,109331.0
Segment,F4RM-WiSARD-dense,MLP,101,100,1,49,42,7,0.8523809523809524,0.9584415584415584,3484.0,109331.0
Segment,F4RM-WiSARD-dense,FT-Transformer,101,101,0,49,49,0,0.8225108225108224,0.9235209235209235,73916.0,109331.0
Segment,F4RM-WiSARD-dense,TabPFN,0,0,0,0,0,0,0.529004329004329,0.9662337662337663,1946.0,0.0
Segment,F4RM-WiSARD-cuckoo,Random-WiSARD-dense,101,101,0,50,50,0,0.529004329004329,0.9662337662337663,1932.0,23016.6
Segment,F4RM-WiSARD-cuckoo,Random-WiSARD-cuckoo,101,27,74,50,14,36,0.529004329004329,0.9662337662337663,409.0,23016.6
Segment,F4RM-WiSARD-cuckoo,DT,101,98,3,49,29,17,0.6645021645021645,0.9662337662337663,2440.0,14779.0
Segment,F4RM-WiSARD-cuckoo,RF,101,101,0,0,0,0,0.9424242424242426,0.9662337662337663,56062.0,23016.6
Segment,F4RM-WiSARD-cuckoo,CatBoost,0,0,0,0,0,0,0.9704184704184704,0.9662337662337663,118170.66666666667,23016.6
Segment,F4RM-WiSARD-cuckoo,XGBoost,0,0,0,0,0,0,0.984848484848485,0.9662337662337663,520191.6,23016.6
Segment,F4RM-WiSARD-cuckoo,MLP,101,101,0,49,49,0,0.8523809523809524,0.9584415584415584,3484.0,23016.6
